TP_ATR_192_residual,TP_ATR_1_residual,SL_ATR_192_residual,SL_ATR_1_residual,PC_ATR_192_residual,PC_ATR_1_residual
0.0090813346064949,0.0100608058429052,0.0054130279317734,0.0025260487595217,-0.0031445545253492,-0.0017391941570947
0.0096554454746507,0.0091336856058792,0.0050813346064949,0.0023624543562091,-0.003060940736548,-0.0024318812672576
0.0096381541607953,0.0102871161976731,0.0052876539056012,0.0030622368309459,-0.0033457647546797,-0.002863972234713
0.0096009702015385,0.0103978393612023,0.0053341503001372,0.0041517499585317,-0.0033118581492448,-0.0018492809293609
0.0090542352453202,0.0102795459817652,0.0056381541607953,0.0032795459817652,-0.0033758876084929,-0.0032482500414682
0.0090624682269444,0.0098476862594227,0.0050542352453202,0.0040766913669497,-0.0034033752132624,-0.0019204540182347
0.0091118422812125,0.0099203219395083,0.0053039236787557,0.0034976952898439,-0.0031127652782008,-0.0027077150297328
0.0093338257597782,0.0091508705909321,0.0059510563217732,0.0035619741879284,-0.0032226548704147,-0.0025523137405772
0.009124112391507,0.010297144186201,0.0055786345877274,0.0025674687288905,-0.0034920252113695,-0.0015852051332562
0.0094254756172538,0.0103811923467674,0.0051118422812125,0.002297144186201,-0.0033812041560254,-0.0018796780604916
0.0093616707803602,0.0094801799699284,0.005165964849758,0.0038422824917564,-0.0032609864262008,-0.0022532089263662
0.0087397396102776,0.0101095973844642,0.0052176593112028,0.0034063549076003,-0.0032310527820483,-0.0032491294090678
0.0086872347217991,0.0104063549076003,0.005097906707548,0.0033915140342758,-0.0034519643483208,-0.0018098771103709
0.0089079747886304,0.0098594467379143,0.0050822580280596,0.0021566191371963,-0.0030699321284739,-0.0033023356702673
0.0089187958439745,0.0093915140342758,0.0056738914746942,0.004435748867922,-0.0031975083007277,-0.0031380258120715
0.0087770146636899,0.009435748867922,0.0050737020091123,0.0027757838534525,-0.003099603727726,-0.0025206487197954
0.009730067871526,0.0100898327069544,0.0056773451295852,0.0027873705776027,-0.0035658250425151,-0.0024535445458387
0.0087341749574848,0.0103833268054593,0.0054553848686749,0.0028841872189149,-0.0034120220111746,-0.0021188076532325
0.0087849673516648,0.0094821088356194,0.0053480356516791,0.0034821088356194,-0.0035171944324882,-0.0024198200300715
0.0089879779888253,0.0088994428087099,0.0053894301204047,0.0038311909181547,-0.0030499902247993,-0.0021936450923996
0.0096500097752006,0.0102656317353395,0.005730067871526,0.0027226458492462,-0.0032427174042628,-0.0019405532620856
0.0091299008593873,0.0101209048584729,0.0054828055675117,0.0039259248153052,-0.0032700991406126,-0.0030084859657241
0.0090488331614063,0.0103806182641706,0.0053016099726975,0.0034227772628203,-0.0034465212270329,-0.0015826055408461
0.0089997664722649,0.0098311909181547,0.0054827912391224,0.0029327895247979,-0.0034005043003141,-0.0030570178271119
0.00936135825267,0.0104972773281513,0.0053866341185525,0.0027325724523066,-0.0035651934034893,-0.0029642511320779
0.008953478772967,0.0093067292644757,0.0055990679443847,0.0036926850147937,-0.0034172890244257,-0.0017538004977982
0.0087994956996858,0.0093407974124526,,0.0027566463327238,-0.0032626421751218,-0.0022027804432556
0.0093257197207744,0.0104227772628203,,0.003314225015661,-0.0034268608286506,-0.0028101672930455
0.0090348065965106,0.0098233699189095,,0.0036210297078522,-0.0034075477480965,-0.0023166731945406
0.0096042048629965,0.010295790041333,,0.0034908938932649,-0.0030959245883251,-0.0015833023083467
0.0092731391713493,0.0092026133300681,,0.0042890978261869,-0.0030999418056491,-0.002815812781085
0.0094942800537202,0.0098552119444827,,0.0039037829132682,-0.0032603684341548,-0.0022178911643805
0.009659703317814,0.0099259295403532,,0.0038972696271202,-0.0034043586569887,-0.0023847148952565
0.0094762679403091,0.0092890978261869,,0.0044811227352718,-0.0034430940490226,-0.00230055719129
0.0096040286090601,0.0092659304331162,,0.0032310815221723,-0.0033133658814474,-0.0021748320236873
0.0096040754116748,0.0089037829132682,,0.0045142206966884,-0.0032800007710821,-0.0028225948230083
0.0093016099726975,0.0090298310085179,,0.0039894517086033,-0.0032520099885968,-0.002679095141527
0.0094827912391224,0.0102294989579188,,0.004364733276884,-0.0035614285957765,-0.0022193817358293
0.0097000581943508,0.01045141718205,,0.0025537845975297,-0.0030672330620595,-0.0027688090818452
0.0093920305440038,0.0102092920571063,,0.0042855310829088,-0.0033068593241604,-0.0028932707355242
0.0092836440863237,0.0103726935090632,,0.0022932490365045,-0.0033501928489298,-0.0020143564356436
0.0091956413430112,0.0089913795811682,,0.003778145590392,-0.0034471220881875,-0.0019772227371796
0.0090225744303312,0.0088805842528362,,0.0033269507578985,-0.0033038849706983,-0.0017900215461133
0.0093199992289178,0.0089894517086033,,0.0023197893152747,,-0.0031973866699318
0.0088145874631937,0.0094151181649865,,0.0042120701183174,,-0.0022981417540334
0.0090639747762408,0.0095599052924161,,0.0035353241110422,,-0.0026740704596467
0.0094217095542243,0.0103048356762615,,0.0042652526481247,,-0.0027225136794288
0.009416135300621,0.010027569757859,,0.0026191122819405,,-0.0031583199544585
0.0095931406758395,0.0103197893152747,,,,-0.0024340695668837
0.0095822516930022,0.0101568839095195,,,,-0.0026962170867317
0.0088054181964499,0.009607775595104,,,,-0.0018027303728797
0.0093528779118124,,,,,-0.0020939447392329
0.0095990679443847,,,,,-0.0018910909059677
0.0093331739033784,,,,,-0.0022799807619434
0.0091961150293016,,,,,-0.0029405139420449
,,,,,-0.0018705010420811
,,,,,-0.0023485828179499
,,,,,-0.0026880267484156
,,,,,-0.0022194157471637
,,,,,-0.0023848818350134
,,,,,-0.0021400947075838
,,,,,-0.0022951643237384
,,,,,-0.0022462154024702
,,,,,-0.0027067509634954
,,,,,-0.0031408149632598
,,,,,-0.0021724302421409
,,,,,-0.0021802106847252
,,,,,-0.0018431160904804
,,,,,-0.0027800863368911
,,,,,-0.0018372635689559
,,,,,-0.0019230438811514
,,,,,-0.0018199259756539
,,,,,-0.0018133563320201
,,,,,-0.0016347473518752
,,,,,-0.0016808877180594
,,,,,-0.0028922244048959
