"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-04-01 07:00:00,Buy,69515.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,0.000000
1,2024-04-03 17:00:00,Sell,65870.9,65963.11926,65171.561829,66556.787333,1,09:33:00,00:27:00,1.12917,101129.17012,"",1.129170
2,2024-04-04 01:00:00,Buy,65918.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101129.17012,Signal around economic event,0.000000
3,2024-04-05 03:00:00,Buy,67941.6,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101129.17012,Signal around economic event,1.129170
4,2024-04-05 20:00:00,Buy,67782.7,67687.80422,68500.057871,67078.613982,1,24:35:00,00:12:00,1.12917,102271.090492,"",1.129170
5,2024-04-06 09:00:00,Sell,67830.1,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,102271.090492,"",0.000000
6,2024-04-07 02:00:00,Sell,69410.6,69507.77484,68673.681542,70133.344814,-1,12:31:00,00:28:00,-0.96936,101279.715357,"",-0.969360
7,2024-04-07 09:00:00,Sell,69358.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101279.715357,One open trade with the same side,-0.969360
8,2024-04-08 10:00:00,Sell,72429.9,72531.30186,71660.926238,73184.083577,1,02:46:00,00:01:00,1.12917,102423.33564,"",1.129170
9,2024-04-10 21:00:00,Buy,70620.0,70521.13200,71367.385584,69886.441812,1,07:22:00,01:42:00,1.12917,103579.869342,"",1.129170
10,2024-04-11 05:00:00,Sell,70809.0,70908.13260,70057.235009,71546.305793,1,04:48:00,00:49:00,1.12917,104749.462277,"",2.271090
11,2024-04-11 22:00:00,Buy,70081.4,69983.28604,70823.085472,69353.436466,1,02:55:00,00:06:00,1.12917,105932.261906,"",2.271090
12,2024-04-12 10:00:00,Sell,70915.5,71014.78170,70162.604320,71653.914735,1,01:24:00,00:25:00,1.12917,107128.417355,"",0.148864
13,2024-04-12 22:00:00,Buy,66871.8,66778.17948,67579.517634,66177.175865,-1,00:23:00,01:50:00,-0.96936,106089.957232,"",0.148864
14,2024-04-13 01:00:00,Sell,66405.0,66497.96700,65699.991396,67096.448703,-1,01:35:00,00:00:00,-0.96936,105061.563527,"",-0.969360
