Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,CM_2x,ROI_2x,CM_3x,ROI_3x,CM_4x,ROI_4x,CM_5x,ROI_5x,CM_6x,ROI_6x,CM_7x,ROI_7x,CM_8x,ROI_8x
3/16/2024 21:58,Sell,66357.6,66362.90861,65725.82469,67291.98933,1,1:12:00,0:00:00,20.08475477,120084.7548,144251.1018,1.92,170504.8924,2.88,199385.2248,3.84,230651.9139,4.8,263933.3863,5.76,298720.829,6.72,318506.1642,7.68
3/17/2024 4:58,Sell,66403.9,66409.21231,65771.68387,67338.94128,1,1:36:00,0:00:00,21.23756842,121237.5684,147020.723,1.92,175415.4333,2.88,207041.6174,3.84,241723.2058,4.8,279135.9494,5.76,318794.8687,6.72,342967.4376,7.68
3/17/2024 11:58,Sell,66965,66970.3572,66327.44177,67907.9422,-1,3:48:00,0:00:00,19.54024246,119540.2425,142962.951,-2.76,168153.2343,-4.14,195612.9201,-5.52,225044.3046,-6.9,256023.4928,-8.28,287999.2844,-9.66,304555.0846,-11.04
3/17/2024 20:58,Buy,68286.6,68281.13707,68936.63599,67325.20115,1,1:28:00,0:13:00,20.68782879,120687.8288,145707.8397,1.92,172996.0475,2.88,203124.4563,3.84,235846.4312,4.8,270770.446,5.76,307352.8363,6.72,327944.9151,7.68
3/19/2024 2:58,Buy,65876.5,65871.22988,66503.59369,64949.03266,-1,0:42:00,0:00:00,18.99819918,118998.1992,141686.3033,-2.76,165834.0111,-4.14,191911.9863,-5.52,219573.0275,-6.9,248350.653,-8.28,277662.5523,-9.66,291215.0846,-11.04
3/19/2024 11:58,Sell,63193.3,63198.35546,62591.65125,64083.13244,1,2:25:00,0:00:00,20.14058189,120140.5819,144406.6803,1.92,170610.0306,2.88,199281.4066,3.84,230112.5328,4.8,262655.6507,5.76,296321.4758,6.72,313580.4031,7.68
3/21/2024 10:58,Sell,67002.4,67007.76019,66364.48569,67945.86883,1,4:15:00,0:00:00,21.29393148,121293.9315,147179.2886,1.92,175523.5995,2.88,206933.8126,3.84,241157.9344,4.8,277784.6161,5.76,316234.279,6.72,337663.3781,7.68
3/21/2024 20:58,Sell,65359.8,65365.02878,64737.52451,66280.13919,-1,7:56:00,0:00:00,19.59581644,119595.8164,143117.1402,-2.76,168256.9225,-4.14,195511.0661,-5.52,224518.0369,-6.9,254784.0499,-8.28,285686.0477,-9.66,299845.0798,-11.04
3/22/2024 3:58,Buy,66033.7,66028.4173,66662.29011,65104.01946,1,2:11:00,0:00:00,20.74393628,120743.9363,145864.9893,1.92,173102.7219,2.88,203018.6911,3.84,235294.9027,4.8,269459.6112,5.76,304884.1501,6.72,322873.1819,7.68
3/22/2024 18:58,Sell,63795.5,63800.60364,63188.11785,64693.81209,1,2:11:00,0:00:00,21.90307807,121903.0781,148665.5971,1.92,178088.0803,2.88,210814.6088,3.84,246589.058,4.8,284980.4848,5.76,325372.365,6.72,347669.8422,7.68
3/24/2024 10:58,Sell,65180.5,65185.71444,64559.93158,66098.31444,-1,7:19:00,0:17:00,20.19643497,120196.435,144562.4266,-2.76,170715.2337,-4.14,199177.6424,-5.52,229574.413,-6.9,261384.1007,-8.28,293941.3945,-9.66,308730.8199,-11.04
3/24/2024 18:58,Sell,65699.8,65705.05598,65074.28745,66624.92677,-1,2:59:00,0:00:00,18.51368488,118513.6849,140572.5037,-2.76,163647.6231,-4.14,188183.0365,-5.52,213733.7785,-6.9,239741.4971,-8.28,265546.6558,-9.66,274152.9681,-11.04
3/24/2024 20:58,Sell,66172,66177.29376,65541.99174,67103.77587,-1,1:12:00,0:00:00,16.8544933,116854.4933,136692.7026,-2.76,156872.6115,-4.14,177795.3329,-5.52,198986.1478,-6.9,219890.9012,-8.28,239894.8488,-9.66,243447.8357,-11.04
3/25/2024 9:58,Buy,66980,66974.6416,67617.59816,66036.99662,1,3:08:00,0:47:00,17.97629643,117976.2964,139317.2025,1.92,161390.5427,2.88,184622.6737,3.84,208537.4829,4.8,232556.6171,5.76,256015.7827,6.72,262144.6294,7.68
3/25/2024 19:58,Sell,70996.9,71002.57975,70320.95499,71996.61587,1,1:17:00,0:00:00,19.10886888,119108.8689,141992.0927,1.92,166038.5903,2.88,191712.1844,3.84,218547.282,4.8,245951.8782,5.76,273220.0433,6.72,282277.337,7.68
3/26/2024 2:58,Sell,70521.5,70527.14172,69850.08116,71514.5217,-1,4:31:00,0:00:00,17.44134471,117441.3447,138073.111,-2.76,159164.5927,-4.14,181129.6718,-5.52,203467.5196,-6.9,225587.0627,-8.28,246826.9871,-9.66,250662.2752,-11.04
3/27/2024 2:58,Sell,70574.7,70580.34598,69902.77465,71568.47082,1,4:28:00,0:00:00,18.56878162,118568.7816,140724.1147,1.92,163748.5329,2.88,188085.0512,3.84,213233.9605,4.8,238580.8775,5.76,263413.7606,6.72,269913.138,7.68
3/28/2024 1:58,Buy,69478.8,69473.2417,70140.18482,68500.61631,1,4:16:00,0:02:00,19.70704193,119707.0419,143426.0177,1.92,168464.4907,2.88,195307.5171,3.84,223469.1906,4.8,252323.136,5.76,281115.1653,6.72,290642.467,7.68
3/28/2024 14:58,Sell,71467.9,71473.61743,70787.4707,72474.24808,1,1:21:00,0:00:00,20.85622953,120856.2295,146179.7973,1.92,173316.268,2.88,202807.3258,3.84,234195.7118,4.8,266856.9487,5.76,300006.1045,6.72,312963.8084,7.68
3/28/2024 22:58,Buy,70893.9,70888.22849,71568.75548,69895.79329,-1,8:42:00,0:00:00,19.16424231,119164.2423,142145.2349,-2.76,166140.9745,-4.14,191612.3614,-5.52,218036.2077,-6.9,244761.1933,-8.28,271025.5148,-9.66,277911.8619,-11.04
3/30/2024 2:58,Buy,69991.2,69985.6007,70657.46247,69005.80229,1,33:15:00,0:00:00,20.30821904,120308.219,144874.4234,1.92,170925.8346,2.88,198970.2761,3.84,228501.9456,4.8,258859.4381,5.76,289238.4294,6.72,299255.4929,7.68
3/30/2024 19:58,Sell,69946.2,69951.7957,69280.25846,70931.12084,-1,22:40:00,0:00:00,18.62390397,118623.904,140875.8893,-2.76,163849.505,-4.14,187987.1169,-5.52,212735.3114,-6.9,237425.8766,-8.28,261297.9971,-9.66,265738.8777,-11.04
