Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-04,21,1,2,0.047619047619047616,-0.029800000000002907,99970.2,22959.800000000003
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-05,39,0,1,0.0,-1.0000000000000049,98970.49799999999,30990.762000000148
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-06,46,1,0,0.021739130434782608,2.0000000000000044,100949.90796,0.0
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-07,45,1,0,0.022222222222222223,1.999999999999997,102968.9061192,0.0
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-08,43,0,0,0.0,0.0,102968.9061192,0.0
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-09,39,0,0,0.0,0.0,102968.9061192,0.0
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-10,48,0,3,0.0,-2.970099999999991,99910.62663855364,32713.736318600306
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-11,35,1,1,0.02857142857142857,0.9799999999999965,100889.75077961147,25976.762926024065
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",2023-12,38,0,1,0.0,-1.0000000000000075,99880.85327181534,32284.72024947591
"TP=0.02, SL=0.01, Method=percentage_change, pctChange=0.01, TimeLimit=60",Overall,354,4,8,0.011299435028248588,-0.11914672818465624,99880.85327181534,85997.8220000005
