Date,Start Date,End Date,Total Trades,Wins,Losses,WinRate,Final NAV,monthly ROI,Daily Return,TP,SL,Entry Time Offset,Percentage Change
2/17/2024 16:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,-0.053252474,0.012,0.011,70,0.0005
2/18/2024 1:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,-0.053252474,0.012,0.011,70,0.0005
2/18/2024 23:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,-0.053252474,0.012,0.011,70,0.0005
2/19/2024 18:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,1.12917012,0.012,0.011,70,0.0005
2/21/2024 0:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,1.12917012,0.012,0.011,70,0.0005
2/22/2024 8:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,1.12917012,0.012,0.011,70,0.0005
2/24/2024 5:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,-1.16922011,0.012,0.011,70,0.0005
2/25/2024 8:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,1.12917012,0.012,0.011,70,0.0005
2/26/2024 17:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,-1.16922011,0.012,0.011,70,0.0005
2/27/2024 2:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,1.12917012,0.012,0.011,70,0.0005
2/28/2024 13:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,1.12917012,0.012,0.011,70,0.0005
2/29/2024 16:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,-1.188986266,0.012,0.011,70,0.0005
2/29/2024 22:00,2/1/2024,3/1/2024,26,16,10,0.615384615,106379.624,6.379624029,-1.188986266,0.012,0.011,70,0.0005
3/1/2024 8:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/1/2024 11:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/1/2024 19:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/2/2024 16:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/3/2024 19:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/4/2024 8:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/4/2024 21:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/5/2024 10:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/5/2024 20:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/7/2024 14:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/8/2024 15:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/8/2024 20:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/10/2024 1:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/11/2024 8:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/12/2024 17:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/13/2024 0:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/13/2024 3:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/13/2024 19:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/14/2024 16:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,1.22910013,0.013,0.014,70,0.0004
3/15/2024 4:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/15/2024 20:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/16/2024 19:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,1.22910013,0.013,0.014,70,0.0004
3/17/2024 2:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/17/2024 9:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/17/2024 18:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/19/2024 0:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/19/2024 9:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/21/2024 8:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/21/2024 18:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/22/2024 1:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,1.22910013,0.013,0.014,70,0.0004
3/22/2024 16:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,1.22910013,0.013,0.014,70,0.0004
3/24/2024 8:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/24/2024 16:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/24/2024 18:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/25/2024 7:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,2.473307131,0.013,0.014,70,0.0004
3/25/2024 17:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,2.473307131,0.013,0.014,70,0.0004
3/26/2024 0:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
3/27/2024 0:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,2.473307131,0.013,0.014,70,0.0004
3/27/2024 23:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,2.473307131,0.013,0.014,70,0.0004
3/28/2024 12:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/28/2024 20:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/30/2024 0:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/30/2024 17:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-0.257965616,0.013,0.014,70,0.0004
3/31/2024 8:00,3/1/2024,4/1/2024,37,17,20,0.459459459,91547.88432,-8.452115681,-1.46901014,0.013,0.014,70,0.0004
4/1/2024 6:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/3/2024 16:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/4/2024 0:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/5/2024 2:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/5/2024 19:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/6/2024 8:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/7/2024 1:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/8/2024 9:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/10/2024 20:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/11/2024 4:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,1.867256373,0.01,0.01,60,0.0005
4/11/2024 21:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,1.867256373,0.01,0.01,60,0.0005
4/12/2024 9:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/12/2024 21:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/13/2024 0:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/13/2024 20:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/14/2024 0:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,1.867256373,0.01,0.01,60,0.0005
4/14/2024 5:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,1.867256373,0.01,0.01,60,0.0005
4/15/2024 7:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/15/2024 20:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/17/2024 12:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/17/2024 16:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/18/2024 15:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/19/2024 15:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/20/2024 2:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/20/2024 20:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/21/2024 20:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/22/2024 15:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/23/2024 4:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/24/2024 21:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0,0.01,0.01,60,0.0005
4/25/2024 8:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-2.127146387,0.01,0.01,60,0.0005
4/25/2024 21:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-2.127146387,0.01,0.01,60,0.0005
4/26/2024 20:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/27/2024 4:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/27/2024 12:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-0.149917021,0.01,0.01,60,0.0005
4/28/2024 8:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
4/29/2024 4:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,-1.0692901,0.01,0.01,60,0.0005
4/30/2024 3:00,4/1/2024,5/1/2024,35,19,16,0.542857143,100375.286,0.375286041,0.9293101,0.01,0.01,60,0.0005
5/2/2024 9:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/3/2024 0:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/3/2024 5:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/3/2024 12:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/4/2024 11:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/5/2024 11:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/5/2024 18:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/6/2024 4:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,0,0.012,0.012,70,0.0006
5/7/2024 5:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/8/2024 8:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/8/2024 20:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/9/2024 15:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.26915012,0.012,0.012,70,0.0006
5/10/2024 12:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.26915012,0.012,0.012,70,0.0006
5/11/2024 0:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.26915012,0.012,0.012,70,0.0006
5/12/2024 1:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.26915012,0.012,0.012,70,0.0006
5/12/2024 20:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.26915012,0.012,0.012,70,0.0006
5/13/2024 10:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.26915012,0.012,0.012,70,0.0006
5/14/2024 4:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/15/2024 11:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/15/2024 18:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/16/2024 3:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,0,0.012,0.012,70,0.0006
5/17/2024 0:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,2.271090492,0.012,0.012,70,0.0006
5/17/2024 16:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,2.271090492,0.012,0.012,70,0.0006
5/18/2024 12:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/18/2024 17:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/19/2024 10:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,0,0.012,0.012,70,0.0006
5/20/2024 1:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.421502547,0.012,0.012,70,0.0006
5/20/2024 12:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.421502547,0.012,0.012,70,0.0006
5/20/2024 21:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.421502547,0.012,0.012,70,0.0006
5/21/2024 17:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/21/2024 21:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/23/2024 0:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/24/2024 8:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/25/2024 9:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/25/2024 20:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-0.154310864,0.012,0.012,70,0.0006
5/26/2024 23:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
5/27/2024 8:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,-1.26915012,0.012,0.012,70,0.0006
5/29/2024 14:00,5/1/2024,6/1/2024,31,18,13,0.580645161,103672.4499,3.672449938,1.12917012,0.012,0.012,70,0.0006
6/1/2024 0:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/1/2024 23:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/3/2024 2:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-1.46901014,0.013,0.014,60,0.0004
6/4/2024 1:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/5/2024 0:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-2.916440372,0.013,0.014,60,0.0004
6/5/2024 23:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-2.916440372,0.013,0.014,60,0.0004
6/6/2024 8:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-1.46901014,0.013,0.014,60,0.0004
6/7/2024 17:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/7/2024 23:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/10/2024 6:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/11/2024 12:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-2.916440372,0.013,0.014,60,0.0004
6/11/2024 15:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-2.916440372,0.013,0.014,60,0.0004
6/13/2024 4:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,2.473307131,0.013,0.014,60,0.0004
6/13/2024 16:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,2.473307131,0.013,0.014,60,0.0004
6/14/2024 16:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/14/2024 17:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/16/2024 11:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/16/2024 17:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/17/2024 4:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/17/2024 12:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/18/2024 2:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-2.916440372,0.013,0.014,60,0.0004
6/18/2024 16:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-2.916440372,0.013,0.014,60,0.0004
6/20/2024 18:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/21/2024 8:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/21/2024 20:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/23/2024 12:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/24/2024 2:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-1.46901014,0.013,0.014,60,0.0004
6/25/2024 4:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/25/2024 12:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/26/2024 13:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/27/2024 8:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-1.46901014,0.013,0.014,60,0.0004
6/28/2024 8:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/28/2024 16:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-0.257965616,0.013,0.014,60,0.0004
6/29/2024 3:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,1.22910013,0.013,0.014,60,0.0004
6/30/2024 6:00,6/1/2024,7/1/2024,31,16,15,0.516129032,97382.00385,-2.617996149,-1.46901014,0.013,0.014,60,0.0004
