Date,Start Date,End Date,Total Trades,Wins,Losses,WinRate,Final NAV,Daily Return,Monthly ROI,TP,SL,Entry Time Offset,Percentage Change
2/22/2024 8:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,0.82938009,,0.009,0.014,80,0.0004
2/24/2024 5:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,-1.46901014,,0.009,0.014,80,0.0004
2/25/2024 8:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,0.82938009,,0.009,0.014,80,0.0004
2/26/2024 17:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,-1.46901014,,0.009,0.014,80,0.0004
2/27/2024 2:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,0,,0.009,0.014,80,0.0004
2/28/2024 13:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,0.82938009,,0.009,0.014,80,0.0004
2/29/2024 16:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,-0.02,,0.009,0.014,80,0.0004
2/29/2024 22:00,2/1/2024,3/1/2024,17,11,6,0.647058824,99552.90401,-0.02,-0.44709599,0.009,0.014,80,0.0004
3/1/2024 8:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/1/2024 11:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/1/2024 19:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/2/2024 16:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/3/2024 19:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/4/2024 8:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/4/2024 21:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/5/2024 10:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/5/2024 20:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/7/2024 14:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0,,0.013,0.01,70,0.0005
3/8/2024 15:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/8/2024 20:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/10/2024 1:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/11/2024 8:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/12/2024 17:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/13/2024 0:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/13/2024 3:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/13/2024 19:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/14/2024 16:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0,,0.013,0.01,70,0.0005
3/15/2024 4:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/15/2024 20:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/16/2024 19:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/17/2024 2:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/17/2024 9:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/17/2024 18:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/19/2024 0:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/19/2024 9:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/21/2024 8:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/21/2024 18:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/22/2024 1:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/22/2024 16:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,1.22910013,,0.013,0.01,70,0.0005
3/24/2024 8:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-3.173691121,,0.013,0.01,70,0.0005
3/24/2024 16:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-3.173691121,,0.013,0.01,70,0.0005
3/24/2024 18:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-3.173691121,,0.013,0.01,70,0.0005
3/25/2024 7:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,2.473307131,,0.013,0.01,70,0.0005
3/25/2024 17:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,2.473307131,,0.013,0.01,70,0.0005
3/26/2024 0:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-1.0692901,,0.013,0.01,70,0.0005
3/27/2024 0:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,2.473307131,,0.013,0.01,70,0.0005
3/27/2024 23:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,2.473307131,,0.013,0.01,70,0.0005
3/28/2024 12:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-2.127146387,,0.013,0.01,70,0.0005
3/28/2024 20:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,-2.127146387,,0.013,0.01,70,0.0005
3/30/2024 0:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/30/2024 17:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0.146667384,,0.013,0.01,70,0.0005
3/31/2024 8:00,3/1/2024,4/1/2024,34,15,19,0.441176471,97920.14037,0,-2.07985963,0.013,0.01,70,0.0005
4/1/2024 6:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0,,0.01,0.01,60,0.0005
4/3/2024 16:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/4/2024 0:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/5/2024 2:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/5/2024 19:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/6/2024 8:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/7/2024 1:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/8/2024 9:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/10/2024 20:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/11/2024 4:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,1.867256373,,0.01,0.01,60,0.0005
4/11/2024 21:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,1.867256373,,0.01,0.01,60,0.0005
4/12/2024 9:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/12/2024 21:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/13/2024 0:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/13/2024 20:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/14/2024 0:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,1.867256373,,0.01,0.01,60,0.0005
4/14/2024 5:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,1.867256373,,0.01,0.01,60,0.0005
4/15/2024 7:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/15/2024 20:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/17/2024 12:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/17/2024 16:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/18/2024 15:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/19/2024 15:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/20/2024 2:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/20/2024 20:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/21/2024 20:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/22/2024 15:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/23/2024 4:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/24/2024 21:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0,,0.01,0.01,60,0.0005
4/25/2024 8:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-2.127146387,,0.01,0.01,60,0.0005
4/25/2024 21:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-2.127146387,,0.01,0.01,60,0.0005
4/26/2024 20:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/27/2024 4:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/27/2024 12:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-0.149917021,,0.01,0.01,60,0.0005
4/28/2024 8:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,,0.01,0.01,60,0.0005
4/29/2024 4:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,-1.0692901,,0.01,0.01,60,0.0005
4/30/2024 3:00,4/1/2024,5/1/2024,32,18,14,0.5625,101612.5243,0.9293101,1.6125243,0.01,0.01,60,0.0005
5/2/2024 9:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,0,,0.012,0.012,70,0.0007
5/3/2024 0:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-0.426738241,,0.012,0.012,70,0.0007
5/3/2024 5:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-0.426738241,,0.012,0.012,70,0.0007
5/3/2024 12:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-0.426738241,,0.012,0.012,70,0.0007
5/4/2024 11:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/5/2024 11:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-0.154310864,,0.012,0.012,70,0.0007
5/5/2024 18:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-0.154310864,,0.012,0.012,70,0.0007
5/6/2024 4:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,0,,0.012,0.012,70,0.0007
5/7/2024 5:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/8/2024 8:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/8/2024 20:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/9/2024 15:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.26915012,,0.012,0.012,70,0.0007
5/10/2024 12:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.26915012,,0.012,0.012,70,0.0007
5/11/2024 0:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.26915012,,0.012,0.012,70,0.0007
5/12/2024 1:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.26915012,,0.012,0.012,70,0.0007
5/12/2024 20:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.26915012,,0.012,0.012,70,0.0007
5/13/2024 10:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.26915012,,0.012,0.012,70,0.0007
5/14/2024 4:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/15/2024 11:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,0,,0.012,0.012,70,0.0007
5/15/2024 18:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,0,,0.012,0.012,70,0.0007
5/16/2024 3:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,0,,0.012,0.012,70,0.0007
5/17/2024 0:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,2.271090492,,0.012,0.012,70,0.0007
5/17/2024 16:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,2.271090492,,0.012,0.012,70,0.0007
5/18/2024 12:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-0.154310864,,0.012,0.012,70,0.0007
5/18/2024 17:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-0.154310864,,0.012,0.012,70,0.0007
5/19/2024 10:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,0,,0.012,0.012,70,0.0007
5/20/2024 1:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.421502547,,0.012,0.012,70,0.0007
5/20/2024 12:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.421502547,,0.012,0.012,70,0.0007
5/20/2024 21:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.421502547,,0.012,0.012,70,0.0007
5/21/2024 17:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/21/2024 21:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/23/2024 0:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/24/2024 8:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,0,,0.012,0.012,70,0.0007
5/25/2024 9:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/25/2024 20:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/26/2024 23:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,,0.012,0.012,70,0.0007
5/27/2024 8:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,-1.26915012,,0.012,0.012,70,0.0007
5/29/2024 14:00,5/1/2024,6/1/2024,24,14,10,0.583333333,102551.4241,1.12917012,2.5514241,0.012,0.012,70,0.0007
6/1/2024 0:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-0.257965616,,0.013,0.014,60,0.0003
6/1/2024 23:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-0.257965616,,0.013,0.014,60,0.0003
6/3/2024 2:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,0,,0.013,0.014,60,0.0003
6/4/2024 1:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/5/2024 0:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-1.294526165,,0.013,0.014,60,0.0003
6/5/2024 23:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-1.294526165,,0.013,0.014,60,0.0003
6/6/2024 8:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,0,,0.013,0.014,60,0.0003
6/7/2024 17:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-1.46901014,,0.013,0.014,60,0.0003
6/7/2024 23:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-1.46901014,,0.013,0.014,60,0.0003
6/10/2024 6:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/11/2024 12:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-2.916440372,,0.013,0.014,60,0.0003
6/11/2024 15:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-2.916440372,,0.013,0.014,60,0.0003
6/13/2024 4:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,2.473307131,,0.013,0.014,60,0.0003
6/13/2024 16:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,2.473307131,,0.013,0.014,60,0.0003
6/14/2024 16:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/14/2024 17:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/16/2024 11:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/16/2024 17:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/17/2024 4:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/17/2024 12:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/18/2024 2:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,0,,0.013,0.014,60,0.0003
6/18/2024 16:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,0,,0.013,0.014,60,0.0003
6/20/2024 18:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/21/2024 8:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/21/2024 20:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/23/2024 12:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/24/2024 2:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-1.46901014,,0.013,0.014,60,0.0003
6/25/2024 4:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-0.257965616,,0.013,0.014,60,0.0003
6/25/2024 12:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-0.257965616,,0.013,0.014,60,0.0003
6/26/2024 13:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/27/2024 8:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,0,,0.013,0.014,60,0.0003
6/28/2024 8:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/28/2024 16:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/29/2024 3:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,1.22910013,,0.013,0.014,60,0.0003
6/30/2024 6:00,6/1/2024,7/1/2024,23,15,8,0.652173913,106888.7016,-1.46901014,6.8887016,0.013,0.014,60,0.0003
