Unnamed: 0,Date,Optimized TP,Optimized SL,Percentage Change,ROI,Trend_2,Trend_4,Trend_6,ATR_1,Trend_2_pct,Trend_4_pct,Trend_6_pct,ATR_1_pct
23,2024-01-22 01:00:00,0.013,0.011,0.0001,1.2291,-25.799999999999272,-34.82500000000073,-6.666666666666667,287.3000000000029,-0.0006217242002530097,-0.0008392071811555088,-0.00016065224812739724,0.006923308633050254
24,2024-01-22 18:00:00,0.013,0.008,0.0012,1.2291,-67.5,-7.700000000000728,19.53333333333285,125.20000000000437,-0.001660369561367259,-0.00018940512033376448,0.0004804822533141677,0.0030796780604916752
25,2024-01-23 17:00:00,0.009,0.009,0.0013,0.82938,86.25,84.42500000000109,3.4666666666671517,216.3000000000029,0.0021940535425379283,0.0021476286414929507,8.818611340057062e-05,0.005502304710156061
26,2024-01-24 17:00:00,0.004,0.003,0.001,-0.36978,46.25,26.125,-0.9833333333335759,130.40000000000146,0.0011538413561689971,0.0006517644417278931,-2.453212252756311e-05,0.003253208926366247
27,2024-01-26 17:00:00,0.013,0.009,0.0006,1.2291,39.79999999999927,64.5,93.51666666666642,161.1999999999971,0.0009503433652661266,0.001540129323107193,0.0022329885353887437,0.00384912940906783
28,2024-01-27 01:00:00,0.013,0.011,0.0002,1.2291,24.25,-11.075000000000728,-7.650000000000243,84.0,0.0005802323800773324,-0.00026499272615904655,-0.0001830423796945045,0.002009877110370966
29,2024-01-27 17:00:00,0.013,0.006,0.0014,1.2291,-1.2999999999992724,-6.575000000000728,-8.583333333333334,59.5,-3.108226039759644e-05,-0.00015720450931871815,-0.00020522261672783497,0.0014226111489677104
30,2024-01-28 17:00:00,0.006,0.008,0.0001,0.52959,-44.64999999999782,-26.899999999999636,0.9500000000007276,143.60000000000582,-0.0010578989392578315,-0.0006373456095416948,2.2508488069333902e-05,0.0034023356702673727
31,2024-01-30 09:00:00,0.012,0.011,0.0013,1.12917,5.400000000001455,16.0,8.783333333334062,48.19999999999709,0.0001244044711888795,0.00036860584055954367,0.00020234924789051624,0.0011104250946855582
32,2024-01-30 12:00:00,0.012,0.008,0.0013,1.12917,65.09999999999854,50.5,31.96666666666715,193.59999999999854,0.0014923320266831384,0.0011576461958141347,0.000732793862564866,0.00443802581207158
33,2024-01-30 17:00:00,0.007,0.012,0.001,0.62952,50.900000000001455,38.70000000000073,-8.116666666666182,153.0,0.001171248495670556,0.0008905170291247558,-0.00018677079809807152,0.00352064871979548
34,2024-02-03 01:00:00,0.004,0.003,0.0011,-0.36978,-17.700000000000728,16.25,18.550000000000484,52.10000000000582,-0.00040920124841060517,0.0003756791122413594,0.0004288521558201476,0.0012044850306324314
35,2024-02-04 05:00:00,0.006,0.004,0.0012,0.52959,9.099999999998545,-7.325000000000728,-15.5,61.5,0.0002119680417413651,-0.00017062262700614304,-0.0003610444667023829,0.0014325312711094547
36,2024-02-09 01:00:00,0.013,0.008,0.0002,1.2291,40.95000000000073,-0.1999999999989086,3.8499999999997576,72.69999999999709,0.0009036363917214268,-4.413364550507837e-06,8.495726759773413e-05,0.001604258014118289
37,2024-02-10 23:00:00,0.006,0.012,0.0004,0.52959,56.75,3.6999999999989086,-17.75,136.40000000000146,0.0011872335262195556,7.740553386803631e-05,-0.0003713373584210945,0.002853544545838751
38,2024-02-11 22:00:00,0.012,0.004,0.0008,1.12917,43.25,14.450000000000728,1.550000000000485,82.0,0.0008981526091073712,0.0003000764208462929,3.2188128187673086e-05,0.0017028558137989467
39,2024-02-14 01:00:00,0.013,0.01,0.0005,1.2291,-23.75,-42.04999999999927,-32.88333333333261,129.39999999999418,-0.0004806544185801772,-0.000851011296896678,-0.0006654955563920482,0.0026188076532325105
40,2024-02-14 11:00:00,0.005,0.006,0.0001,0.42966,-89.55000000000291,-66.32500000000073,-33.883333333333816,315.40000000000146,-0.0017472932077025858,-0.0012941286655597042,-0.0006611291813250125,0.006154062285978562
41,2024-02-17 01:00:00,0.01,0.003,0.0009,-0.36978,-67.0,-36.79999999999927,-32.56666666666691,67.30000000000291,-0.001288625094723561,-0.0007077821415794941,-0.0006263615510173774,0.0012943950578343194
42,2024-02-18 02:00:00,0.003,0.008,0.0001,0.2298,-65.15000000000146,-63.875,-16.333333333333332,214.09999999999854,-0.0012651812034660229,-0.0012404213257312417,-0.0003171853618308198,0.004157717508243555
43,2024-02-19 00:00:00,0.013,0.009,0.0011,1.2291,76.35000000000218,-9.375,18.75,184.0,0.0014605340179128649,-0.00017933865642348027,0.00035867731284696053,0.003519820030071506
44,2024-02-19 09:00:00,0.012,0.009,0.0009,1.12917,-20.549999999999272,-33.42500000000109,-34.43333333333309,98.69999999999709,-0.0003935944655446691,-0.0006401895382399737,-0.0006595021620562119,0.0018904026155357211
45,2024-02-19 13:00:00,0.013,0.006,0.0004,1.2291,-9.149999999997817,14.525000000001455,2.233333333333576,135.89999999999418,-0.00017462731858316777,0.0002772089401553411,4.2623061366398184e-05,0.002593645092399688
46,2024-02-19 19:00:00,0.013,0.011,0.0012,1.2291,-139.65000000000146,-74.125,-55.416666666666664,162.79999999999563,-0.0026939696747559985,-0.0014299355685018712,-0.0010690355852206231,0.0031405532620856443
47,2024-02-21 01:00:00,0.013,0.007,0.0006,1.2291,26.5,-21.674999999999272,5.599999999999757,188.6999999999971,0.0005067561107137803,-0.0004144882528196536,0.00010708808377347346,0.003608485965724108
48,2024-02-22 09:00:00,0.013,0.01,0.0006,1.2291,-13.099999999998545,1.9250000000010914,-15.166666666666666,113.09999999999854,-0.0002528040016364436,3.7148679629807934e-05,-0.00029268656678013894,0.002182605540846151
49,2024-02-24 06:00:00,0.003,0.008,0.0011,0.2298,-5.650000000001455,13.899999999999636,4.400000000000243,102.80000000000291,-0.00011069315465697769,0.0002723247521648767,8.620351867090324e-05,0.002014027663492867
50,2024-02-25 09:00:00,0.013,0.012,0.0013,1.2291,-41.60000000000218,-41.75,-26.916666666666668,113.09999999999854,-0.0008059735036211107,-0.0008088796580812406,-0.0005214932725753308,0.0021912404629697516
51,2024-02-26 18:00:00,0.005,0.003,0.0009,0.42966,64.54999999999927,34.649999999999636,39.28333333333285,212.0,0.0012048372676418465,0.0006467484325916347,0.0007332304259829148,0.003957017827111918
52,2024-02-28 14:00:00,0.013,0.008,0.0012,1.2291,93.15000000000146,156.97500000000036,176.58333333333334,353.5,0.0015397763150499944,0.002594808234621252,0.0029189354192081652,0.005843380862803699
53,2024-02-29 17:00:00,0.003,0.01,0.0004,0.2298,39.10000000000218,-172.1999999999989,-170.21666666666593,498.3000000000029,0.0006305556630672128,-0.0027770251964237156,-0.0027450404888768355,0.008035956186863846
54,2024-02-29 23:00:00,0.013,0.008,0.0006,1.2291,284.25,-18.200000000000728,22.383333333332605,218.5,0.004636788944133423,-0.0002968849913218352,0.0003651250396934027,0.003564251132077934
55,2024-03-02 17:00:00,0.01,0.007,0.001,0.92931,83.5,-0.75,-0.8000000000004851,109.20000000000437,0.0013486209341501507,-1.211336168398339e-05,-1.2920919129590117e-05,0.0017637054611880521
56,2024-03-03 20:00:00,0.003,0.008,0.0013,0.2298,-39.0,-41.29999999999927,-33.333333333333336,191.40000000000146,-0.0006222477503350565,-0.0006589444125342918,-0.0005318356840470569,0.0030538004977982234
57,2024-03-04 09:00:00,0.012,0.011,0.0003,1.12917,-233.75000000000364,65.44999999999891,157.73333333333358,695.0,-0.003588309250085638,0.0010047265900239462,0.00242137317239287,0.010668983652660875
58,2024-03-04 22:00:00,0.013,0.005,0.0012,1.2291,254.9499999999971,102.82499999999709,12.983333333332363,433.6999999999971,0.0037695872157838747,0.0015203287133279874,0.00019196629673108795,0.006412512161151105
59,2024-03-05 21:00:00,0.012,0.013,0.0002,1.12917,479.15000000000146,-8.100000000000364,110.45000000000073,1437.5,0.0075964639146164975,-0.00012841773496482565,0.0017510788675141294,0.022790184445917107
60,2024-03-08 16:00:00,0.013,0.003,0.0009,1.2291,-916.0500000000029,-600.2000000000007,-322.94999999999953,1794.5,-0.013779083410046794,-0.009028116219322166,-0.004857764300283382,0.0269925933948244
61,2024-03-08 21:00:00,0.009,0.003,0.0004,-0.36978,-33.849999999998545,-18.724999999998545,62.36666666666861,288.1999999999971,-0.0004902805679433063,-0.0002712113333748328,0.0009033135820994524,0.004174264687777415
62,2024-03-10 02:00:00,0.01,0.013,0.0011,0.92931,156.84999999999854,11.549999999999272,134.21666666666715,228.1999999999971,0.002270118810362199,0.00016716526783348417,0.0019425424269309346,0.0033027804432556713
63,2024-03-11 09:00:00,0.012,0.003,0.0011,-0.36978,127.5,35.04999999999927,119.21666666666715,340.0,0.001780335876071867,0.0004894178231868051,0.0016646722250381852,0.004747562336191645
64,2024-03-12 18:00:00,0.009,0.012,0.0007,0.82938,271.04999999999563,216.3249999999971,32.166666666666664,652.7000000000116,0.003830586466250359,0.00305719098805243,0.0004545921342841611,0.00922421614654748
65,2024-03-13 01:00:00,0.013,0.013,0.0005,1.2291,-58.5,-12.700000000000728,-1.866666666668607,146.0,-0.0008187211435784972,-0.00017773946193927367,-2.612443535068006e-05,0.002043304050640352
66,2024-03-13 04:00:00,0.013,0.008,0.0001,1.2291,29.25,18.875,33.71666666666715,210.0,0.0004053447301027705,0.0002615686078868305,0.00046724352649453926,0.0029101672930455314
67,2024-03-13 20:00:00,0.007,0.013,0.0007,0.62952,286.59999999999854,68.84999999999854,55.64999999999903,365.1000000000058,0.003901230534683635,0.0009371937275399998,0.0007575138843515059,0.0049697811172820135
68,2024-03-15 05:00:00,0.013,0.011,0.0005,1.2291,516.9000000000015,-114.84999999999854,-40.30000000000049,876.0,0.007593452795430728,-0.0016871891150226459,-0.0005920219532905034,0.012868765039267361
69,2024-03-15 21:00:00,0.013,0.005,0.0006,1.2291,252.4499999999971,68.09999999999854,-237.28333333333526,439.8000000000029,0.003701374104896416,0.0009984693069655117,-0.003479003309659425,0.00644826433485234
70,2024-03-16 20:00:00,0.013,0.013,0.0002,1.2291,-185.14999999999418,-123.5,15.183333333334303,440.09999999999127,-0.0027603182081113575,-0.0018412060421375282,0.00022636149856779966,0.006561253272426803
71,2024-03-17 03:00:00,0.013,0.008,0.0003,1.2291,11.099999999998545,51.70000000000073,46.5666666666657,173.6999999999971,0.0001672140037961879,0.0007788255852490243,0.0007014953852951959,0.002616673194540645
72,2024-03-17 10:00:00,0.007,0.003,0.0004,-0.36978,157.89999999999418,-2.150000000001455,56.43333333333188,418.6000000000058,0.002367319891034232,-3.2233931385226296e-05,0.0008460782300023221,0.0062758714780682704
73,2024-03-17 19:00:00,0.011,0.01,0.0007,1.02924,-20.049999999995634,-38.89999999999782,-1.8166666666656965,155.89999999999418,-0.0002936511307398637,-0.000569727131460476,-2.6606794057053213e-05,0.002283302308346783
74,2024-03-21 09:00:00,0.013,0.008,0.0001,1.2291,-104.69999999999709,-75.45000000000073,4.5,350.1000000000058,-0.001558875465652585,-0.0011233730074832085,6.70003781799124e-05,0.005212629422397271
75,2024-03-21 19:00:00,0.011,0.007,0.0013,1.02924,143.65000000000146,-7.774999999999636,-132.46666666666715,268.59999999999854,0.00220117835444107,-0.00011913791650385204,-0.0020298138486016374,0.0041158127810850135
76,2024-03-22 02:00:00,0.013,0.007,0.0013,1.2291,-199.59999999999854,-155.39999999999782,-65.88333333333382,229.6999999999971,-0.0030569049909027752,-0.002379975128187816,-0.0010090134793786613,0.00351789116438058
77,2024-03-22 17:00:00,0.004,0.003,0.0012,-0.36978,124.84999999999854,-60.70000000000073,-83.55000000000048,534.5,0.001967731411360651,-0.0009566783874216608,-0.0013168118495729697,0.008424128469141211
78,2024-03-24 09:00:00,0.01,0.01,0.0005,0.92931,-0.9500000000007276,15.475000000000364,92.0666666666669,339.0,-1.4617880899672523e-05,0.00023811758623396248,0.0014166521770127961,0.0052162753947212525
79,2024-03-24 17:00:00,0.011,0.01,0.0011,1.02924,-384.9500000000007,-185.50000000000182,-114.79999999999927,744.3000000000029,-0.005929961904673891,-0.002857534571546994,-0.00176843648956113,0.011465568633975284
80,2024-03-24 19:00:00,0.003,0.003,0.0004,0.2298,28.94999999999709,70.95000000000073,74.71666666666715,371.6000000000058,0.00043926197918242783,0.0010765332443176756,0.0011336853498417011,0.005638333383910506
81,2024-03-25 08:00:00,0.013,0.006,0.0006,1.2291,26.44999999999709,-14.92500000000291,6.366666666666181,381.40000000000873,0.0003941061389666983,-0.00022238314268732576,9.486360748915176e-05,0.0056828764235129945
82,2024-03-25 10:00:00,0.013,0.011,0.0007,1.2291,183.9499999999971,128.54999999999927,38.833333333333336,335.6000000000058,0.002731335748648766,0.0019087426501158055,0.0005766070756864841,0.004983072994001393
83,2024-03-25 18:00:00,0.013,0.013,0.0001,1.2291,53.200000000004366,-2.0749999999970896,76.90000000000146,175.39999999999418,0.0007536307436012834,-2.939443219869063e-05,0.0010893647402807338,0.0024847148952565766
84,2024-03-27 01:00:00,0.013,0.013,0.0013,1.2291,105.39999999999418,189.1999999999971,107.3166666666657,337.90000000000873,0.0014901865419471138,0.002674983811540846,0.001517285127071143,0.004777362737419076
85,2024-03-27 05:00:00,0.012,0.01,0.0008,1.12917,3.2999999999956344,18.450000000000728,-2.4666666666671517,218.3000000000029,4.687053930940713e-05,0.0002620489243211332,-3.503454453435755e-05,0.003100557191290075
86,2024-03-27 11:00:00,0.006,0.003,0.0013,-0.36978,74.05000000000291,36.32500000000073,53.03333333333285,244.09999999999127,0.0010541225372964768,0.000517096572144413,0.0007549443875033146,0.003474832023687383
87,2024-03-28 00:00:00,0.013,0.01,0.0012,1.2291,183.0500000000029,53.275000000001455,25.683333333334303,190.3000000000029,0.002630195012328407,0.0007654937955847992,0.0003690367398705421,0.002734368264660451
88,2024-03-28 13:00:00,0.012,0.01,0.0008,1.12917,93.80000000000291,59.80000000000291,29.800000000000484,256.5,0.0013247539742619638,0.0008445659665337616,0.0004208706655970782,0.0036225948230083492
89,2024-03-28 21:00:00,0.007,0.011,0.0013,0.62952,24.89999999999418,34.974999999998545,-8.60000000000097,188.8000000000029,0.00035139761698780523,0.0004935795845040503,-0.00012136624522474588,0.0026644124533057897
90,2024-03-30 01:00:00,0.013,0.009,0.0002,1.2291,48.849999999998545,35.45000000000073,14.483333333332363,201.60000000000582,0.0006976378852360479,0.0005062694581702997,0.00020683975512456604,0.0028790951415270318
91,2024-03-31 21:00:00,0.013,0.011,0.0004,1.2291,99.55000000000291,-27.174999999999272,-33.133333333333816,186.09999999999127,0.0014011792144107223,-0.00038249166400411097,-0.00046635598162539344,0.002619381735829388
92,2024-04-03 17:00:00,0.013,0.005,0.0002,1.2291,-35.549999999995634,41.75,68.53333333333528,296.8999999999942,-0.000536254904356496,0.0006297789664384377,0.001033792858281409,0.004478595811630383
93,2024-04-05 20:00:00,0.013,0.007,0.0004,1.2291,-37.150000000001455,-48.60000000000218,-16.733333333334787,213.89999999999418,-0.0005503565095397814,-0.0007199818671233789,-0.00024789499128666074,0.00316880908184526
94,2024-04-06 09:00:00,0.008,0.007,0.001,0.72945,85.34999999999854,23.424999999999272,17.949999999999516,156.3000000000029,0.001253554307468137,0.0003440481505851282,0.00026363561592329036,0.0022956126333600092
95,2024-04-07 02:00:00,0.008,0.013,0.0007,0.72945,32.0,69.82499999999709,65.98333333333237,323.0,0.00046053834053644087,0.001004909050873614,0.000949620463637366,0.0046485588747896996
96,2024-04-07 09:00:00,0.003,0.004,0.0001,0.2298,-15.599999999998545,14.524999999997817,22.46666666666715,88.80000000000291,-0.00022440005351076107,0.00020893658828484736,0.00032317443603903915,0.001277354150753724
97,2024-04-08 10:00:00,0.013,0.013,0.0003,1.2291,-152.90000000000146,-0.125,130.58333333333334,421.5,-0.002122013706348852,-1.734805188316573e-06,0.0018122931533947134,0.005849763095003483
98,2024-04-10 21:00:00,0.013,0.011,0.0007,1.2291,-23.049999999995634,-5.599999999998545,20.583333333333332,364.1999999999971,-0.00032977283587464385,-8.011834624285795e-05,0.0002944826119343907,0.005210553875295752
99,2024-04-11 22:00:00,0.013,0.008,0.0012,1.2291,22.099999999998545,-69.04999999999927,-54.416666666666664,175.8000000000029,0.00031461985806513834,-0.0009830091040452038,-0.0007746861512690379,0.0025027226718486823
100,2024-04-12 10:00:00,0.013,0.013,0.0006,1.2291,55.75,-4.900000000001455,-6.866666666666181,130.89999999999418,0.0007876607816985782,-6.92293781224068e-05,-9.701531900143236e-05,0.0018494133869836646
101,2024-04-12 22:00:00,0.005,0.01,0.001,0.42966,159.60000000000582,64.5,-27.316666666665697,337.8000000000029,0.002377012678890397,0.0009606348232357457,-0.0004068425000732122,0.005031045632388181
102,2024-04-13 01:00:00,0.011,0.004,0.0002,1.02924,-144.1999999999971,-110.44999999999709,-100.46666666666472,550.6999999999971,-0.0021672445484480917,-0.001660001112178157,-0.0015099572512765958,0.008276709936410415
103,2024-04-13 21:00:00,0.013,0.013,0.0007,1.2291,-209.0,-120.22500000000036,-788.6333333333338,838.1999999999971,-0.0033665044086710846,-0.0019365454188157052,-0.012703050686562876,0.01350145452319662
104,2024-04-14 01:00:00,0.012,0.005,0.0014,1.12917,-292.0,-92.97500000000036,-139.01666666666765,557.5999999999985,-0.004597578084038059,-0.0014639035012446583,-0.0021888355478859433,0.008779484724861696
105,2024-04-14 06:00:00,0.013,0.01,0.0004,1.2291,-92.95000000000073,-42.125,45.133333333333816,335.1999999999971,-0.0014477426429130033,-0.000656117900298115,0.000702974193474704,0.005220907303974511
106,2024-04-15 21:00:00,0.012,0.013,0.0001,1.12917,-13.299999999999272,-33.80000000000109,-2.1666666666666665,374.6999999999971,-0.00021019326717775668,-0.0005341753707224658,-3.42420109437467e-05,0.005921760692594672
107,2024-04-17 13:00:00,0.011,0.007,0.0004,1.02924,-19.55000000000291,-108.97500000000036,-133.76666666666765,318.1999999999971,-0.00031433293887635883,-0.001752144860053515,-0.0021507554709473986,0.005116150442477829
108,2024-04-17 17:00:00,0.004,0.003,0.0003,-0.36978,125.89999999999782,-150.27499999999964,-13.599999999999758,480.59999999999854,0.0020866965223934166,-0.0024906935655494467,-0.0002254096322839591,0.007965578623211202
109,2024-04-18 16:00:00,0.007,0.009,0.0012,0.62952,-153.29999999999927,-121.27499999999964,-50.79999999999927,321.5,-0.0024194579341017194,-0.001914023228690062,-0.0008017512266951479,0.0050740751846947586
110,2024-04-19 16:00:00,0.013,0.005,0.0004,1.2291,-203.09999999999854,-107.04999999999927,-59.833333333333336,483.90000000000146,-0.003168002395889529,-0.0016697915139338958,-0.0009332946496999418,0.007547987983116488
111,2024-04-20 03:00:00,0.013,0.01,0.0008,1.2291,-35.5,58.82500000000073,49.65000000000024,236.0,-0.0005555555555555556,0.0009205790297339707,0.000776995305164323,0.0036932707355242568
112,2024-04-20 21:00:00,0.003,0.008,0.0007,0.2298,9.650000000001455,-30.0,-19.433333333333092,131.70000000000437,0.0001490110453472491,-0.00046324677310018636,-0.0003000809652415614,0.0020336533339098857
113,2024-04-21 21:00:00,0.008,0.003,0.0006,-0.36978,230.54999999999927,101.52499999999964,35.43333333333309,620.5999999999985,0.0035497847495519355,0.0015631832431067451,0.0005455680168833504,0.009555395426466853
114,2024-04-22 16:00:00,0.013,0.012,0.0003,1.2291,112.25,107.04999999999927,-10.550000000000486,297.8000000000029,0.0016968035093977971,0.001618198803394503,-0.00015947685544897625,0.0045016310476496115
115,2024-04-24 22:00:00,0.011,0.011,0.0002,1.02924,-6.0,47.850000000000364,21.333333333333332,106.69999999999709,-9.33009889904833e-05,0.00074407538719911,0.0003317368497439406,0.0016592025875473827
116,2024-04-25 09:00:00,0.007,0.012,0.001,0.62952,161.1999999999971,14.599999999998545,37.71666666666594,308.3000000000029,0.0025139499268583593,0.0002276902539213961,0.0005881998226303205,0.004808007211231102
117,2024-04-25 22:00:00,0.004,0.003,0.0003,-0.36978,-66.15000000000146,-62.524999999999636,-31.566666666666908,149.60000000000582,-0.001023360148514874,-0.0009672803217821726,-0.0004883457095709609,0.0023143564356436544
118,2024-04-26 21:00:00,0.013,0.006,0.0006,1.2291,-15.80000000000291,-17.725000000000364,11.783333333332848,164.59999999999854,-0.0002473883307864273,-0.0002775289976701713,0.0001844974154704269,0.002577222737179625
119,2024-04-27 05:00:00,0.013,0.008,0.0001,1.2291,-53.599999999998545,-3.9499999999989086,-26.78333333333285,318.8000000000029,-0.0008519525767591556,-6.278381862309378e-05,-0.0004257113777524799,0.005067210475202027
120,2024-04-27 13:00:00,0.005,0.007,0.0006,0.42966,-0.2999999999992724,-19.049999999999272,24.46666666666715,81.30000000000291,-4.759955446805473e-06,-0.0003022571708728691,0.00038820081088486224,0.0012899479260874579
121,2024-04-28 09:00:00,0.012,0.009,0.001,1.12917,58.20000000000073,-28.44999999999891,-16.816666666665697,138.8000000000029,0.0009126791838578216,-0.00044614643953185055,-0.0002637151479130806,0.0021766300810904934
122,2024-04-29 05:00:00,0.012,0.013,0.0006,1.12917,-54.25,12.075000000000728,-24.599999999999756,106.5,-0.0008681069507763356,0.00019322380517280892,-0.00039364849749488743,0.0017042099586669077
123,2024-04-29 10:00:00,0.013,0.013,0.0007,1.2291,147.60000000000218,64.60000000000036,47.30000000000049,155.90000000000146,0.0023574546517404144,0.0010317857080110392,0.0007554715787758883,0.0024900215461133375
124,2024-04-30 04:00:00,0.013,0.007,0.0006,1.2291,14.549999999999272,16.42500000000109,-25.683333333333092,91.30000000000291,0.00022865889593111745,0.0002581252484995905,-0.00040362354940419963,0.0014348149277328339
125,2024-04-30 18:00:00,0.013,0.013,0.0006,1.2291,130.5500000000029,48.725000000000364,14.866666666667394,229.5,0.002160125619867578,0.000806220764672893,0.0002459890275656748,0.0037973866699318125
126,2024-05-04 12:00:00,0.013,0.007,0.0008,1.2291,-127.14999999999782,-75.02499999999964,8.966666666667152,272.5,-0.0019912051841805725,-0.0011749128505163138,0.00014042055172227349,0.0042674275476933966
127,2024-05-05 12:00:00,0.003,0.011,0.0001,0.2298,-78.25,9.674999999999272,13.800000000000486,152.79999999999563,-0.0012281059702429532,0.0001518456902504751,0.000216586100822407,0.0023981417540334554
128,2024-05-05 19:00:00,0.012,0.007,0.0008,1.12917,0.3500000000021828,-24.274999999999636,-54.43333333333309,137.09999999999854,5.475388909086373e-06,-0.0003797573307635451,-0.0008515533417602138,0.002144788055517292
129,2024-05-06 05:00:00,0.013,0.006,0.001,1.2291,14.450000000000728,51.70000000000073,34.36666666666739,147.6999999999971,0.00022573257641322225,0.00080763835298015,0.0005368634054948681,0.0023073149852062694
130,2024-05-07 06:00:00,0.013,0.008,0.0008,1.2291,-41.70000000000073,33.475000000000364,17.266666666666424,332.8999999999942,-0.0006567973803707476,0.0005272492160170415,0.0002719592670120196,0.005243353667276121
