TP_ATR_1_residual,TP_ATR_2_residual,TP_ATR_3_residual,TP_ATR_4_residual,TP_ATR_5_residual,TP_ATR_6_residual,TP_ATR_7_residual,TP_ATR_8_residual,TP_ATR_9_residual,TP_ATR_10_residual,TP_ATR_11_residual,TP_ATR_12_residual,TP_ATR_13_residual,TP_ATR_14_residual,TP_ATR_15_residual,TP_ATR_16_residual,TP_ATR_17_residual,TP_ATR_18_residual,TP_ATR_19_residual,TP_ATR_20_residual,TP_ATR_21_residual,TP_ATR_22_residual,TP_ATR_23_residual,TP_ATR_24_residual,TP_ATR_25_residual,TP_ATR_26_residual,TP_ATR_27_residual,TP_ATR_28_residual,TP_ATR_29_residual,TP_ATR_30_residual,TP_ATR_31_residual,TP_ATR_32_residual,TP_ATR_33_residual,TP_ATR_34_residual,TP_ATR_35_residual,TP_ATR_36_residual,TP_ATR_37_residual,TP_ATR_38_residual,TP_ATR_39_residual,TP_ATR_40_residual,TP_ATR_41_residual,TP_ATR_42_residual,TP_ATR_43_residual,TP_ATR_44_residual,TP_ATR_45_residual,TP_ATR_46_residual,TP_ATR_47_residual,TP_ATR_48_residual,TP_ATR_49_residual,TP_ATR_50_residual,TP_ATR_51_residual,TP_ATR_52_residual,TP_ATR_53_residual,TP_ATR_54_residual,TP_ATR_55_residual,TP_ATR_56_residual,TP_ATR_57_residual,TP_ATR_58_residual,TP_ATR_59_residual,TP_ATR_60_residual,SL_ATR_1_residual,SL_ATR_2_residual,SL_ATR_3_residual,SL_ATR_4_residual,SL_ATR_5_residual,SL_ATR_6_residual,SL_ATR_7_residual,SL_ATR_8_residual,SL_ATR_9_residual,SL_ATR_10_residual,SL_ATR_11_residual,SL_ATR_12_residual,SL_ATR_13_residual,SL_ATR_14_residual,SL_ATR_15_residual,SL_ATR_16_residual,SL_ATR_17_residual,SL_ATR_18_residual,SL_ATR_19_residual,SL_ATR_20_residual,SL_ATR_21_residual,SL_ATR_22_residual,SL_ATR_23_residual,SL_ATR_24_residual,SL_ATR_25_residual,SL_ATR_26_residual,SL_ATR_27_residual,SL_ATR_28_residual,SL_ATR_29_residual,SL_ATR_30_residual,SL_ATR_31_residual,SL_ATR_32_residual,SL_ATR_33_residual,SL_ATR_34_residual,SL_ATR_35_residual,SL_ATR_36_residual,SL_ATR_37_residual,SL_ATR_38_residual,SL_ATR_39_residual,SL_ATR_40_residual,SL_ATR_41_residual,SL_ATR_42_residual,SL_ATR_43_residual,SL_ATR_44_residual,SL_ATR_45_residual,SL_ATR_46_residual,SL_ATR_47_residual,SL_ATR_48_residual,SL_ATR_49_residual,SL_ATR_50_residual,SL_ATR_51_residual,SL_ATR_52_residual,SL_ATR_53_residual,SL_ATR_54_residual,SL_ATR_55_residual,SL_ATR_56_residual,SL_ATR_57_residual,SL_ATR_58_residual,SL_ATR_59_residual,SL_ATR_60_residual,PC_ATR_1_residual,PC_ATR_2_residual,PC_ATR_3_residual,PC_ATR_4_residual,PC_ATR_5_residual,PC_ATR_6_residual,PC_ATR_7_residual,PC_ATR_8_residual,PC_ATR_9_residual,PC_ATR_10_residual,PC_ATR_11_residual,PC_ATR_12_residual,PC_ATR_13_residual,PC_ATR_14_residual,PC_ATR_15_residual,PC_ATR_16_residual,PC_ATR_17_residual,PC_ATR_18_residual,PC_ATR_19_residual,PC_ATR_20_residual,PC_ATR_21_residual,PC_ATR_22_residual,PC_ATR_23_residual,PC_ATR_24_residual,PC_ATR_25_residual,PC_ATR_26_residual,PC_ATR_27_residual,PC_ATR_28_residual,PC_ATR_29_residual,PC_ATR_30_residual,PC_ATR_31_residual,PC_ATR_32_residual,PC_ATR_33_residual,PC_ATR_34_residual,PC_ATR_35_residual,PC_ATR_36_residual,PC_ATR_37_residual,PC_ATR_38_residual,PC_ATR_39_residual,PC_ATR_40_residual,PC_ATR_41_residual,PC_ATR_42_residual,PC_ATR_43_residual,PC_ATR_44_residual,PC_ATR_45_residual,PC_ATR_46_residual,PC_ATR_47_residual,PC_ATR_48_residual,PC_ATR_49_residual,PC_ATR_50_residual,PC_ATR_51_residual,PC_ATR_52_residual,PC_ATR_53_residual,PC_ATR_54_residual,PC_ATR_55_residual,PC_ATR_56_residual,PC_ATR_57_residual,PC_ATR_58_residual,PC_ATR_59_residual,PC_ATR_60_residual
0.00948018,0.008638291,0.009638433,0.009812076,0.008228237,0.009666534,0.009855136,0.009825175,0.009837077,0.008929048,0.010255296,0.009195841,0.0093334,0.010068054,0.010127745,0.010276326,0.010051366,0.00951189,0.01038506,0.009505799,0.009564192,0.009595513,0.009633408,0.009638084,0.009667696,0.00985951,0.009276064,0.009243061,0.009205197,0.009101904,0.008578038,0.008537173,0.008967045,0.008564874,0.008817621,0.008603109,0.008661768,0.009274183,0.009208747,0.008938919,0.008548323,0.00898101,0.008755983,0.008740789,0.008747461,0.009007499,0.009009991,0.008995891,0.008647637,0.00868304,0.0086912,0.008709475,0.00868596,0.008705283,0.008530463,0.008559737,0.008541486,0.008585023,0.008626003,0.008654547,0.003842282,0.005186838,0.005714613,0.005812076,0.004538242,0.005862769,0.004416739,0.005455682,0.005123478,0.005220569,0.005550149,0.006913764,0.006273987,0.007246892,0.006231584,0.006800819,0.006706697,0.005221192,0.005281155,0.004769714,0.004774417,0.006001023,0.006048158,0.006166976,0.00551156,0.007529446,0.005004161,0.004959181,0.004050741,0.004197428,0.004076996,0.006223778,0.007142701,0.0053297,0.005538637,0.002084227,0.003462733,0.003477274,0.006115944,0.006060327,0.006044315,0.00557139,0.006259473,0.005740445,0.005768908,0.00610237,0.006345132,0.006018497,0.006033848,0.006030048,0.006019284,0.006237043,0.006257332,0.006188756,0.005974743,0.006250196,0.006271779,0.006260339,0.005982716,0.006006108,-0.002253209,-0.00249203,-0.003054347,-0.001868499,-0.003028408,-0.002479819,-0.002719022,-0.003062538,-0.001631116,-0.002708603,-0.002130056,-0.002508391,-0.001050248,-0.002766137,-0.002485514,-0.00256727,-0.002100963,-0.002338911,-0.002745921,-0.003308538,-0.001535808,-0.001898977,-0.001851842,-0.001358219,-0.001365749,-0.001728584,-0.001710259,-0.002780095,-0.002738112,-0.002717431,-0.002756935,-0.002776126,-0.002739803,-0.002122645,-0.001912333,-0.00195963,-0.002129582,-0.002108817,-0.001766808,-0.002649123,-0.00214044,-0.003439794,-0.003151153,-0.003181738,-0.002892357,-0.002866647,-0.002857866,-0.002923722,-0.002973151,-0.002843328,-0.002883214,-0.002814877,-0.002765689,-0.003011244,-0.00271009,-0.00270438,-0.002337124,-0.002995604,-0.002982996,-0.002269985
0.010109597,0.009142887,0.010027277,0.009866833,0.009778633,0.008178936,0.009874265,0.009862099,0.010162763,0.009840902,0.009587453,0.009980977,0.009972996,0.010286975,0.009834477,0.009886121,0.010333922,0.00994629,0.009542569,0.009541147,0.009536095,0.009597792,0.009828513,0.009738355,0.009789117,0.009351205,0.009315992,0.009235862,0.009053633,0.008561028,0.008815874,0.008650452,0.008553918,0.008848305,0.008600039,0.00887899,0.008529008,0.008706133,0.00866796,0.009205381,0.008817594,0.008738871,0.009148847,0.009118262,0.008974705,0.008700189,0.008722638,0.008747232,0.008893853,0.008826721,0.008839666,0.008825528,0.008829855,0.008854918,0.008647535,0.008655068,0.00853949,0.008578832,0.008555696,0.00878916,0.003406355,0.005639648,0.00471875,0.006866833,0.005127526,0.006848797,0.005230884,0.005780907,0.005396401,0.004943202,0.005227826,0.006770988,0.006925009,0.006268726,0.006840736,0.006763175,0.006642705,0.006133784,0.006095123,0.005311834,0.004792217,0.006262394,0.006233594,0.00514188,0.006231716,0.006913238,0.004667234,0.005553326,0.004135411,0.004264945,0.004190579,0.007047539,0.006254279,0.004658684,0.005285088,0.003416025,0.002245686,0.00236552,0.005397017,0.005471693,0.005530967,0.006262463,0.006266719,0.005561378,0.005653561,0.005815976,0.006012823,0.005922738,0.005976807,0.006034437,0.00606411,0.005985123,0.005934494,0.005964711,0.006118894,0.005978781,0.005989918,0.006184387,0.006302844,0.006319992,-0.003249129,-0.002136261,-0.001773302,-0.002847427,-0.002675827,-0.00429777,-0.003075558,-0.002718176,-0.002788527,-0.001962293,-0.001982149,-0.002789178,-0.002292036,-0.002310378,-0.002255434,-0.002215254,-0.002133666,-0.003003324,-0.002934964,-0.002647061,-0.002156748,-0.001504487,-0.001467979,-0.001808793,-0.001750136,-0.001412506,-0.001408151,-0.002755063,-0.002692515,-0.002653498,-0.002578769,-0.002530141,-0.002456776,-0.002519007,-0.002109717,-0.002113891,-0.001932472,-0.00190187,-0.00266972,-0.002080948,-0.001919589,-0.00332861,-0.003377638,-0.002895187,-0.002884486,-0.002848508,-0.002854868,-0.002858609,-0.002843491,-0.002773503,-0.002762338,-0.002886302,-0.002865506,-0.002745751,-0.002825257,-0.002821219,-0.003079943,-0.002337857,-0.002336144,-0.002385146
0.010406355,0.008756403,0.010209973,0.010356257,0.009607835,0.007491457,0.008556239,0.010127249,0.009748907,0.009847714,0.010131533,0.009474601,0.009147866,0.008925888,0.00938813,0.009417564,0.009753818,0.010242635,0.009950707,0.009968738,0.009971757,0.009819171,0.009714765,0.009654982,0.009480915,0.009290692,0.009142754,0.010357595,0.008519532,0.008798633,0.008241094,0.00884757,0.008342443,0.008803882,0.008898326,0.008738727,0.00887784,0.008952462,0.008946072,0.00858564,0.009104145,0.009117324,0.008607,0.008640401,0.008665244,0.00912001,0.009142089,0.009178947,0.008790001,0.008835645,0.008824514,0.008834959,0.008862115,0.008840274,0.008853882,0.00882857,0.008621452,0.00863105,0.008774515,0.008936907,0.003391514,0.004316019,0.006225591,0.006508091,0.003964569,0.006449316,0.005492703,0.005563744,0.005371626,0.004991038,0.004940451,0.005887449,0.006747473,0.006811282,0.006814741,0.00631235,0.006179431,0.005297862,0.005342652,0.006070098,0.005174064,0.006082778,0.006090198,0.006124723,0.006610948,0.008344077,0.004463782,0.004677111,0.002850758,0.004138581,0.004330637,0.006537173,0.007291222,0.00576685,0.005314786,0.002246246,0.00340753,0.003567005,0.006303132,0.00634591,0.006341604,0.006340584,0.006089254,0.006093039,0.006164832,0.005731841,0.005862624,0.005728874,0.005815048,0.005885669,0.005938585,0.006061139,0.006005534,0.006049354,0.006153044,0.006148829,0.006209842,0.006608526,0.006201867,0.006108716,-0.001809877,-0.001441772,-0.002063501,-0.002019589,-0.001906064,-0.002861643,-0.002526237,-0.001754845,-0.002817864,-0.002551483,-0.002402877,-0.002604159,-0.00171807,-0.002406976,-0.002373055,-0.002264021,-0.00163124,-0.002582698,-0.002436869,-0.00338147,-0.002263905,-0.002122077,-0.002103697,-0.001467313,-0.001430156,-0.002086256,-0.002166643,-0.002820175,-0.002764792,-0.002777035,-0.002805572,-0.002864116,-0.00289417,-0.002163614,-0.002268238,-0.002216232,-0.002124828,-0.002191356,-0.002084469,-0.001894255,-0.002055396,-0.003182676,-0.002940527,-0.002891959,-0.002817954,-0.002795344,-0.00274388,-0.002720169,-0.002759404,-0.002769952,-0.002780716,-0.002912137,-0.002860192,-0.002835289,-0.002833416,-0.002807876,-0.002928221,-0.003066253,-0.00302697,-0.003013643
0.009859447,0.009468355,0.010228162,0.010008951,0.008964569,0.008640384,0.00838931,0.009690652,0.009364389,0.009451257,0.009340549,0.009800779,0.009891238,0.009829204,0.009236562,0.009337029,0.009382007,0.009808978,0.010289543,0.010323944,0.009792217,0.009836169,0.009315219,0.009289641,0.009304313,0.009227459,0.010384841,0.009442579,0.008820237,0.008211599,0.008770478,0.009147686,0.008885126,0.008659468,0.008667752,0.009443177,0.008717677,0.008774373,0.008821819,0.008953116,0.008958767,0.008556314,0.009047033,0.009088393,0.009087729,0.009544252,0.009128436,0.009544038,0.009164084,0.009191367,0.00918849,0.009210145,0.009229594,0.009270246,0.008849808,0.008848981,0.008739594,0.008768684,0.00893086,0.009281665,0.002156619,0.00484522,0.004209973,0.005611526,0.004176852,0.005532017,0.004291772,0.004803536,0.00573201,0.004925316,0.005242582,0.006947669,0.006051051,0.006804088,0.006260371,0.006824612,0.006822953,0.004993146,0.005182684,0.005317263,0.004741175,0.004836169,0.005333739,0.005433657,0.005992908,0.008417659,0.004464725,0.004442579,0.003071645,0.004191009,0.004193158,0.006209339,0.007083853,0.00472744,0.00480305,0.003271277,0.002506823,0.002542811,0.006208789,0.006171603,0.006346231,0.006061094,0.005726197,0.005950127,0.006005091,0.006209096,0.005796097,0.006311917,0.006308357,0.006360982,0.006386632,0.006009311,0.00602939,0.006080099,0.006496927,0.006186555,0.006202975,0.006784517,0.006636466,0.006686903,-0.003302336,-0.002313093,-0.002085387,-0.001894141,-0.002726118,-0.00262228,-0.00352198,-0.002922653,-0.001808016,-0.002106424,-0.002418534,-0.002704156,-0.002279968,-0.002391271,-0.002272255,-0.002420293,-0.002218119,-0.00245371,-0.00349417,-0.00314761,-0.002015341,-0.002202208,-0.002166592,-0.002098379,-0.002092037,-0.002167815,-0.002095595,-0.003270354,-0.002754943,-0.002721675,-0.002660184,-0.002605021,-0.002586611,-0.002103879,-0.002882379,-0.002596891,-0.001831864,-0.001825176,-0.001882977,-0.002185765,-0.001865225,-0.003248119,-0.002933281,-0.002866448,-0.002691599,-0.00269763,-0.002787177,-0.002781503,-0.002766152,-0.002939959,-0.002908219,-0.002570189,-0.002927659,-0.00284914,-0.00284614,-0.002805896,-0.002703922,-0.002893503,-0.002879375,-0.002908158
0.009391514,0.008794615,0.009939242,0.01033714,0.008154285,0.008169521,0.007953,0.008470158,0.009002026,0.008917176,0.009025123,0.009334341,0.009376539,0.009360239,0.009357102,0.009290528,0.009298506,0.009222011,0.00983915,0.009769714,0.009190059,0.009290634,0.009334419,0.009356734,0.00933557,0.010344077,0.009463782,0.009481144,0.008148512,0.008737931,0.009190579,0.00880438,0.009059896,0.009397621,0.009449047,0.008532062,0.009431009,0.009433787,0.00947624,0.008870415,0.008926341,0.009011303,0.009542553,0.009529162,0.009545189,0.009086479,0.008912096,0.009166231,0.009516991,0.009451209,0.009380449,0.009356945,0.009321009,0.009360725,0.009310328,0.00932769,0.008874144,0.00890169,0.009280931,0.00915953,0.004435749,0.004668501,0.004350135,0.005227026,0.004123184,0.005296778,0.00496845,0.00508558,0.00514806,0.004253575,0.004941548,0.007018762,0.006905384,0.0061131,0.006842202,0.006863994,0.007087784,0.006126797,0.006146082,0.005468367,0.004812584,0.005276617,0.006158742,0.006149504,0.006228603,0.008398079,0.004506463,0.004536504,0.003359055,0.002938306,0.004237124,0.006812159,0.006553918,0.004860858,0.004867471,0.002441413,0.003011691,0.003065363,0.00551956,0.005604924,0.006145253,0.005670461,0.005470384,0.005811585,0.00587326,0.0060585,0.006255082,0.006082942,0.006124855,0.006154358,0.006827921,0.006428102,0.006445855,0.006480661,0.006835317,0.006510529,0.006561219,0.006372482,0.006759367,0.006697393,-0.003138026,-0.00143274,-0.00241519,-0.002959296,-0.002071939,-0.003145313,-0.002030182,-0.002773767,-0.002832422,-0.001954888,-0.001533652,-0.003025399,-0.00200256,-0.002331946,-0.002257768,-0.002355798,-0.00235542,-0.003091022,-0.003179709,-0.003015472,-0.001817683,-0.002024092,-0.001983753,-0.002161916,-0.002132304,-0.001897609,-0.001922537,-0.002716731,-0.003383967,-0.002628053,-0.002592233,-0.002086483,-0.002115999,-0.00232396,-0.002599961,-0.001963715,-0.002156731,-0.002115393,-0.002188068,-0.001797662,-0.002208567,-0.002937537,-0.002884182,-0.002701945,-0.003119629,-0.003082472,-0.003033001,-0.002991884,-0.002955939,-0.00296246,-0.002918623,-0.002504606,-0.002553486,-0.002892765,-0.00253671,-0.002524689,-0.002810082,-0.002691582,-0.002715682,-0.002706803
0.009435749,0.008748044,0.009706939,0.010141964,0.009217177,0.008188999,0.009253703,0.009451555,0.0092904,0.009284855,0.009113099,0.009129432,0.009217922,0.009246892,0.009814741,0.009763175,0.009338323,0.00935096,0.009293017,0.009233046,0.009320957,0.009313719,0.009195359,0.009149291,0.009065738,0.009543398,0.009417047,0.009595872,0.008068712,0.009264945,0.008799449,0.009296102,0.008758007,0.008408593,0.008472891,0.009149162,0.008565631,0.00861971,0.008667036,0.009506359,0.009520082,0.008934496,0.008969689,0.009003426,0.009037994,0.008890226,0.00936904,0.009549374,0.009188328,0.009221817,0.00925697,0.009277763,0.009280962,0.009313937,0.00936915,0.009385425,0.00931783,0.009266604,0.00929656,0.009368089,0.002775784,0.004694106,0.005762035,0.00669741,0.00488974,0.005925396,0.004845595,0.00587003,0.005061146,0.004921151,0.004701412,0.006829316,0.005926265,0.006937179,0.006566232,0.006468664,0.006425848,0.004964686,0.006232808,0.004907614,0.004614019,0.00614067,0.005319176,0.006545428,0.006234046,0.006917054,0.003937612,0.00463833,0.003376051,0.003009446,0.003009001,0.006838224,0.006243406,0.005723646,0.005670381,0.002953723,0.003120338,0.003153163,0.005113072,0.005226326,0.005659987,0.005343486,0.006070779,0.006011915,0.006054219,0.005916569,0.006085809,0.006000888,0.006061416,0.006123093,0.006170671,0.006828316,0.00680902,0.00682427,0.006257289,0.00682449,0.006805652,0.006577413,0.006406892,0.006446323,-0.002520649,-0.001677996,-0.002484442,-0.002350534,-0.001909147,-0.002572815,-0.002455338,-0.001974961,-0.002688116,-0.00234851,-0.002140381,-0.003099221,-0.00198585,-0.002329938,-0.003065523,-0.003013879,-0.002348634,-0.00341184,-0.002693752,-0.002258853,-0.001925583,-0.001792901,-0.00176297,-0.001973471,-0.001944714,-0.001782905,-0.001741628,-0.002613121,-0.002674245,-0.002260761,-0.002269985,-0.002566481,-0.002533227,-0.003018395,-0.001942797,-0.002866063,-0.002670992,-0.002767356,-0.001804543,-0.002045738,-0.001808015,-0.002859416,-0.002710746,-0.003105612,-0.002938409,-0.002986639,-0.002964446,-0.002945849,-0.002963211,-0.002600796,-0.002576045,-0.003122237,-0.002544912,-0.002536945,-0.002600597,-0.002618565,-0.002815636,-0.002833702,-0.002817284,-0.002793892
0.010089833,0.00950587,0.008563582,0.010113833,0.009370791,0.009282936,0.009130546,0.00921017,0.009117541,0.00897685,0.008995637,0.009121486,0.009190791,0.009303921,0.009750709,0.009901712,0.009642705,0.009371774,0.009447245,0.009292318,0.009338695,0.009182377,0.00919285,0.010312413,0.010324993,0.009398079,0.009268588,0.009681949,0.00869328,0.008889074,0.009237124,0.008271741,0.009329061,0.009074527,0.009514289,0.009280769,0.009120338,0.009153163,0.009182692,0.008721516,0.008750429,0.009546852,0.009536965,0.009565458,0.008860982,0.009538851,0.009249339,0.008926088,0.009550247,0.009543266,0.008979957,0.009521092,0.009481017,0.009507124,0.009300591,0.009267646,0.009352201,0.00933344,0.009331158,0.00920187,0.002787371,0.00530153,0.005374382,0.004747949,0.005023212,0.005977248,0.005367452,0.004880083,0.005800081,0.00507903,0.004811945,0.00691354,0.007078933,0.006270344,0.006888594,0.006417755,0.006428069,0.006249182,0.004946861,0.004939733,0.00414867,0.005232868,0.005983153,0.006093383,0.00639062,0.008218245,0.004072847,0.004060287,0.003905186,0.003396725,0.003051082,0.006688801,0.006829372,0.004808134,0.004795053,0.003149162,0.003327536,0.003374356,0.005822154,0.005901723,0.005210476,0.005998956,0.005941603,0.00571498,0.005759548,0.006114746,0.005933469,0.006166878,0.006180598,0.006257208,0.006183158,0.006192704,0.006180503,0.006236726,0.006445754,0.006302951,0.006343667,0.006631706,0.006618402,0.006669871,-0.002453545,-0.002335052,-0.00318125,-0.002840114,-0.003357306,-0.002702236,-0.002711113,-0.002136907,-0.002104267,-0.00248765,-0.002521374,-0.003234353,-0.00195913,-0.003070796,-0.003282994,-0.003361939,-0.002066078,-0.003350957,-0.002449293,-0.002431262,-0.001693393,-0.001912989,-0.001969125,-0.001789505,-0.001774057,-0.001915622,-0.001937993,-0.003439654,-0.002239252,-0.002683716,-0.002729847,-0.002210702,-0.002190985,-0.002772647,-0.002878765,-0.002194129,-0.001955147,-0.001992583,-0.00205576,-0.001991944,-0.002005424,-0.002892646,-0.003060602,-0.002932135,-0.002736536,-0.002703165,-0.002667282,-0.002659166,-0.002632873,-0.003248791,-0.002442019,-0.002470659,-0.003119038,-0.002619853,-0.003099409,-0.003132354,-0.002783209,-0.002786224,-0.002764221,-0.002740842
0.010383327,0.009078,0.00851608,0.010227026,0.008203126,0.009274326,0.009025092,0.009052738,0.009631652,0.009573347,0.009706166,0.008913764,0.008925009,0.009804088,0.00988085,0.009964399,0.010025014,0.009580962,0.009510517,0.00946116,0.009392355,0.009262434,0.010306877,0.009562375,0.009587357,0.009507657,0.00954679,0.010367086,0.00902289,0.009191009,0.009009001,0.00908068,0.008323717,0.009220344,0.009110666,0.008598219,0.009327536,0.009374356,0.00937348,0.009234829,0.009245325,0.008734874,0.008770021,0.008817535,0.009512515,0.00923104,0.00906487,0.009409414,0.008959429,0.008965674,0.009454861,0.008960672,0.008985047,0.009009913,0.009507226,0.009466395,0.009300492,0.009322434,0.009257648,0.009068332,0.002884187,0.005919908,0.006087402,0.006358965,0.004597482,0.006987266,0.005213367,0.005482395,0.005234549,0.005087943,0.005129606,0.006881161,0.00643196,0.007018711,0.006256163,0.007083001,0.007103151,0.005123053,0.005174069,0.005297287,0.004052623,0.005829883,0.006559184,0.00623735,0.006710649,0.007688296,0.00492795,0.004905676,0.003471565,0.003361454,0.003444277,0.007174962,0.006788617,0.005534005,0.005564743,0.003280769,0.003425893,0.003455688,0.005766337,0.00582111,0.005939407,0.005891704,0.005720047,0.005912425,0.005896109,0.005791019,0.006175508,0.006735853,0.006691388,0.006683223,0.00632375,0.006253819,0.006321871,0.006391612,0.006515094,0.00648862,0.006525701,0.006435119,0.006666506,0.006702156,-0.002118808,-0.0023803,-0.00233551,-0.002087924,-0.002437355,-0.002298884,-0.002538423,-0.00234168,-0.002125774,-0.001309683,-0.002144704,-0.003783489,-0.002274991,-0.003341824,-0.003256769,-0.003340492,-0.001890771,-0.003366216,-0.00306085,-0.003130286,-0.002361305,-0.001604183,-0.001544125,-0.001925118,-0.001930008,-0.001371574,-0.001328761,-0.003328016,-0.002587981,-0.0033085,-0.002109877,-0.002925361,-0.003059712,-0.002635126,-0.002952496,-0.002147208,-0.002235489,-0.002295306,-0.00197875,-0.002628397,-0.002028972,-0.002738906,-0.002917634,-0.002755397,-0.003154811,-0.003155748,-0.003138859,-0.003155962,-0.003183009,-0.003178183,-0.00314303,-0.002439328,-0.002464543,-0.003086063,-0.002393522,-0.002369844,-0.00249826,-0.002774537,-0.002749173,-0.002717011
0.009482109,0.009239329,0.008895943,0.008928866,0.008982674,0.008635007,0.009036402,0.009147644,0.009985889,0.009638014,0.009148916,0.009770988,0.009747473,0.009643584,0.010141256,0.010099842,0.009901535,0.010099194,0.010188752,0.009548561,0.0101711,0.010233277,0.009592598,0.009283786,0.009315495,0.009590013,0.009690323,0.010021611,0.009135411,0.008938306,0.009051082,0.009113068,0.009078915,0.008494831,0.009249944,0.009245772,0.008599255,0.008623826,0.008670683,0.009386663,0.009344049,0.009272085,0.009267084,0.00958858,0.009204804,0.009052553,0.008658082,0.009279054,0.009362022,0.009414784,0.009283218,0.00951502,0.009542864,0.009313432,0.00902471,0.00905298,0.009382157,0.009367226,0.009070229,0.009013216,0.003482109,0.005794615,0.004706939,0.005496119,0.003547776,0.006854686,0.005567037,0.005082114,0.005069084,0.004566235,0.005283549,0.006328227,0.006962576,0.006146238,0.007047097,0.006408763,0.006371144,0.005991472,0.006033025,0.006038087,0.004981174,0.006477414,0.00619285,0.00633108,0.006809945,0.006951111,0.005327713,0.005337112,0.003210074,0.003999679,0.003421524,0.007259708,0.00671317,0.0054489,0.005472404,0.003408068,0.003346166,0.003380077,0.005372737,0.005475171,0.005842536,0.005622225,0.005939605,0.006111039,0.005995895,0.005862769,0.005818382,0.005834928,0.00585738,0.005869644,0.006612708,0.006375339,0.006411523,0.006467497,0.006506541,0.006568168,0.006583019,0.005936811,0.006398996,0.006405432,-0.00241982,-0.001911637,-0.001772723,-0.002243743,-0.002765155,-0.00326669,-0.001986982,-0.002706848,-0.002410911,-0.001892485,-0.001733362,-0.003354786,-0.002052527,-0.003300016,-0.003402615,-0.003394896,-0.002206831,-0.003177989,-0.003382343,-0.003429902,-0.002231095,-0.002153867,-0.002126123,-0.001459582,-0.001425339,-0.002087395,-0.002047822,-0.003346674,-0.003385718,-0.003255872,-0.003227714,-0.002104436,-0.00212833,-0.001955148,-0.002156321,-0.002604523,-0.002169814,-0.002139746,-0.002591211,-0.002119906,-0.002654747,-0.003080371,-0.002789495,-0.003170838,-0.003362006,-0.003313521,-0.003271564,-0.003233769,-0.003211672,-0.002434326,-0.002420043,-0.00278498,-0.002414953,-0.002428331,-0.00237529,-0.00234702,-0.002719351,-0.00247184,-0.002441931,-0.00244874
0.008899443,0.009035771,0.008668878,0.008953893,0.009574496,0.008987266,0.00988835,0.009589763,0.008693771,0.008709886,0.009089809,0.009344454,0.009524634,0.009018711,0.00946143,0.010083001,0.010072971,0.009964686,0.009946861,0.010218965,0.009812584,0.009624534,0.009257864,0.009742786,0.009544643,0.009730918,0.010306541,0.009261123,0.008850758,0.009009446,0.008444277,0.0084343,0.009147523,0.00918207,0.008558148,0.008893858,0.009246945,0.009316032,0.009367361,0.008710425,0.008725145,0.009367597,0.009232318,0.009217163,0.009046822,0.008681744,0.009106166,0.009082058,0.009275902,0.00927935,0.009065062,0.009302623,0.009303444,0.00910114,0.009294569,0.009186521,0.009067737,0.009079668,0.008993455,0.009061308,0.003831191,0.004257357,0.004461618,0.00498528,0.004967278,0.005544844,0.004895686,0.005569351,0.004986992,0.004180331,0.004885807,0.005639875,0.00655418,0.006951288,0.006407715,0.006923457,0.006927942,0.005433416,0.005409169,0.005445747,0.003790857,0.006262434,0.006234331,0.006482094,0.00530807,0.007676893,0.004853901,0.004924468,0.003175731,0.003302094,0.004059724,0.007179739,0.007161847,0.00538058,0.005378744,0.003320943,0.002330982,0.003104251,0.005667751,0.005731411,0.005518255,0.005872976,0.005691732,0.006509524,0.006520308,0.005844789,0.005874411,0.005883109,0.00587923,0.005888635,0.005837865,0.006582443,0.006548082,0.00650916,0.005931494,0.006418662,0.006427337,0.006702541,0.005936954,0.005944592,-0.002193645,-0.001900746,-0.002190027,-0.001791049,-0.001930489,-0.002706075,-0.001931322,-0.002710827,-0.002529186,-0.002559098,-0.001749159,-0.003826123,-0.001366475,-0.003530688,-0.00301187,-0.002982436,-0.001926598,-0.00294904,-0.003387485,-0.003166954,-0.00192091,-0.00193205,-0.001959708,-0.002048968,-0.002039312,-0.002170554,-0.002293005,-0.003156939,-0.003339276,-0.003243299,-0.002161736,-0.003173675,-0.002395871,-0.002900729,-0.002107223,-0.002661327,-0.002560487,-0.002543159,-0.002119881,-0.002466525,-0.002114196,-0.002946745,-0.003157447,-0.003396574,-0.003315475,-0.003326227,-0.003347987,-0.002473912,-0.002937978,-0.002885216,-0.002845139,-0.003097377,-0.002757136,-0.002707726,-0.002670103,-0.002634822,-0.003099508,-0.002803379,-0.002793393,-0.002766246
