Unnamed: 0,Date,Optimized TP,Optimized SL,Percentage Change,ROI,Trend_2,Trend_4,Trend_6,ATR_1,Trend_2_pct,Trend_4_pct,Trend_6_pct,ATR_1_pct,tp_atr_difference,sl_atr_difference,percentage_change_atr_difference
12,2024-01-14 09:00:00,0.013,0.01,0.0004,1.2291,-17.350000000002183,-15.225000000000364,0.5833333333333334,96.5,-0.0004044043950716,-0.0003548735974043,1.3596689555722345e-05,0.0022492809293609,0.0107507190706391,0.0077507190706391,-0.0018492809293609
13,2024-01-15 01:00:00,0.003,0.008,0.0006,0.2298,-80.84999999999854,38.52499999999964,47.383333333333816,162.40000000000146,-0.0019158313784033,0.0009128930594061,0.0011228011974439,0.0038482500414682,-0.0008482500414682,0.0041517499585318005,-0.0032482500414682002
14,2024-01-15 17:00:00,0.003,0.003,0.0012,-0.36978,104.0,87.04999999999927,52.26666666666642,215.3000000000029,0.0024359965333895,0.0020389759445342,0.0012242444116521,0.0050429812849882,-0.0020429812849882,-0.0020429812849882,-0.0038429812849882002
15,2024-01-15 23:00:00,0.013,0.009,0.0014,1.2291,-97.5,22.975000000000364,-36.84999999999976,110.80000000000292,-0.0022898074213245,0.0005395725692813,-0.000865429779239,0.0026021606387976,0.0103978393612024,0.006397839361202399,-0.0012021606387976
16,2024-01-16 17:00:00,0.008,0.012,0.0009,0.72945,-89.40000000000146,-12.450000000000728,-8.416666666666666,209.2000000000044,-0.0020755413471517,-0.0002890435097543,-0.0001954042468888,0.0048568596177197,0.0031431403822803003,0.0071431403822803,-0.0039568596177197
17,2024-01-17 21:00:00,0.013,0.006,0.0008,1.2291,-36.10000000000218,3.0499999999992724,2.383333333332606,116.09999999999854,-0.0008458948325433,7.1467568954471e-05,5.584624240704192e-05,0.0027204540182347,0.010279545981765299,0.0032795459817653,-0.0019204540182347
18,2024-01-18 18:00:00,0.013,0.005,0.0001,1.2291,-178.54999999999927,-45.89999999999964,-102.71666666666717,587.5,-0.0043005443422129,-0.0011055445830723,-0.0024740273295117,0.0141504889445541,-0.0011504889445541015,-0.0091504889445541,-0.014050488944554101
19,2024-01-19 05:00:00,0.012,0.004,0.0008,1.12917,21.299999999999272,27.350000000000364,24.78333333333406,144.39999999999418,0.0005174122585409,0.0006643767732908,0.0006020281912757,0.0035077150297328,0.0084922849702672,0.0004922849702671999,-0.0027077150297328003
20,2024-01-20 01:00:00,0.013,0.009,0.0006,1.2291,27.0,-5.0,-10.016666666666424,131.09999999999854,0.000649217932842,-0.0001202255431188,-0.0002408518380481,0.0031523137405772,0.009847686259422799,0.005847686259422799,-0.0025523137405772003
21,2024-01-20 09:00:00,0.008,0.011,0.0014,0.72945,0.5500000000029104,-23.07499999999891,-30.633333333332605,111.29999999999563,1.3236649635580844e-05,-0.0005553376187989,-0.0007372412736384,0.0026786165535132,0.0053213834464868,0.008321383446486799,-0.0012786165535132001
22,2024-01-21 16:00:00,0.013,0.011,0.0005,1.2291,-0.4000000000014552,-47.85000000000037,-27.816666666666908,86.80000000000291,-9.609240245454956e-06,-0.0011495053643583,-0.0006682425820669,0.0020852051332562,0.0109147948667438,0.008914794866743798,-0.0015852051332562
23,2024-01-22 01:00:00,0.013,0.011,0.0001,1.2291,-25.799999999999272,-34.82500000000073,-6.666666666666667,287.3000000000029,-0.000621724200253,-0.0008392071811555,-0.0001606522481273,0.0069233086330502,0.006076691366949799,0.004076691366949799,-0.0068233086330502
24,2024-01-22 18:00:00,0.013,0.008,0.0012,1.2291,-67.5,-7.700000000000728,19.53333333333285,125.20000000000437,-0.0016603695613672,-0.0001894051203337,0.0004804822533141,0.0030796780604916,0.0099203219395084,0.0049203219395084,-0.0018796780604916003
25,2024-01-23 17:00:00,0.009,0.009,0.0013,0.82938,86.25,84.42500000000109,3.466666666667152,216.3000000000029,0.0021940535425379,0.0021476286414929,8.818611340057062e-05,0.005502304710156,0.003497695289843999,0.003497695289843999,-0.004202304710156
26,2024-01-24 17:00:00,0.004,0.003,0.001,-0.36978,46.25,26.125,-0.983333333333576,130.40000000000146,0.0011538413561689,0.0006517644417278,-2.453212252756311e-05,0.0032532089263662,0.0007467910736338001,-0.0002532089263661999,-0.0022532089263662
27,2024-01-26 17:00:00,0.013,0.009,0.0006,1.2291,39.79999999999927,64.5,93.51666666666642,161.1999999999971,0.0009503433652661,0.0015401293231071,0.0022329885353887,0.0038491294090678,0.0091508705909322,0.005150870590932199,-0.0032491294090678004
28,2024-01-27 01:00:00,0.013,0.011,0.0002,1.2291,24.25,-11.075000000000728,-7.650000000000243,84.0,0.0005802323800773,-0.000264992726159,-0.0001830423796945,0.0020098771103709,0.0109901228896291,0.0089901228896291,-0.0018098771103709
29,2024-01-27 17:00:00,0.013,0.006,0.0014,1.2291,-1.2999999999992724,-6.575000000000728,-8.583333333333334,59.5,-3.108226039759644e-05,-0.0001572045093187,-0.0002052226167278,0.0014226111489677,0.0115773888510323,0.0045773888510323,-2.261114896770001e-05
30,2024-01-28 17:00:00,0.006,0.008,0.0001,0.52959,-44.64999999999782,-26.89999999999964,0.9500000000007276,143.60000000000582,-0.0010578989392578,-0.0006373456095416,2.2508488069333902e-05,0.0034023356702673,0.0025976643297327003,0.004597664329732701,-0.0033023356702673
31,2024-01-30 09:00:00,0.012,0.011,0.0013,1.12917,5.400000000001455,16.0,8.783333333334062,48.19999999999709,0.0001244044711888,0.0003686058405595,0.0002023492478905,0.0011104250946855,0.0108895749053145,0.009889574905314499,0.00018957490531449988
32,2024-01-30 12:00:00,0.012,0.008,0.0013,1.12917,65.09999999999854,50.5,31.96666666666715,193.59999999999852,0.0014923320266831,0.0011576461958141,0.0007327938625648,0.0044380258120715,0.0075619741879285,0.0035619741879285,-0.0031380258120715003
33,2024-01-30 17:00:00,0.007,0.012,0.001,0.62952,50.900000000001455,38.70000000000073,-8.116666666666182,153.0,0.0011712484956705,0.0008905170291247,-0.000186770798098,0.0035206487197954,0.0034793512802046003,0.0084793512802046,-0.0025206487197954
34,2024-02-03 01:00:00,0.004,0.003,0.0011,-0.36978,-17.700000000000728,16.25,18.550000000000484,52.10000000000582,-0.0004092012484106,0.0003756791122413,0.0004288521558201,0.0012044850306324,0.0027955149693676,0.0017955149693676,-0.00010448503063239991
35,2024-02-04 05:00:00,0.006,0.004,0.0012,0.52959,9.099999999998545,-7.325000000000728,-15.5,61.5,0.0002119680417413,-0.0001706226270061,-0.0003610444667023,0.0014325312711094,0.0045674687288906005,0.0025674687288906,-0.00023253127110940013
36,2024-02-09 01:00:00,0.013,0.008,0.0002,1.2291,40.95000000000073,-0.1999999999989086,3.8499999999997576,72.69999999999709,0.0009036363917214,-4.413364550507837e-06,8.495726759773413e-05,0.0016042580141182,0.011395741985881799,0.0063957419858818,-0.0014042580141182
37,2024-02-10 23:00:00,0.006,0.012,0.0004,0.52959,56.75,3.6999999999989086,-17.75,136.40000000000146,0.0011872335262195,7.740553386803631e-05,-0.000371337358421,0.0028535445458387,0.0031464554541613,0.0091464554541613,-0.0024535445458387
38,2024-02-11 22:00:00,0.012,0.004,0.0008,1.12917,43.25,14.450000000000728,1.550000000000485,82.0,0.0008981526091073,0.0003000764208462,3.2188128187673086e-05,0.0017028558137989,0.0102971441862011,0.0022971441862010998,-0.0009028558137989001
39,2024-02-14 01:00:00,0.013,0.01,0.0005,1.2291,-23.75,-42.04999999999927,-32.88333333333261,129.39999999999418,-0.0004806544185801,-0.0008510112968966,-0.000665495556392,0.0026188076532325,0.0103811923467675,0.0073811923467675,-0.0021188076532325
40,2024-02-14 11:00:00,0.005,0.006,0.0001,0.42966,-89.55000000000291,-66.32500000000073,-33.883333333333816,315.40000000000146,-0.0017472932077025,-0.0012941286655597,-0.000661129181325,0.0061540622859785,-0.0011540622859784995,-0.0001540622859784995,-0.006054062285978499
41,2024-02-17 01:00:00,0.01,0.003,0.0009,-0.36978,-67.0,-36.79999999999927,-32.56666666666691,67.30000000000291,-0.0012886250947235,-0.0007077821415794,-0.0006263615510173,0.0012943950578343,0.0087056049421657,0.0017056049421657002,-0.0003943950578342999
42,2024-02-18 02:00:00,0.003,0.008,0.0001,0.2298,-65.15000000000146,-63.875,-16.333333333333332,214.09999999999852,-0.001265181203466,-0.0012404213257312,-0.0003171853618308,0.0041577175082435,-0.0011577175082435002,0.0038422824917565,-0.0040577175082435
43,2024-02-19 00:00:00,0.013,0.009,0.0011,1.2291,76.35000000000218,-9.375,18.75,184.0,0.0014605340179128,-0.0001793386564234,0.0003586773128469,0.0035198200300715,0.0094801799699285,0.0054801799699284994,-0.0024198200300714996
44,2024-02-19 09:00:00,0.012,0.009,0.0009,1.12917,-20.549999999999272,-33.42500000000109,-34.43333333333309,98.69999999999708,-0.0003935944655446,-0.0006401895382399,-0.0006595021620562,0.0018904026155357,0.0101095973844643,0.007109597384464299,-0.0009904026155357
45,2024-02-19 13:00:00,0.013,0.006,0.0004,1.2291,-9.149999999997815,14.525000000001455,2.233333333333576,135.89999999999418,-0.0001746273185831,0.0002772089401553,4.262306136639818e-05,0.0025936450923996,0.010406354907600399,0.0034063549076004,-0.0021936450923996
46,2024-02-19 19:00:00,0.013,0.011,0.0012,1.2291,-139.65000000000146,-74.125,-55.41666666666666,162.79999999999563,-0.0026939696747559,-0.0014299355685018,-0.0010690355852206,0.0031405532620856,0.009859446737914399,0.007859446737914399,-0.0019405532620856002
47,2024-02-21 01:00:00,0.013,0.007,0.0006,1.2291,26.5,-21.674999999999272,5.599999999999757,188.6999999999971,0.0005067561107137,-0.0004144882528196,0.0001070880837734,0.0036084859657241,0.0093915140342759,0.0033915140342759002,-0.0030084859657241
48,2024-02-22 09:00:00,0.013,0.01,0.0006,1.2291,-13.099999999998545,1.9250000000010916,-15.166666666666666,113.09999999999854,-0.0002528040016364,3.7148679629807934e-05,-0.0002926865667801,0.0021826055408461,0.0108173944591539,0.0078173944591539,-0.0015826055408461
49,2024-02-24 06:00:00,0.003,0.008,0.0011,0.2298,-5.650000000001455,13.899999999999636,4.400000000000243,102.80000000000292,-0.0001106931546569,0.0002723247521648,8.620351867090324e-05,0.0020140276634928,0.0009859723365072,0.0059859723365072,-0.0009140276634928
50,2024-02-25 09:00:00,0.013,0.012,0.0013,1.2291,-41.60000000000218,-41.75,-26.916666666666668,113.09999999999854,-0.0008059735036211,-0.0008088796580812,-0.0005214932725753,0.0021912404629697,0.0108087595370303,0.0098087595370303,-0.0008912404629697001
51,2024-02-26 18:00:00,0.005,0.003,0.0009,0.42966,64.54999999999927,34.64999999999964,39.28333333333285,212.0,0.0012048372676418,0.0006467484325916,0.0007332304259829,0.0039570178271119,0.0010429821728881001,-0.0009570178271118999,-0.0030570178271119002
52,2024-02-28 14:00:00,0.013,0.008,0.0012,1.2291,93.15000000000146,156.97500000000036,176.58333333333334,353.5,0.0015397763150499,0.0025948082346212,0.0029189354192081,0.0058433808628036,0.0071566191371963996,0.0021566191371964003,-0.0046433808628036
53,2024-02-29 17:00:00,0.003,0.01,0.0004,0.2298,39.10000000000218,-172.1999999999989,-170.21666666666593,498.3000000000029,0.0006305556630672,-0.0027770251964237,-0.0027450404888768,0.0080359561868638,-0.005035956186863801,0.0019640438131361994,-0.007635956186863801
54,2024-02-29 23:00:00,0.013,0.008,0.0006,1.2291,284.25,-18.200000000000728,22.383333333332605,218.5,0.0046367889441334,-0.0002968849913218,0.0003651250396934,0.0035642511320779,0.0094357488679221,0.0044357488679221,-0.0029642511320779
55,2024-03-02 17:00:00,0.01,0.007,0.001,0.92931,83.5,-0.75,-0.8000000000004851,109.20000000000437,0.0013486209341501,-1.211336168398339e-05,-1.2920919129590116e-05,0.001763705461188,0.008236294538812,0.005236294538812,-0.0007637054611880001
56,2024-03-03 20:00:00,0.003,0.008,0.0013,0.2298,-39.0,-41.29999999999927,-33.333333333333336,191.40000000000143,-0.000622247750335,-0.0006589444125342,-0.000531835684047,0.0030538004977982,-5.380049779819991e-05,0.0049461995022018,-0.0017538004977982
57,2024-03-04 09:00:00,0.012,0.011,0.0003,1.12917,-233.75000000000364,65.44999999999891,157.73333333333358,695.0,-0.0035883092500856,0.0010047265900239,0.0024213731723928,0.0106689836526608,0.0013310163473392,0.000331016347339199,-0.0103689836526608
58,2024-03-04 22:00:00,0.013,0.005,0.0012,1.2291,254.9499999999971,102.82499999999708,12.983333333332364,433.6999999999971,0.0037695872157838,0.0015203287133279,0.000191966296731,0.0064125121611511,0.0065874878388489,-0.0014125121611510997,-0.0052125121611511
59,2024-03-05 21:00:00,0.012,0.013,0.0002,1.12917,479.1500000000015,-8.100000000000364,110.45000000000071,1437.5,0.0075964639146164,-0.0001284177349648,0.0017510788675141,0.0227901844459171,-0.0107901844459171,-0.0097901844459171,-0.0225901844459171
60,2024-03-08 16:00:00,0.013,0.003,0.0009,1.2291,-916.0500000000028,-600.2000000000007,-322.94999999999953,1794.5,-0.0137790834100467,-0.0090281162193221,-0.0048577643002833,0.0269925933948244,-0.013992593394824402,-0.023992593394824402,-0.0260925933948244
61,2024-03-08 21:00:00,0.009,0.003,0.0004,-0.36978,-33.849999999998545,-18.724999999998545,62.36666666666861,288.1999999999971,-0.0004902805679433,-0.0002712113333748,0.0009033135820994,0.0041742646877774,0.0048257353122226,-0.0011742646877773997,-0.0037742646877773995
62,2024-03-10 02:00:00,0.01,0.013,0.0011,0.92931,156.84999999999854,11.549999999999272,134.21666666666715,228.1999999999971,0.0022701188103621,0.0001671652678334,0.0019425424269309,0.0033027804432556,0.0066972195567444,0.009697219556744399,-0.0022027804432556003
63,2024-03-11 09:00:00,0.012,0.003,0.0011,-0.36978,127.5,35.04999999999927,119.21666666666717,340.0,0.0017803358760718,0.0004894178231868,0.0016646722250381,0.0047475623361916,0.0072524376638084,-0.0017475623361916,-0.0036475623361915998
64,2024-03-12 18:00:00,0.009,0.012,0.0007,0.82938,271.04999999999563,216.3249999999971,32.166666666666664,652.7000000000116,0.0038305864662503,0.0030571909880524,0.0004545921342841,0.0092242161465474,-0.00022421614654740026,0.0027757838534526007,-0.0085242161465474
65,2024-03-13 01:00:00,0.013,0.013,0.0005,1.2291,-58.5,-12.700000000000728,-1.866666666668607,146.0,-0.0008187211435784,-0.0001777394619392,-2.612443535068006e-05,0.0020433040506403,0.0109566959493597,0.0109566959493597,-0.0015433040506402998
66,2024-03-13 04:00:00,0.013,0.008,0.0001,1.2291,29.25,18.875,33.71666666666715,210.0,0.0004053447301027,0.0002615686078868,0.0004672435264945,0.0029101672930455,0.010089832706954498,0.0050898327069545,-0.0028101672930455003
67,2024-03-13 20:00:00,0.007,0.013,0.0007,0.62952,286.59999999999854,68.84999999999854,55.64999999999903,365.1000000000058,0.0039012305346836,0.0009371937275399,0.0007575138843515,0.004969781117282,0.0020302188827180006,0.008030218882718,-0.0042697811172819995
68,2024-03-15 05:00:00,0.013,0.011,0.0005,1.2291,516.9000000000015,-114.84999999999854,-40.30000000000049,876.0,0.0075934527954307,-0.0016871891150226,-0.0005920219532905,0.0128687650392673,0.00013123496073269916,-0.0018687650392673009,-0.0123687650392673
69,2024-03-15 21:00:00,0.013,0.005,0.0006,1.2291,252.4499999999971,68.09999999999854,-237.2833333333353,439.8000000000029,0.0037013741048964,0.0009984693069655,-0.0034790033096594,0.0064482643348523,0.0065517356651476994,-0.0014482643348522999,-0.0058482643348523
70,2024-03-16 20:00:00,0.013,0.013,0.0002,1.2291,-185.14999999999415,-123.5,15.183333333334303,440.09999999999127,-0.0027603182081113,-0.0018412060421375,0.0002263614985677,0.0065612532724268,0.006438746727573199,0.006438746727573199,-0.006361253272426801
71,2024-03-17 03:00:00,0.013,0.008,0.0003,1.2291,11.099999999998545,51.70000000000073,46.5666666666657,173.6999999999971,0.0001672140037961,0.000778825585249,0.0007014953852951,0.0026166731945406,0.010383326805459399,0.0053833268054594,-0.0023166731945406
72,2024-03-17 10:00:00,0.007,0.003,0.0004,-0.36978,157.89999999999418,-2.150000000001455,56.43333333333188,418.6000000000058,0.0023673198910342,-3.2233931385226296e-05,0.0008460782300023,0.0062758714780682,0.0007241285219318,-0.0032758714780682,-0.0058758714780682
73,2024-03-17 19:00:00,0.011,0.01,0.0007,1.02924,-20.049999999995634,-38.89999999999782,-1.8166666666656963,155.89999999999418,-0.0002936511307398,-0.0005697271314604,-2.6606794057053213e-05,0.0022833023083467,0.0087166976916533,0.0077166976916533,-0.0015833023083466997
74,2024-03-21 09:00:00,0.013,0.008,0.0001,1.2291,-104.69999999999708,-75.45000000000073,4.5,350.1000000000058,-0.0015588754656525,-0.0011233730074832,6.70003781799124e-05,0.0052126294223972,0.007787370577602799,0.0027873705776027997,-0.0051126294223972
75,2024-03-21 19:00:00,0.011,0.007,0.0013,1.02924,143.65000000000146,-7.774999999999636,-132.46666666666715,268.59999999999854,0.002201178354441,-0.0001191379165038,-0.0020298138486016,0.004115812781085,0.006884187218915,0.0028841872189150006,-0.0028158127810849996
76,2024-03-22 02:00:00,0.013,0.007,0.0013,1.2291,-199.59999999999852,-155.39999999999782,-65.88333333333382,229.6999999999971,-0.0030569049909027,-0.0023799751281878,-0.0010090134793786,0.0035178911643805,0.0094821088356195,0.0034821088356195,-0.0022178911643805
77,2024-03-22 17:00:00,0.004,0.003,0.0012,-0.36978,124.84999999999854,-60.70000000000073,-83.55000000000048,534.5,0.0019677314113606,-0.0009566783874216,-0.0013168118495729,0.0084241284691412,-0.004424128469141199,-0.005424128469141199,-0.0072241284691412
78,2024-03-24 09:00:00,0.01,0.01,0.0005,0.92931,-0.9500000000007276,15.475000000000364,92.0666666666669,339.0,-1.4617880899672524e-05,0.0002381175862339,0.0014166521770127,0.0052162753947212,0.0047837246052788,0.0047837246052788,-0.004716275394721201
79,2024-03-24 17:00:00,0.011,0.01,0.0011,1.02924,-384.9500000000007,-185.50000000000185,-114.79999999999929,744.3000000000029,-0.0059299619046738,-0.0028575345715469,-0.0017684364895611,0.0114655686339752,-0.0004655686339752,-0.0014655686339751992,-0.010365568633975199
80,2024-03-24 19:00:00,0.003,0.003,0.0004,0.2298,28.94999999999709,70.95000000000073,74.71666666666715,371.6000000000058,0.0004392619791824,0.0010765332443176,0.0011336853498417,0.0056383333839105,-0.0026383333839105003,-0.0026383333839105003,-0.0052383333839105
81,2024-03-25 08:00:00,0.013,0.006,0.0006,1.2291,26.44999999999709,-14.92500000000291,6.366666666666181,381.40000000000873,0.0003941061389666,-0.0002223831426873,9.486360748915176e-05,0.0056828764235129,0.007317123576487099,0.00031712357648710013,-0.0050828764235129
82,2024-03-25 10:00:00,0.013,0.011,0.0007,1.2291,183.9499999999971,128.54999999999927,38.833333333333336,335.6000000000058,0.0027313357486487,0.0019087426501158,0.0005766070756864,0.0049830729940013,0.008016927005998698,0.006016927005998699,-0.0042830729940013
83,2024-03-25 18:00:00,0.013,0.013,0.0001,1.2291,53.200000000004366,-2.0749999999970896,76.90000000000146,175.39999999999418,0.0007536307436012,-2.939443219869063e-05,0.0010893647402807,0.0024847148952565,0.0105152851047435,0.0105152851047435,-0.0023847148952565
84,2024-03-27 01:00:00,0.013,0.013,0.0013,1.2291,105.39999999999418,189.1999999999971,107.3166666666657,337.9000000000088,0.0014901865419471,0.0026749838115408,0.0015172851270711,0.004777362737419,0.008222637262581,0.008222637262581,-0.0034773627374190003
85,2024-03-27 05:00:00,0.012,0.01,0.0008,1.12917,3.2999999999956344,18.450000000000728,-2.466666666667152,218.3000000000029,4.687053930940713e-05,0.0002620489243211,-3.503454453435755e-05,0.00310055719129,0.00889944280871,0.00689944280871,-0.0023005571912900003
86,2024-03-27 11:00:00,0.006,0.003,0.0013,-0.36978,74.05000000000291,36.32500000000073,53.03333333333285,244.09999999999127,0.0010541225372964,0.0005170965721444,0.0007549443875033,0.0034748320236873,0.0025251679763127,-0.00047483202368730007,-0.0021748320236873
87,2024-03-28 00:00:00,0.013,0.01,0.0012,1.2291,183.0500000000029,53.275000000001455,25.683333333334303,190.3000000000029,0.0026301950123284,0.0007654937955847,0.0003690367398705,0.0027343682646604,0.010265631735339599,0.0072656317353396,-0.0015343682646604
88,2024-03-28 13:00:00,0.012,0.01,0.0008,1.12917,93.80000000000292,59.80000000000291,29.800000000000484,256.5,0.0013247539742619,0.0008445659665337,0.000420870665597,0.0036225948230083,0.0083774051769917,0.0063774051769917,-0.0028225948230083003
89,2024-03-28 21:00:00,0.007,0.011,0.0013,0.62952,24.89999999999418,34.974999999998545,-8.60000000000097,188.8000000000029,0.0003513976169878,0.000493579584504,-0.0001213662452247,0.0026644124533057,0.0043355875466943,0.0083355875466943,-0.0013644124533057
90,2024-03-30 01:00:00,0.013,0.009,0.0002,1.2291,48.84999999999855,35.45000000000073,14.483333333332364,201.60000000000585,0.000697637885236,0.0005062694581702,0.0002068397551245,0.002879095141527,0.010120904858473,0.006120904858472999,-0.002679095141527
91,2024-03-31 21:00:00,0.013,0.011,0.0004,1.2291,99.55000000000292,-27.174999999999272,-33.133333333333816,186.09999999999127,0.0014011792144107,-0.0003824916640041,-0.0004663559816253,0.0026193817358293,0.0103806182641707,0.008380618264170699,-0.0022193817358292997
92,2024-04-03 17:00:00,0.013,0.005,0.0002,1.2291,-35.549999999995634,41.75,68.53333333333528,296.8999999999942,-0.0005362549043564,0.0006297789664384,0.0010337928582814,0.0044785958116303,0.0085214041883697,0.0005214041883697005,-0.0042785958116303
93,2024-04-05 20:00:00,0.013,0.007,0.0004,1.2291,-37.150000000001455,-48.60000000000218,-16.733333333334787,213.89999999999415,-0.0005503565095397,-0.0007199818671233,-0.0002478949912866,0.0031688090818452,0.009831190918154799,0.0038311909181548,-0.0027688090818452
94,2024-04-06 09:00:00,0.008,0.007,0.001,0.72945,85.34999999999854,23.424999999999272,17.949999999999516,156.3000000000029,0.0012535543074681,0.0003440481505851,0.0002636356159232,0.00229561263336,0.00570438736664,0.0047043873666400005,-0.00129561263336
95,2024-04-07 02:00:00,0.008,0.013,0.0007,0.72945,32.0,69.82499999999709,65.98333333333237,323.0,0.0004605383405364,0.0010049090508736,0.0009496204636373,0.0046485588747896,0.0033514411252104003,0.008351441125210399,-0.0039485588747896
96,2024-04-07 09:00:00,0.003,0.004,0.0001,0.2298,-15.599999999998545,14.524999999997815,22.46666666666715,88.80000000000291,-0.0002244000535107,0.0002089365882848,0.000323174436039,0.0012773541507537,0.0017226458492463,0.0027226458492463,-0.0011773541507537
97,2024-04-08 10:00:00,0.013,0.013,0.0003,1.2291,-152.90000000000146,-0.125,130.58333333333334,421.5,-0.0021220137063488,-1.734805188316573e-06,0.0018122931533947,0.0058497630950034,0.007150236904996599,0.007150236904996599,-0.0055497630950034
98,2024-04-10 21:00:00,0.013,0.011,0.0007,1.2291,-23.049999999995634,-5.599999999998545,20.58333333333333,364.1999999999971,-0.0003297728358746,-8.011834624285795e-05,0.0002944826119343,0.0052105538752957,0.007789446124704299,0.005789446124704299,-0.0045105538752957
99,2024-04-11 22:00:00,0.013,0.008,0.0012,1.2291,22.099999999998545,-69.04999999999927,-54.41666666666666,175.8000000000029,0.0003146198580651,-0.0009830091040452,-0.000774686151269,0.0025027226718486,0.0104972773281514,0.0054972773281514,-0.0013027226718486
100,2024-04-12 10:00:00,0.013,0.013,0.0006,1.2291,55.75,-4.900000000001455,-6.866666666666181,130.89999999999418,0.0007876607816985,-6.92293781224068e-05,-9.701531900143236e-05,0.0018494133869836,0.011150586613016399,0.011150586613016399,-0.0012494133869836001
101,2024-04-12 22:00:00,0.005,0.01,0.001,0.42966,159.60000000000582,64.5,-27.316666666665697,337.8000000000029,0.0023770126788903,0.0009606348232357,-0.0004068425000732,0.0050310456323881,-3.104563238809973e-05,0.0049689543676119,-0.0040310456323881
102,2024-04-13 01:00:00,0.011,0.004,0.0002,1.02924,-144.1999999999971,-110.44999999999708,-100.46666666666472,550.6999999999971,-0.002167244548448,-0.0016600011121781,-0.0015099572512765,0.0082767099364104,0.0027232900635895986,-0.004276709936410401,-0.0080767099364104
103,2024-04-13 21:00:00,0.013,0.013,0.0007,1.2291,-209.0,-120.22500000000036,-788.6333333333338,838.1999999999971,-0.003366504408671,-0.0019365454188157,-0.0127030506865628,0.0135014545231966,-0.0005014545231966008,-0.0005014545231966008,-0.012801454523196601
