TP_ATR_1_residual,TP_ATR_2_residual,TP_ATR_3_residual,TP_ATR_4_residual,TP_ATR_5_residual,TP_ATR_6_residual,TP_ATR_7_residual,TP_ATR_8_residual,TP_ATR_9_residual,TP_ATR_10_residual,TP_ATR_11_residual,TP_ATR_12_residual,SL_ATR_1_residual,SL_ATR_2_residual,SL_ATR_3_residual,SL_ATR_4_residual,SL_ATR_5_residual,SL_ATR_6_residual,SL_ATR_7_residual,SL_ATR_8_residual,SL_ATR_9_residual,SL_ATR_10_residual,SL_ATR_11_residual,SL_ATR_12_residual,PC_ATR_1_residual,PC_ATR_2_residual,PC_ATR_3_residual,PC_ATR_4_residual,PC_ATR_5_residual,PC_ATR_6_residual,PC_ATR_7_residual,PC_ATR_8_residual,PC_ATR_9_residual,PC_ATR_10_residual,PC_ATR_11_residual,PC_ATR_12_residual
0.008840465,0.007441298,0.005987945,0.006397132,0.006784561,0.006892506,0.007179986,0.005512162,0.005525954,0.002091255,0.0056054,0.002990704,0.00216305,0.002967402,0.001698541,0.003461243,0.002376484,0.001809368,0.001468145,0.004472205,0.000981938,0.002296321,0.000920797,0.001682966,-0.003261884,-0.004533472,-0.005134078,-0.005969906,-0.00621537,-0.004973636,-0.004354262,-0.003285901,-0.006340571,-0.006180071,-0.005660276,-0.004813835
0.008786471,0.006611102,0.004417082,0.005723095,0.005619321,0.006973631,0.006479468,0.007475776,0.004573886,0.003763185,0.005384505,0.002888206,0.003164534,0.001050416,0.00145918,0.002462235,0.003784561,0.001986261,0.00323018,0.004425863,0.001004682,0.001304185,0.000513704,0.002581643,-0.003290947,-0.00464277,-0.005559609,-0.006528469,-0.004011946,-0.005607847,-0.004698571,-0.004019744,-0.00599535,-0.00604732,-0.004741602,-0.005061345
0.006453389,0.005813098,0.006668288,0.006303502,0.007350627,0.006252217,0.00629063,0.007472205,0.005443192,0.003168193,0.004909988,0.004317739,0.003676731,0.002277166,0.003154387,0.001723095,0.003619321,0.001752804,0.004137845,0.003529613,0.002261612,0.001066668,0.000219294,0.002259109,-0.003861725,-0.005191501,-0.006578626,-0.004035149,-0.005745917,-0.004643545,-0.004616642,-0.004993364,-0.007594641,-0.005652048,-0.005837012,-0.006236554
0.006767732,0.005967402,0.006602255,0.005399463,0.00740927,0.007448312,0.007398826,0.007799822,0.004496645,0.003125597,0.00461058,0.00467636,0.003312659,0.003316912,0.000986119,0.003303502,0.00440927,-0.000191687,0.002469403,0.002594849,0.001207423,0.002026429,0.000993551,0.00267636,-0.003713529,-0.005982738,-0.006399996,-0.005903796,-0.005237554,-0.004706477,-0.003595359,-0.004480692,-0.005811281,-0.005864512,-0.004676912,-0.004733389
0.007875048,0.00684558,0.007214319,0.0072765,0.005546011,0.007392276,0.005469403,0.006694023,0.004643782,0.001833558,0.004835594,0.002811814,0.002455677,0.002564673,0.00095887,0.003399463,0.002546011,0.00034662,0.001901341,0.004035938,0.001477511,0.002731118,-0.001021486,0.002743888,-0.002646611,-0.004281692,-0.006592426,-0.005438207,-0.004112804,-0.004600568,-0.00466982,-0.003587838,-0.006641147,-0.006747484,-0.005819213,-0.004761404
0.00816305,0.006316912,0.006154387,0.007283738,0.00493609,0.005334216,0.00510103,0.006390429,0.004067729,0.003156575,0.005219294,0.004470687,0.003722949,0.003440763,0.000552132,0.004283738,0.002260286,0.001746858,0.0016277,0.002586922,0.001067729,0.000853212,0.000992078,0.002811814,-0.004332268,-0.006053661,-0.004319097,-0.003893557,-0.00443307,-0.005007494,-0.003920014,-0.004424224,-0.005402649,-0.00554307,-0.005089079,-0.005787047
0.006676731,0.004762248,0.005039499,0.005613446,0.007260286,0.006986261,0.0066277,0.007425863,0.004232585,0.003897612,0.004780552,0.004402014,0.002200473,0.000422643,-1.46e-05,0.002613446,0.002385024,-0.000198565,0.003938085,0.002015934,0.002232585,0.002091255,0.00092663,0.002470687,-0.004724952,-0.005058702,-0.00609371,-0.003909701,-0.005516799,-0.004126369,-0.004570804,-0.003627795,-0.005768414,-0.005395815,-0.00675927,-0.005017034
0.008722949,0.005919951,0.003869901,0.004892317,0.005702378,0.005993627,0.005166617,0.005594849,0.003822581,0.00349143,0.005681888,0.003879909,0.0028473,0.000919951,0.00299859,0.002566584,0.003922246,0.00137749,0.001837873,0.002820529,0.002272021,0.002633762,0.001019067,0.002402014,-0.00423695,-0.007138807,-0.006279921,-0.006038757,-0.005523516,-0.00474284,-0.005320532,-0.004800178,-0.006895318,-0.006833332,-0.005569434,-0.006039443
0.007200473,0.005598476,0.00560793,0.00730372,0.005922246,0.005476151,0.005902093,0.006441083,0.004409355,0.003559063,0.004978514,0.003069081,0.002899467,0.002284416,0.001631193,0.00230372,0.004550252,0.001522246,0.002682072,0.003312998,0.001029661,0.002312107,-0.000643049,0.003110459,-0.003387341,-0.006086902,-0.007482918,-0.005437765,-0.004315439,-0.005547783,-0.00610937,-0.005105977,-0.00649323,-0.006768882,-0.00658942,-0.005708221
0.006795737,0.006381849,0.006522026,0.005791799,0.005518494,0.006741473,0.005402961,0.007403806,0.004865425,0.002143373,0.005992078,0.004609841,0.003457276,0.002562837,0.000733339,0.003994124,0.003518494,0.001874775,0.003902093,0.002586123,0.000998567,0.002156575,0.000970445,0.003091779,-0.004177051,-0.005132598,-0.004431712,-0.006176905,-0.004401815,-0.004951688,-0.005001174,-0.004974137,-0.007692577,-0.006991551,-0.006613425,-0.005597255
0.006581022,0.005984112,0.004299167,0.005994124,0.005396816,0.006874775,0.007087724,0.006538422,0.003887337,0.003814595,0.006019067,0.003831155,0.003741426,0.001231177,0.002732232,0.002207334,0.002396816,0.001363256,0.002843967,0.003598724,0.000414612,0.000792007,0.001033515,0.002069081,-0.004618978,-0.004549584,-0.005197745,-0.004796498,-0.006180679,-0.005007724,-0.003530597,-0.003370387,-0.006856808,-0.006566238,-0.005600747,-0.006248105
0.007741426,0.007651057,0.006076271,0.005989429,0.006487655,0.005684032,0.006586014,0.006478213,0.0051748,0.003760112,0.00639997,0.004026737,0.001632348,0.00248123,9.67e-05,0.00416503,0.004548417,0.001561615,0.002402961,0.002303304,0.000641467,0.00291464,0.000326668,0.002004075,-0.003793164,-0.00555442,-0.00494082,-0.004291324,-0.005049373,-0.003665784,-0.004798659,-0.003405151,-0.007203355,-0.005417001,-0.005597856,-0.004625664
0.008137453,0.004786554,0.004631193,0.005477107,0.006923207,0.006912711,0.006133204,0.007488275,0.004240037,0.002519433,0.005170988,0.004644403,0.003725196,0.00181197,0.002440876,0.003989429,0.004487655,-8.73e-05,0.002273675,0.003234564,0.002148506,0.002143373,0.000656922,0.003568315,-0.004462547,-0.005260396,-0.005185681,-0.006400537,-0.00499073,-0.004890632,-0.00379897,-0.0049919,-0.006556218,-0.006887893,-0.005753988,-0.006335376
0.006735307,0.006414704,0.006981852,0.005332571,0.00549536,0.006341436,0.006278555,0.00569661,0.005518954,0.002235995,0.005326668,0.004702053,0.003511498,0.00303928,0.002829645,0.002477107,0.002042997,0.001559261,0.002308756,0.003022804,0.000518954,0.000701876,0.000671441,0.003066902,-0.004367652,-0.004459237,-0.007045802,-0.0051235,-0.005558001,-0.004203433,-0.005626174,-0.003534999,-0.00546417,-0.006734421,-0.006379203,-0.005837343
0.00877675,0.006377318,0.005521402,0.004948827,0.007172383,0.00559631,0.006242675,0.00755383,0.00565025,0.002852356,0.005344397,0.003897492,0.003750671,0.003317722,0.001552376,0.003332571,0.003620595,0.00059631,0.002574851,0.004488275,0.000663563,0.000683223,0.000843268,0.001642778,-0.004196675,-0.006808271,-0.007460501,-0.005116262,-0.004605932,-0.005913739,-0.005342961,-0.00558982,-0.007732271,-0.00587199,-0.006111846,-0.006333657
0.007936275,0.005515629,0.004440876,0.005310849,0.006597068,0.007352467,0.007210083,0.007909548,0.003789911,0.003833751,0.006521244,0.004568315,0.001892525,0.000792247,0.001820972,0.002727192,0.002467523,0.000352467,0.001856531,0.004163815,0.00065025,0.000890367,-0.000431293,0.002733199,-0.003112953,-0.006780049,-0.006852931,-0.004133416,-0.005639714,-0.005874295,-0.004103582,-0.004072502,-0.006967415,-0.005031627,-0.005944035,-0.005876008
0.008156193,0.0080273,0.004820972,0.0072284,0.005604298,0.005290153,0.006228206,0.006382533,0.003550429,0.002025269,0.004807377,0.003610225,0.002936275,0.003377318,0.002750584,0.004221597,0.00449536,0.000290153,0.001586014,0.002716906,0.000395707,0.001178749,-0.001132902,0.003297231,-0.00342325,-0.007015584,-0.00679207,-0.005677845,-0.005681506,-0.005063448,-0.005512276,-0.005196194,-0.006803711,-0.007017916,-0.005840906,-0.006434212
0.007159465,0.007439483,0.005346217,0.005041427,0.007335111,0.00729587,0.007269817,0.005477394,0.004009392,0.00327033,0.004963892,0.004733199,0.002857038,0.0029583,0.000574384,0.003310849,0.00270227,-4.24e-05,0.001501256,0.002909548,0.00118986,0.001573824,0.000905444,0.002671844,-0.002585915,-0.006801524,-0.005777974,-0.00559628,-0.006085372,-0.004038175,-0.003691244,-0.003696696,-0.005853714,-0.006507993,-0.006619448,-0.005524233
0.007524069,0.007919113,0.005411406,0.005940487,0.005345819,0.00505824,0.005838764,0.007333189,0.00505128,0.002898688,0.006468093,0.003108222,0.001524069,0.0010273,0.003092994,0.0022284,0.004407558,0.001200344,0.00307836,0.00267634,0.002105298,0.001662337,-0.000585935,0.003068366,-0.002685394,-0.005918151,-0.007400833,-0.006305876,-0.004031714,-0.005858527,-0.0040829,-0.004461791,-0.005801433,-0.005999672,-0.006618112,-0.005221912
0.008078415,0.004922236,0.00689553,0.007203786,0.007373389,0.007613934,0.007103623,0.007270597,0.005034933,0.002978425,0.006220802,0.004053529,0.002765229,0.003465202,0.002210326,0.002752737,0.003269403,0.001674817,0.001768819,0.004498655,3.49e-05,0.002509757,-0.000723907,0.002679166,-0.003507475,-0.005215888,-0.005123729,-0.005210571,-0.004251583,-0.003687907,-0.005213986,-0.005261578,-0.006658533,-0.006160035,-0.005012321,-0.005383467
0.007765229,0.007020831,0.006695946,0.006682517,0.005022828,0.007252559,0.00644312,0.006493125,0.005131559,0.003349412,0.006308562,0.004015083,0.002080127,0.002005657,0.00189553,0.004041427,0.002373389,0.000977937,0.002038733,0.003477394,0.00159634,0.002591611,0.000551674,0.002861945,-0.003542962,-0.004183335,-0.005246185,-0.005427102,-0.006112345,-0.004098565,-0.00423531,-0.00431984,-0.005939932,-0.005696983,-0.005207922,-0.004957222
0.006387999,0.00725919,0.004429046,0.00756864,0.007220194,0.005536963,0.005734229,0.005797824,0.003542155,0.00382405,0.006414065,0.002888512,0.002481071,0.001919113,0.00089394,0.001809555,0.004220194,0.000760904,0.002998655,0.004333189,0.000478184,0.000707343,-0.000599659,0.003153049,-0.004143807,-0.004948943,-0.007168807,-0.006322893,-0.003957003,-0.004925225,-0.004917066,-0.005142863,-0.006016472,-0.006966847,-0.006180933,-0.004864279
0.008416268,0.006537912,0.004781499,0.004733497,0.007401578,0.006773755,0.007031101,0.007151498,0.003909681,0.003589149,0.004587623,0.004317893,0.001618227,0.002020831,0.001695946,0.002359344,0.002401578,0.001750989,0.002232412,0.003270597,0.002214775,0.002914817,-0.00068253,0.003465359,-0.004675931,-0.005885296,-0.005618148,-0.004053739,-0.003655912,-0.004027309,-0.006121445,-0.003377196,-0.005534629,-0.006801407,-0.005477632,-0.006102769
0.006618227,0.004977671,0.004895805,0.007218251,0.005731755,0.00624617,0.006289863,0.006516486,0.005058732,0.002092756,0.005918897,0.003690518,0.003371796,0.001537912,0.002093844,0.003405272,0.00429239,0.001474913,0.002269817,0.002493125,0.000165349,0.001898688,0.0008258,0.003270132,-0.00403635,-0.005682278,-0.007078598,-0.004115157,-0.004876793,-0.005936744,-0.006057325,-0.003511725,-0.007512663,-0.005038179,-0.00630003,-0.004620797
0.007986307,0.007772703,0.004481166,0.007135874,0.006281439,0.005828351,0.006188503,0.006176146,0.003827366,0.003832015,0.006271845,0.004519923,0.00277555,0.002484218,0.001212302,0.002468106,0.003731755,0.000753771,0.003838764,0.004151498,0.002333382,0.001899627,2.9e-05,0.002280553,-0.003921585,-0.005822682,-0.006645335,-0.00389044,-0.004168675,-0.005030402,-0.005276695,-0.005402641,-0.0071252,-0.005498124,-0.006529012,-0.005031634
0.006371796,0.007442645,0.00469219,0.007082981,0.005590736,0.00717535,0.005451024,0.005674828,0.003905838,0.003390577,0.006029271,0.002808028,0.00174957,0.001808645,0.003345348,0.001682517,0.002281439,0.000658666,0.003103623,0.004203644,0.000503576,0.001445017,-0.001064386,0.002189946,-0.004434771,-0.0043417,-0.007447624,-0.0045716,-0.005634428,-0.005487289,-0.004789917,-0.00444617,-0.005681046,-0.006309633,-0.005078756,-0.006303934
0.00777555,0.005153287,0.006457973,0.007465467,0.006288724,0.007095363,0.007647149,0.007762772,0.0044893,0.00203949,0.004933762,0.003189946,0.003520664,0.002772703,0.002895805,0.001957089,0.004074014,0.000122174,0.00244312,0.003602622,0.001617904,0.001036782,-0.000455099,0.002178637,-0.004319873,-0.007129143,-0.007379028,-0.004206369,-0.005375987,-0.005958564,-0.006066174,-0.004399381,-0.00654975,-0.005807692,-0.005043078,-0.006351315
0.00775744,0.004753005,0.006158304,0.005870119,0.007074014,0.006299397,0.006404708,0.006470152,0.005179214,0.002992247,0.005965688,0.004215824,0.001920308,0.001753005,0.001158304,0.002602073,0.002004985,-0.000123977,0.004031101,0.002516486,0.002342624,0.002349412,0.000494613,0.001867672,-0.003483732,-0.007184371,-0.006263473,-0.004547263,-0.005138719,-0.005377983,-0.005671939,-0.004790452,-0.006073483,-0.006126176,-0.00663848,-0.004841026
0.008377464,0.005835905,0.004971411,0.004790392,0.004939261,0.007295451,0.007130526,0.00685932,0.005617904,0.00215163,0.006496262,0.003545835,0.003265434,0.000835905,0.00133276,0.003142472,0.00226396,0.000445266,0.001721091,0.004186585,0.001121065,0.001258712,0.000421892,0.001683203,-0.003713693,-0.007109428,-0.007353783,-0.005505722,-0.005227617,-0.00560369,-0.004756962,-0.003407858,-0.005594702,-0.006471299,-0.005686616,-0.004791778
0.008686712,0.005590991,0.006954094,0.005712433,0.006004985,0.005501148,0.006925936,0.007369141,0.00421327,,0.006380286,0.003867672,0.002780863,0.001554439,0.002954094,0.002218251,0.003580522,0.00196596,0.002289863,0.003176146,0.000487243,0.001832015,-0.000619714,,-0.003214093,-0.00569839,-0.006362209,-0.005306667,-0.00369773,-0.004647533,-0.004701345,-0.0040997,-0.00664872,-0.005370066,-0.004744256,-0.005220834
0.008145707,0.00713538,0.004313785,0.007052475,0.005093785,0.005380626,0.00691211,0.00651487,0.003995741,,0.006002151,0.004163456,0.003563178,0.001724745,0.000313785,0.004135874,0.002446038,0.001810196,0.003501509,0.003986349,0.001623548,0.001294951,0.000695923,,-0.00382445,-0.006098931,-0.00662411,-0.005815953,-0.005702932,-0.006037932,-0.003473229,-0.005217467,-0.007565067,-0.006517521,-0.005302815,-0.006038055
0.00857517,0.006656594,0.005538495,0.006750834,0.007446038,0.006791371,0.005341669,0.005826547,0.003461293,,,0.003133273,0.001920811,0.002656594,0.002117594,0.002082981,0.002171794,-0.000432707,0.003188503,0.002762772,0.000238388,,,,-0.004322536,-0.0043727,-0.004825616,-0.004424629,-0.004556887,-0.005199656,-0.004317637,-0.005565477,-0.006769094,-0.007180345,-0.006331907,-0.00615282
0.008683976,0.005238323,0.004117594,0.006263554,0.007058222,0.006969865,0.006668922,0.0068556,0.004002878,,,0.003310794,0.003096336,0.001238323,0.000930881,0.001870119,0.00381823,-0.000127442,0.003690969,0.002561714,0.000948089,,,,-0.003243808,-0.004434798,-0.004807006,-0.004040656,-0.005595702,-0.004487791,-0.004330183,-0.005066811,-0.007690319,-0.005310958,-0.006604703,-0.004746951
0.008645281,0.007996444,0.007035851,0.007098065,0.007548535,0.00699323,0.007750448,0.006825376,0.005503689,,,,0.00223869,0.002290587,0.000654328,0.004052475,0.002637206,0.000191383,0.002647149,0.003381695,0.000185284,,,,-0.004162137,-0.004394343,-0.004189674,-0.005096214,-0.004664889,-0.00428371,-0.004635712,-0.003629403,-0.007441268,-0.005508389,-0.005056732,-0.005434641
0.006780863,0.007627859,0.004024708,0.007329839,0.004932614,0.006720589,0.006534459,0.006580556,0.00449036,,,,0.002256009,0.000735232,0.002847872,0.001698836,0.002171857,-0.000279736,0.002696961,0.002535836,,,,,-0.003077219,-0.007036694,-0.004498688,-0.004173706,-0.005180069,-0.00530413,-0.003849159,-0.004466375,-0.005373771,-0.006592553,-0.004679198,-0.005782899
0.00723869,0.005815358,0.006847872,0.006098541,0.006245465,0.006449595,0.006069246,0.005738681,0.003623548,,,,0.003550955,0.001815358,0.001685624,0.002750834,0.003010725,-0.000374134,0.003493848,0.004060047,,,,,-0.003979692,-0.004860517,-0.006988594,-0.004517483,-0.003919512,-0.004886066,-0.003796377,-0.00445367,-0.005885225,-0.00679479,-0.005928616,-0.004903508
0.007191447,0.005981039,0.005970153,0.007510025,0.006885916,0.007536593,0.005365013,,0.003840111,,,,0.001588126,0.00086711,0.001810923,0.002050292,0.004245465,-0.000550405,0.001468162,0.003911651,,,,,-0.003754293,-0.004480887,-0.004560654,-0.00443136,-0.004430597,-0.004347441,-0.004570864,-0.005606875,-0.006595854,-0.005380567,-0.006732902,-0.006329605
0.008312235,0.005940731,0.006810923,0.005023905,0.006321755,0.006135916,,,0.005369386,,,,0.002541208,0.001818065,0.00170049,0.002705588,0.003329082,,0.001331145,0.002825376,,,,,-0.00432483,-0.007477764,-0.00430447,-0.006514292,-0.005226611,-0.004225087,-0.004459524,-0.003607914,-0.00727249,-0.005664005,-0.006458127,-0.005519447
0.008265491,0.00586711,0.00570049,0.006428975,0.007266963,0.005448557,,,,,,,0.00332211,0.002778834,0.00307284,0.002098065,,,0.002092628,,,,,,-0.003316024,-0.00455987,-0.005504054,-0.004442911,-0.005279806,-0.004126245,-0.00565688,-0.003748502,-0.005734651,-0.00705781,-0.00482144,-0.00539356
0.008550955,0.005818065,0.00654358,0.006646943,0.005328616,0.006208846,,,,,,,,0.002753842,0.001853993,0.002942009,,,0.003590503,,,,,,-0.003254719,-0.004179169,-0.007206337,-0.004557528,-0.004198422,-0.004435952,-0.003630896,-0.004696356,-0.007572634,-0.007213428,-0.006676407,-0.005891972
0.00677787,0.007778834,0.006158451,0.006408652,0.007329082,,,,,,,,,0.000832611,0.00193062,0.003599983,,,0.002534459,,,,,,-0.004315905,-0.00474081,-0.004306156,-0.005381749,-0.00438235,-0.00440694,-0.003868899,-0.003269902,-0.006557658,-0.006896208,-0.005591438,-0.006332519
0.008069657,0.005052813,0.005001282,0.006846623,,,,,,,,,,0.0030142,0.001870243,0.002224865,,,0.001365013,,,,,,-0.002879189,-0.005662088,-0.007118501,-0.005364126,-0.003548908,-0.00585383,-0.004570165,-0.003899057,-0.007591001,-0.00692967,-0.006085935,-0.005289824
0.006541208,0.007499801,0.007216801,0.006376585,,,,,,,,,,0.000693653,0.002886258,0.001828004,,,,,,,,,-0.00466131,-0.006619885,-0.004354652,-0.004517019,-0.004618561,-0.005146229,-0.003630449,-0.005383514,-0.007120567,-0.005985183,-0.005023907,-0.005219248
0.006860941,0.005693653,0.004528132,0.007271216,,,,,,,,,,0.003640802,1.28e-06,0.001943571,,,,,,,,,-0.003052693,-0.006922329,-0.006804195,-0.004837812,-0.004881913,-0.00372465,-0.005610137,-0.005723854,-0.007508792,-0.00642383,-0.006512377,-0.005960715
0.006386549,0.006723386,0.005995155,,,,,,,,,,,0.002722878,0.002528132,0.002385151,,,,,,,,,-0.004187765,-0.004927297,-0.006042027,-0.005034533,-0.004828804,-0.003514988,-0.005711497,-0.005613651,-0.005625656,-0.005182072,-0.005881103,-0.005619965
,0.005640802,0.006785948,,,,,,,,,,,0.003269549,0.002424339,0.002518644,,,,,,,,,-0.003734509,-0.004257355,-0.005441696,-0.005029881,-0.004822131,-0.004304637,-0.006057969,-0.004837228,-0.006636017,-0.005667777,-0.0048742,-0.006116797
,0.006767181,0.005458442,,,,,,,,,,,0.000783151,0.002317655,0.002825237,,,,,,,,,-0.003965118,-0.005764095,-0.00436724,-0.004393687,-0.003825986,-0.003877826,-0.005909031,-0.003138286,-0.005668545,-0.005900373,-0.005896275,-0.005342379
,0.004824633,0.006603832,,,,,,,,,,,0.00055149,0.000937495,0.003271216,,,,,,,,,-0.002678426,-0.006009009,-0.006628589,-0.00562084,-0.003616339,-0.005600603,-0.004952851,-0.003501472,-0.0061107,-0.005721575,-0.006528155,-0.006332355
,0.007336494,0.005732797,,,,,,,,,,,0.002671761,0.001014895,,,,,,,,,,-0.004249045,-0.006076074,-0.006536883,-0.0044188,-0.003622041,-0.004604549,-0.003678437,-0.003318305,-0.005920786,-0.006526564,-0.006568785,
,0.00486738,0.007189551,,,,,,,,,,,0.002909109,,,,,,,,,,,-0.004730343,-0.00536462,-0.004460176,-0.003847525,-0.003655216,-0.005868984,-0.003431152,-0.003361464,-0.006182096,-0.006350588,-0.005470729,
,0.006961928,0.006317655,,,,,,,,,,,,,,,,,,,,,,-0.00257789,-0.004319643,-0.004795441,-0.003976846,-0.005895015,-0.005719374,-0.004368855,-0.004626763,-0.00652847,-0.005812206,-0.005101696,
,0.004783151,,,,,,,,,,,,,,,,,,,,,,,,-0.004243406,-0.005746052,-0.004182519,-0.004072459,-0.004786107,-0.005043797,-0.004853237,-0.006238707,-0.007114655,-0.005955099,
,0.008006896,,,,,,,,,,,,,,,,,,,,,,,,-0.004499348,-0.007261505,-0.005149166,-0.006019478,-0.004030858,-0.004369474,-0.00464068,-0.007597122,-0.005161535,-0.006534312,
,0.004909109,,,,,,,,,,,,,,,,,,,,,,,,-0.007181978,-0.006338329,-0.004012797,-0.006226955,-0.00373404,-0.005274064,-0.004830859,-0.005996311,-0.006372252,-0.005781144,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.006861677,-0.006286334,-0.004836446,-0.005153962,-0.005502411,-0.00558789,-0.00415385,-0.00730964,-0.006164623,-0.006303738,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.007079145,-0.004382664,-0.005501935,-0.004260326,-0.006008629,-0.004286881,-0.004980657,-0.006298034,-0.006573256,-0.004696932,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.005007576,-0.005052128,-0.004775573,-0.003739271,-0.005891571,-0.005093986,-0.00365189,-0.005912007,-0.005161606,-0.00558285,
