TP_ATR_1_residual,TP_ATR_2_residual,TP_ATR_3_residual,TP_ATR_4_residual,TP_ATR_5_residual,TP_ATR_6_residual,TP_ATR_7_residual,TP_ATR_8_residual,TP_ATR_9_residual,TP_ATR_10_residual,TP_ATR_11_residual,TP_ATR_12_residual,SL_ATR_1_residual,SL_ATR_2_residual,SL_ATR_3_residual,SL_ATR_4_residual,SL_ATR_5_residual,SL_ATR_6_residual,SL_ATR_7_residual,SL_ATR_8_residual,SL_ATR_9_residual,SL_ATR_10_residual,SL_ATR_11_residual,SL_ATR_12_residual,PC_ATR_1_residual,PC_ATR_2_residual,PC_ATR_3_residual,PC_ATR_4_residual,PC_ATR_5_residual,PC_ATR_6_residual,PC_ATR_7_residual,PC_ATR_8_residual,PC_ATR_9_residual,PC_ATR_10_residual,PC_ATR_11_residual,PC_ATR_12_residual
,,,,,,,,,,,,,,,,,,,,,,,,,-0.004272141,-0.007094386,-0.00379142,-0.005469077,-0.004530135,-0.003949552,-0.005574624,-0.006342231,-0.006505049,-0.006297849,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.007358411,-0.005129847,-0.005194032,-0.005741778,-0.00520677,-0.005865541,-0.005068699,-0.006851911,-0.00502698,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.006084642,-0.005789077,-0.005470161,-0.006062794,-0.005932707,-0.005211374,,-0.005960902,-0.00576049,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.007321704,-0.00609951,-0.005501459,-0.003951465,-0.005779411,,,-0.006930614,-0.006520538,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.004618961,-0.005750244,-0.003989975,-0.005769873,-0.004508617,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.005159269,-0.005908324,-0.005425843,-0.005954535,-0.005139166,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.00673289,-0.00625642,-0.005771025,-0.005614084,-0.004163407,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.005981935,-0.00676938,-0.005853057,-0.004659644,-0.005791154,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.006163059,-0.005441549,-0.004884325,-0.00542647,-0.00519269,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.006547187,-0.006408435,-0.005340416,-0.005499107,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.007043677,-0.007629757,-0.006102647,-0.004433037,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.006753364,-0.006898718,-0.004853377,-0.004670918,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.006206347,-0.005525216,-0.006423415,-0.005687443,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.004320732,-0.004983199,-0.004728784,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.005476614,-0.006504845,-0.006432848,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.007259198,-0.005914052,-0.006320741,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.005732819,-0.006541558,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.004663506,-0.004730037,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.00643262,-0.006225513,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.004695201,-0.007491444,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.00525015,-0.005375661,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.004530451,-0.005967203,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.004793104,-0.005610449,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.00744851,-0.005682345,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007379648,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004962505,,,,,,,,,
