Date,Optimized TP,Optimized SL,Percentage Change,ROI,ATR_1,ATR_2,ATR_3,ATR_4,ATR_5,ATR_6,ATR_7,ATR_8,ATR_9,ATR_10,ATR_11,ATR_12,ATR_1_pct,ATR_2_pct,ATR_3_pct,ATR_4_pct,ATR_5_pct,ATR_6_pct,ATR_7_pct,ATR_8_pct,ATR_9_pct,ATR_10_pct,ATR_11_pct,ATR_12_pct,TP_ATR_1_residual,SL_ATR_1_residual,PC_ATR_1_residual,TP_ATR_2_residual,SL_ATR_2_residual,PC_ATR_2_residual,TP_ATR_3_residual,SL_ATR_3_residual,PC_ATR_3_residual,TP_ATR_4_residual,SL_ATR_4_residual,PC_ATR_4_residual,TP_ATR_5_residual,SL_ATR_5_residual,PC_ATR_5_residual,TP_ATR_6_residual,SL_ATR_6_residual,PC_ATR_6_residual,TP_ATR_7_residual,SL_ATR_7_residual,PC_ATR_7_residual,TP_ATR_8_residual,SL_ATR_8_residual,PC_ATR_8_residual,TP_ATR_9_residual,SL_ATR_9_residual,PC_ATR_9_residual,TP_ATR_10_residual,SL_ATR_10_residual,PC_ATR_10_residual,TP_ATR_11_residual,SL_ATR_11_residual,PC_ATR_11_residual,TP_ATR_12_residual,SL_ATR_12_residual,PC_ATR_12_residual
1/12/2024 17:00,0.013,0.011,0.0009,1.2291,524.3,1011.45,1048.366667,954.75,838.46,775.3833333,711.6857143,660.2,649.3222222,621.86,604.9454545,577.7583333,0.01196038,0.023073291,0.023915437,0.021779845,0.019127027,0.017688116,0.01623504,0.015060543,0.014812398,0.014185928,0.013800072,0.013179876,0.00103962,-0.00096038,-0.01106038,-0.010073291,-0.012073291,-0.022173291,-0.010915437,-0.012915437,-0.023015437,-0.008779845,-0.010779845,-0.020879845,-0.006127027,-0.008127027,-0.018227027,-0.004688116,-0.006688116,-0.016788116,-0.00323504,-0.00523504,-0.01533504,-0.002060543,-0.004060543,-0.014160543,-0.001812398,-0.003812398,-0.013912398,-0.001185928,-0.003185928,-0.013285928,-0.000800072,-0.002800072,-0.012900072,-0.000179876,-0.002179876,-0.012279876
1/14/2024 2:00,0.013,0.008,0.0012,1.2291,173,168.05,188.8,191.35,189.24,184.9166667,190.7,193.825,194.1444444,198.58,220.4545455,236.4083333,0.004043672,0.003927971,0.004412978,0.004472581,0.004423263,0.00432221,0.004457388,0.004530432,0.004537898,0.004641574,0.005152866,0.005525767,0.008956328,0.003956328,-0.002843672,0.009072029,0.004072029,-0.002727971,0.008587022,0.003587022,-0.003212978,0.008527419,0.003527419,-0.003272581,0.008576737,0.003576737,-0.003223263,0.00867779,0.00367779,-0.00312221,0.008542612,0.003542612,-0.003257388,0.008469568,0.003469568,-0.003330432,0.008462102,0.003462102,-0.003337898,0.008358426,0.003358426,-0.003441574,0.007847134,0.002847134,-0.003952866,0.007474233,0.002474233,-0.004325767
1/14/2024 9:00,0.013,0.01,0.0004,1.2291,271.9,207.1,196.8666667,208.875,213.04,204.4,198.2714286,195.1125,191.5555556,195.43,195.7545455,194.5083333,0.006313595,0.00480892,0.004571299,0.004850136,0.004946849,0.004746226,0.004603918,0.004530567,0.004447974,0.00453794,0.004545476,0.004516538,0.006686405,0.003686405,-0.005913595,0.00819108,0.00519108,-0.00440892,0.008428701,0.005428701,-0.004171299,0.008149864,0.005149864,-0.004450136,0.008053151,0.005053151,-0.004546849,0.008253774,0.005253774,-0.004346226,0.008396082,0.005396082,-0.004203918,0.008469433,0.005469433,-0.004130567,0.008552026,0.005552026,-0.004047974,0.00846206,0.00546206,-0.00413794,0.008454524,0.005454524,-0.004145476,0.008483462,0.005483462,-0.004116538
1/15/2024 1:00,0.003,0.008,0.0006,0.2298,233.1,442.3,499.7,523.775,548.06,582.55,542.5428571,498.225,458.3,423.97,399.7,385.1666667,0.005513128,0.010460988,0.011818575,0.012387981,0.012962354,0.013778089,0.012831866,0.01178369,0.01083941,0.010027459,0.009453441,0.009109708,-0.002513128,0.002486872,-0.004913128,-0.007460988,-0.002460988,-0.009860988,-0.008818575,-0.003818575,-0.011218575,-0.009387981,-0.004387981,-0.011787981,-0.009962354,-0.004962354,-0.012362354,-0.010778089,-0.005778089,-0.013178089,-0.009831866,-0.004831866,-0.012231866,-0.00878369,-0.00378369,-0.01118369,-0.00783941,-0.00283941,-0.01023941,-0.007027459,-0.002027459,-0.009427459,-0.006453441,-0.001453441,-0.008853441,-0.006109708,-0.001109708,-0.008509708
1/15/2024 17:00,0.003,0.003,0.0012,-0.36978,264.6,288.05,300.7333333,402.425,391.48,351.2833333,325.1714286,314.0375,298.6777778,282.92,280.7818182,273.15,0.006196083,0.006745207,0.00704221,0.009423502,0.009167205,0.008225928,0.007614471,0.00735375,0.006994075,0.006625078,0.006575009,0.006396296,-0.003196083,-0.003196083,-0.004996083,-0.003745207,-0.003745207,-0.005545207,-0.00404221,-0.00404221,-0.00584221,-0.006423502,-0.006423502,-0.008223502,-0.006167205,-0.006167205,-0.007967205,-0.005225928,-0.005225928,-0.007025928,-0.004614471,-0.004614471,-0.006414471,-0.00435375,-0.00435375,-0.00615375,-0.003994075,-0.003994075,-0.005794075,-0.003625078,-0.003625078,-0.005425078,-0.003575009,-0.003575009,-0.005375009,-0.003396296,-0.003396296,-0.005196296
1/15/2024 23:00,0.013,0.009,0.0014,1.2291,170.9,330.5,306.5333333,296.325,300.46,362.3333333,348.3714286,343.7625,341.8,378.37,375.5818182,356.8083333,0.004019758,0.007773727,0.007210004,0.006969893,0.007067153,0.008522482,0.008194083,0.008085676,0.008039515,0.008899682,0.008834101,0.008392528,0.008980242,0.004980242,-0.002619758,0.005226273,0.001226273,-0.006373727,0.005789996,0.001789996,-0.005810004,0.006030107,0.002030107,-0.005569893,0.005932847,0.001932847,-0.005667153,0.004477518,0.000477518,-0.007122482,0.004805917,0.000805917,-0.006794083,0.004914324,0.000914324,-0.006685676,0.004960485,0.000960485,-0.006639515,0.004100318,0.000100318,-0.007499682,0.004165899,0.000165899,-0.007434101,0.004607472,0.000607472,-0.006992528
1/16/2024 17:00,0.008,0.012,0.0009,0.72945,222.2,334.5,485.4666667,590.325,567.48,525.45,477.5857143,432.7625,414.1555556,403.83,384.1727273,363.0583333,0.005161272,0.007769782,0.011276443,0.013712098,0.013181453,0.012205178,0.011093384,0.010052228,0.009620025,0.009380183,0.008923583,0.008433137,0.002838728,0.006838728,-0.004261272,0.000230218,0.004230218,-0.006869782,-0.003276443,0.000723557,-0.010376443,-0.005712098,-0.001712098,-0.012812098,-0.005181453,-0.001181453,-0.012281453,-0.004205178,-0.000205178,-0.011305178,-0.003093384,0.000906616,-0.010193384,-0.002052228,0.001947772,-0.009152228,-0.001620025,0.002379975,-0.008720025,-0.001380183,0.002619817,-0.008480183,-0.000923583,0.003076417,-0.008023583,-0.000433137,0.003566863,-0.007533137
1/17/2024 21:00,0.013,0.006,0.0008,1.2291,219.5,264.4,243.5,270,270.46,275.7666667,281.6142857,318.275,314.7555556,327.23,314.2090909,308.1416667,0.005142237,0.006194112,0.005704487,0.006325303,0.00633608,0.006460399,0.006597392,0.007456244,0.007373794,0.007666033,0.007360992,0.00721885,0.007857763,0.000857763,-0.004342237,0.006805888,-0.000194112,-0.005394112,0.007295513,0.000295513,-0.004904487,0.006674697,-0.000325303,-0.005525303,0.00666392,-0.00033608,-0.00553608,0.006539601,-0.000460399,-0.005660399,0.006402608,-0.000597392,-0.005797392,0.005543756,-0.001456244,-0.006656244,0.005626206,-0.001373794,-0.006573794,0.005333967,-0.001666033,-0.006866033,0.005639008,-0.001360992,-0.006560992,0.00578115,-0.00121885,-0.00641885
1/18/2024 18:00,0.013,0.005,0.0001,1.2291,587.5,660.85,740.2333333,608.575,550.5,510.9666667,466.5142857,429.1375,424.6222222,398.92,381.6636364,360.3333333,0.014150932,0.015917691,0.017829773,0.014658559,0.013259724,0.012307497,0.011236786,0.010336503,0.010227745,0.009608664,0.009193015,0.008679238,-0.001150932,-0.009150932,-0.014050932,-0.002917691,-0.010917691,-0.015817691,-0.004829773,-0.012829773,-0.017729773,-0.001658559,-0.009658559,-0.014558559,-0.000259724,-0.008259724,-0.013159724,0.000692503,-0.007307497,-0.012207497,0.001763214,-0.006236786,-0.011136786,0.002663497,-0.005336503,-0.010236503,0.002772255,-0.005227745,-0.010127745,0.003391336,-0.004608664,-0.009508664,0.003806985,-0.004193015,-0.009093015,0.004320762,-0.003679238,-0.008579238
1/19/2024 5:00,0.012,0.004,0.0008,1.12917,184.4,186.55,259,251.425,243.72,250.5666667,237.7571429,245.3375,274.8555556,311.43,355.5727273,374.9,0.004474957,0.004527132,0.006285325,0.006101497,0.005914515,0.006080667,0.00576981,0.005953768,0.006670102,0.007557678,0.008628919,0.009097947,0.007525043,-0.000474957,-0.003674957,0.007472868,-0.000527132,-0.003727132,0.005714675,-0.002285325,-0.005485325,0.005898503,-0.002101497,-0.005301497,0.006085485,-0.001914515,-0.005114515,0.005919333,-0.002080667,-0.005280667,0.00623019,-0.00176981,-0.00496981,0.006046232,-0.001953768,-0.005153768,0.005329898,-0.002670102,-0.005870102,0.004442322,-0.003557678,-0.006757678,0.003371081,-0.004628919,-0.007828919,0.002902053,-0.005097947,-0.008297947
1/20/2024 1:00,0.013,0.009,0.0006,1.2291,221.1,224.85,187.1333333,193.55,200.36,278.1166667,286.0142857,373.875,441.3333333,462,461.5181818,473.85,0.005306625,0.005396629,0.00449139,0.004645397,0.004808844,0.006675083,0.006864634,0.00897338,0.010592449,0.01108847,0.011076906,0.011372882,0.007693375,0.003693375,-0.004706625,0.007603371,0.003603371,-0.004796629,0.00850861,0.00450861,-0.00389139,0.008354603,0.004354603,-0.004045397,0.008191156,0.004191156,-0.004208844,0.006324917,0.002324917,-0.006075083,0.006135366,0.002135366,-0.006264634,0.00402662,2.66E-05,-0.00837338,0.002407551,-0.001592449,-0.009992449,0.00191153,-0.00208847,-0.01048847,0.001923094,-0.002076906,-0.010476906,0.001627118,-0.002372882,-0.010772882
1/20/2024 9:00,0.008,0.011,0.0014,0.72945,188.5,171.5,161.4666667,141.3,129.76,122.9166667,124.3285714,125.525,136.1444444,145.39,142.3272727,148.2,0.004540079,0.004130629,0.003888973,0.003403253,0.003125309,0.002960485,0.002994491,0.003023307,0.00327908,0.003501762,0.003427995,0.003569442,0.003459921,0.006459921,-0.003140079,0.003869371,0.006869371,-0.002730629,0.004111027,0.007111027,-0.002488973,0.004596747,0.007596747,-0.002003253,0.004874691,0.007874691,-0.001725309,0.005039515,0.008039515,-0.001560485,0.005005509,0.008005509,-0.001594491,0.004976693,0.007976693,-0.001623307,0.00472092,0.00772092,-0.00187908,0.004498238,0.007498238,-0.002101762,0.004572005,0.007572005,-0.002027995,0.004430558,0.007430558,-0.002169442
1/21/2024 16:00,0.013,0.011,0.0005,1.2291,156.5,209.4,183.2,170.05,161.64,154.25,149.8142857,141.8875,133.6,128.74,127.7363636,123.2,0.003761884,0.005033472,0.004403687,0.004087593,0.003885437,0.003707799,0.003601175,0.003410634,0.003211423,0.0030946,0.003070475,0.002961432,0.009238116,0.007238116,-0.003261884,0.007966528,0.005966528,-0.004533472,0.008596313,0.006596313,-0.003903687,0.008912407,0.006912407,-0.003587593,0.009114563,0.007114563,-0.003385437,0.009292201,0.007292201,-0.003207799,0.009398825,0.007398825,-0.003101175,0.009589366,0.007589366,-0.002910634,0.009788577,0.007788577,-0.002711423,0.0099054,0.0079054,-0.0025946,0.009929525,0.007929525,-0.002570475,0.010038568,0.008038568,-0.002461432
1/22/2024 1:00,0.013,0.011,0.0001,1.2291,430.1,329.3,279.2,251.075,242.24,226.6666667,207.2285714,195.3,185.3,182.42,189.6818182,184.775,0.010397956,0.007961048,0.006749847,0.006069906,0.005856314,0.005479819,0.00500989,0.004721508,0.004479752,0.004410126,0.004585685,0.004467059,0.002602044,0.000602044,-0.010297956,0.005038952,0.003038952,-0.007861048,0.006250153,0.004250153,-0.006649847,0.006930094,0.004930094,-0.005969906,0.007143686,0.005143686,-0.005756314,0.007520181,0.005520181,-0.005379819,0.00799011,0.00599011,-0.00490989,0.008278492,0.006278492,-0.004621508,0.008520248,0.006520248,-0.004379752,0.008589874,0.006589874,-0.004310126,0.008414315,0.006414315,-0.004485685,0.008532941,0.006532941,-0.004367059
1/22/2024 18:00,0.013,0.008,0.0012,1.2291,838.2,597.1,557.5333333,549.35,534.96,511.1166667,472.7571429,449.0875,454.3333333,463.03,447.1909091,429.8416667,0.02078833,0.014808771,0.013827472,0.013624515,0.013267627,0.012676285,0.011724924,0.011137889,0.011267992,0.01148368,0.011090852,0.010660571,-0.00778833,-0.01278833,-0.01958833,-0.001808771,-0.006808771,-0.013608771,-0.000827472,-0.005827472,-0.012627472,-0.000624515,-0.005624515,-0.012424515,-0.000267627,-0.005267627,-0.012067627,0.000323715,-0.004676285,-0.011476285,0.001275076,-0.003724924,-0.010524924,0.001862111,-0.003137889,-0.009937889,0.001732008,-0.003267992,-0.010067992,0.00151632,-0.00348368,-0.01028368,0.001909148,-0.003090852,-0.009890852,0.002339429,-0.002660571,-0.009460571
1/23/2024 17:00,0.009,0.009,0.0013,0.82938,379.5,418.45,516.3666667,477.45,428.26,414.2333333,411.8714286,399.25,420.4777778,433.46,428.0909091,407.1916667,0.009631002,0.01061948,0.013104423,0.01211679,0.01086844,0.010512469,0.010452528,0.01013222,0.010670941,0.011000406,0.010864149,0.010333765,-0.000631002,-0.000631002,-0.008331002,-0.00161948,-0.00161948,-0.00931948,-0.004104423,-0.004104423,-0.011804423,-0.00311679,-0.00311679,-0.01081679,-0.00186844,-0.00186844,-0.00956844,-0.001512469,-0.001512469,-0.009212469,-0.001452528,-0.001452528,-0.009152528,-0.00113222,-0.00113222,-0.00883222,-0.001670941,-0.001670941,-0.009370941,-0.002000406,-0.002000406,-0.009700406,-0.001864149,-0.001864149,-0.009564149,-0.001333765,-0.001333765,-0.009033765
1/24/2024 17:00,0.004,0.003,0.001,-0.36978,172.2,226.45,246.1666667,302.125,289.56,295.4666667,293.7285714,329.9125,314.8555556,312.39,317.5909091,311.4333333,0.004290947,0.00564277,0.006134078,0.007528469,0.00721537,0.007362554,0.007319244,0.008220889,0.007845694,0.007784257,0.007913855,0.007760418,-0.000290947,-0.001290947,-0.003290947,-0.00164277,-0.00264277,-0.00464277,-0.002134078,-0.003134078,-0.005134078,-0.003528469,-0.004528469,-0.006528469,-0.00321537,-0.00421537,-0.00621537,-0.003362554,-0.004362554,-0.006362554,-0.003319244,-0.004319244,-0.006319244,-0.004220889,-0.005220889,-0.007220889,-0.003845694,-0.004845694,-0.006845694,-0.003784257,-0.004784257,-0.006784257,-0.003913855,-0.004913855,-0.006913855,-0.003760418,-0.004760418,-0.006760418
1/26/2024 17:00,0.013,0.009,0.0006,1.2291,254.3,427.75,413.6333333,456.525,430.34,427.75,464.4857143,493.5,482.1888889,456.31,427.3363636,406.9916667,0.006069328,0.010209025,0.009872106,0.010895793,0.01027084,0.010209025,0.01108579,0.011778268,0.011508308,0.010890661,0.010199153,0.00971359,0.006930672,0.002930672,-0.005469328,0.002790975,-0.001209025,-0.009609025,0.003127894,-0.000872106,-0.009272106,0.002104207,-0.001895793,-0.010295793,0.00272916,-0.00127084,-0.00967084,0.002790975,-0.001209025,-0.009609025,0.00191421,-0.00208579,-0.01048579,0.001221732,-0.002778268,-0.011178268,0.001491692,-0.002508308,-0.010908308,0.002109339,-0.001890661,-0.010290661,0.002800847,-0.001199153,-0.009599153,0.00328641,-0.00071359,-0.00911359
1/27/2024 1:00,0.013,0.011,0.0002,1.2291,169.8,168.95,174.1333333,177.05,176.08,216.2833333,213.5857143,231.6875,234.2,270.9,281.3090909,306.6333333,0.004061725,0.004041392,0.004165381,0.004235149,0.004211946,0.005173636,0.005109107,0.005542113,0.005602214,0.006480102,0.006729094,0.007334866,0.008938275,0.006938275,-0.003861725,0.008958608,0.006958608,-0.003841392,0.008834619,0.006834619,-0.003965381,0.008764851,0.006764851,-0.004035149,0.008788054,0.006788054,-0.004011946,0.007826364,0.005826364,-0.004973636,0.007890893,0.005890893,-0.004909107,0.007457887,0.005457887,-0.005342113,0.007397786,0.005397786,-0.005402214,0.006519898,0.004519898,-0.006280102,0.006270906,0.004270906,-0.006529094,0.005665134,0.003665134,-0.007134866
1/27/2024 17:00,0.013,0.006,0.0014,1.2291,75.6,93,117.7,114.175,109.56,109.4166667,107.4714286,113.2875,141.3555556,159.24,156.5545455,154.4333333,0.001809937,0.00222651,0.002817852,0.00273346,0.002622973,0.002619541,0.00257297,0.002712213,0.003384189,0.00381236,0.003748068,0.003697284,0.011190063,0.004190063,-0.000409937,0.01077349,0.00377349,-0.00082651,0.010182148,0.003182148,-0.001417852,0.01026654,0.00326654,-0.00133346,0.010377027,0.003377027,-0.001222973,0.010380459,0.003380459,-0.001219541,0.01042703,0.00342703,-0.00117297,0.010287787,0.003287787,-0.001312213,0.009615811,0.002615811,-0.001984189,0.00918764,0.00218764,-0.00241236,0.009251932,0.002251932,-0.002348068,0.009302716,0.002302716,-0.002297284
1/28/2024 17:00,0.006,0.008,0.0001,0.52959,225.5,223.05,238.5666667,253.075,246.42,240.6,244.0857143,232.8125,238.6333333,244.66,238.6,244.0083333,0.005349623,0.005291501,0.005659609,0.006003796,0.005845917,0.005707847,0.005790539,0.005523101,0.005661191,0.005804163,0.0056604,0.005788704,0.000650377,0.002650377,-0.005249623,0.000708499,0.002708499,-0.005191501,0.000340391,0.002340391,-0.005559609,-3.80E-06,0.001996204,-0.005903796,0.000154083,0.002154083,-0.005745917,0.000292153,0.002292153,-0.005607847,0.000209461,0.002209461,-0.005690539,0.000476899,0.002476899,-0.005423101,0.000338809,0.002338809,-0.005561191,0.000195837,0.002195837,-0.005704163,0.0003396,0.0023396,-0.0055604,0.000211296,0.002211296,-0.005688704
1/30/2024 9:00,0.012,0.011,0.0013,1.12917,143.9,196.35,173.9,172.925,164.18,163.7166667,173.2571429,198.625,225.6222222,221.88,227.3727273,219.5333333,0.003322397,0.004533375,0.004015044,0.003992533,0.003790627,0.003779929,0.004000202,0.004585901,0.005209219,0.005122818,0.005249635,0.005068637,0.008677603,0.007677603,-0.002022397,0.007466625,0.006466625,-0.003233375,0.007984956,0.006984956,-0.002715044,0.008007467,0.007007467,-0.002692533,0.008209373,0.007209373,-0.002490627,0.008220071,0.007220071,-0.002479929,0.007999798,0.006999798,-0.002700202,0.007414099,0.006414099,-0.003285901,0.006790781,0.005790781,-0.003909219,0.006877182,0.005877182,-0.003822818,0.006750365,0.005750365,-0.003949635,0.006931363,0.005931363,-0.003768637
