Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
1/1/2024 0:00,Sell,42472.4,42502.13068,41949.60298,42969.65412,-1,16:50:00,0:03:00,-1.16922,98830.77989,,0.045509
1/1/2024 16:00,Buy,42790.2,42760.24686,43316.13007,42289.88415,1,2:08:00,0:11:00,1.2291,100045.5091,,0.045509
1/2/2024 0:00,Sell,45286.9,45318.60083,44729.45902,45817.10544,-1,4:42:00,1:33:00,-1.16922,98875.75692,,0.045509
1/2/2024 22:00,Buy,45021.5,44989.98495,45574.85475,44495.09512,1,10:24:00,0:05:00,1.2291,100091.039,,0.045509
1/3/2024 16:00,Buy,42897.5,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,100091.039,Signal around economic event,0
1/5/2024 0:00,Buy,44160.8,44129.88744,44703.57598,43644.45868,-1,0:32:00,0:05:00,-1.16922,98920.75442,,-1.16922
1/6/2024 0:00,Buy,44019,43988.1867,44560.03313,43504.31665,-1,4:55:00,0:07:00,-1.16922,97764.15307,,0.045509
1/6/2024 20:00,Buy,43792.8,43762.14504,44331.05293,43280.76145,1,14:48:00,1:25:00,1.2291,98965.7724,,0.045509
1/7/2024 0:00,Sell,44111.9,44142.77833,43568.92221,44628.34889,1,22:34:00,0:00:00,1.2291,100182.1608,,2.473307
1/7/2024 4:00,Sell,44039.3,44070.12751,43497.21585,44554.89891,1,20:20:00,1:07:00,1.2291,101413.4999,,2.473307
1/7/2024 23:00,Buy,43893.7,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,101413.4999,"Two open trades, last one with different side",2.473307
1/8/2024 20:00,Sell,46916.1,46948.94127,46338.60503,47465.37962,1,3:28:00,0:00:00,1.2291,102659.9734,,1.2291
1/10/2024 16:00,Buy,45419.4,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,102659.9734,Signal around economic event,0
1/11/2024 16:00,Sell,46320.9,46353.32463,45750.73141,46863.2112,-1,2:14:00,0:39:00,-1.16922,101459.6523,,-1.16922
1/12/2024 16:00,Sell,43708.6,43739.19602,43170.58647,44220.32718,1,4:26:00,0:27:00,1.2291,102706.693,,1.2291
1/14/2024 1:00,Sell,42735.4,42765.31478,42209.36569,43235.73324,1,17:22:00,0:31:00,1.2291,103969.0611,,1.2291
1/15/2024 0:00,Sell,42243.8,42273.37066,41723.81684,42738.37774,-1,3:39:00,0:16:00,-1.16922,102753.434,,-1.124243
1/15/2024 16:00,Sell,42651.5,42681.35605,42126.49842,43150.85097,-1,1:18:00,0:00:00,-1.16922,101552.0201,,-1.124243
1/15/2024 22:00,Buy,42585.8,42555.98994,43109.21781,42087.87405,1,10:07:00,0:05:00,1.2291,102800.1962,,-1.124243
1/16/2024 16:00,Buy,43079.8,43049.64414,43609.28951,42576.09805,-1,14:53:00,0:03:00,-1.16922,101598.2356,,-1.16922
1/17/2024 0:00,Buy,43083.8,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,101598.2356,One open trade with the same side,1.2291
1/17/2024 20:00,Sell,42639.9,42669.74793,42115.04121,43139.11516,1,19:30:00,0:00:00,1.2291,102846.9796,,1.2291
1/18/2024 18:00,Sell,41524.9,41553.96743,41013.76585,42011.06107,1,0:30:00,0:15:00,1.2291,104111.072,,1.2291
1/19/2024 4:00,Buy,41153.6,NaN,NaN,NaN,Not Filled,0:00:00,0:00:00,0,104111.072,,0
1/20/2024 0:00,Sell,41569.2,41598.29844,41057.52056,42055.87972,1,50:12:00,0:00:00,1.2291,105390.7013,,0.045509
1/20/2024 8:00,Buy,41559.4,41530.30842,42070.20243,41073.47503,-1,42:04:00,0:08:00,-1.16922,104158.452,,0.045509
1/22/2024 17:00,Sell,40642.6,40671.04982,40142.32617,41118.43137,1,0:34:00,0:05:00,1.2291,105438.6637,,1.2291
1/23/2024 16:00,Sell,39376.3,39403.86341,38891.61319,39837.30591,-1,6:31:00,0:10:00,-1.16922,104205.8537,,-1.16922
1/24/2024 16:00,Buy,40088.4,40060.33812,40581.12252,39619.6744,-1,1:08:00,0:05:00,-1.16922,102987.4579,,-1.16922
1/25/2024 12:00,Sell,39867.6,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,102987.4579,Signal around economic event,0
1/26/2024 0:00,Sell,39817.4,39845.27218,39327.28364,40283.57017,-1,8:31:00,0:02:00,-1.16922,101783.3078,,-1.16922
1/26/2024 16:00,Sell,41850,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,101783.3078,Signal around economic event,-1.16922
1/27/2024 0:00,Buy,41833.6,41804.31648,42347.77259,41344.469,1,26:51:00,0:02:00,1.2291,103034.3266,,1.2291
1/28/2024 0:00,Buy,42059.2,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,103034.3266,One open trade with the same side,1.2291
1/28/2024 16:00,Sell,42174.7,42204.22229,41655.5674,42668.46874,1,5:30:00,0:00:00,1.2291,104300.7216,,1.2291
1/30/2024 8:00,Sell,43404.8,43435.18336,42870.52598,43912.97038,1,14:14:00,0:05:00,1.2291,105582.6819,,0.045509
1/30/2024 16:00,Buy,43560,43529.508,44095.3916,43050.68341,-1,6:15:00,0:01:00,-1.16922,104348.188,,0.045509
1/31/2024 16:00,Sell,43480.7,NaN,NaN,NaN,Ignored,0:00:00,0:00:00,0,104348.188,Signal around economic event,0
