Date,Start Date,End Date,Total Trades,Wins,Losses,WinRate,Final NAV,Daily Return,TP,SL
2024-02-01 04:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999835,0.006,0.01
2024-02-01 04:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999835,0.006,0.01
2024-02-03 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999958,0.006,0.01
2024-02-03 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999958,0.006,0.01
2024-02-05 08:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.26985001999999275,0.006,0.01
2024-02-05 08:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.26985001999999275,0.006,0.01
2024-02-07 08:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.26985001999998437,0.006,0.01
2024-02-07 08:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.26985001999998437,0.006,0.01
2024-02-08 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670444,0.006,0.01
2024-02-08 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670444,0.006,0.01
2024-02-08 16:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670444,0.006,0.01
2024-02-08 16:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670444,0.006,0.01
2024-02-09 09:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.26985001999998803,0.006,0.01
2024-02-09 09:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.26985001999998803,0.006,0.01
2024-02-10 22:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999941,0.006,0.01
2024-02-10 22:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999941,0.006,0.01
2024-02-11 21:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999907,0.006,0.01
2024-02-11 21:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999907,0.006,0.01
2024-02-13 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,0.5295900600000077,0.006,0.01
2024-02-13 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,0.5295900600000077,0.006,0.01
2024-02-14 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670342,0.006,0.01
2024-02-14 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670342,0.006,0.01
2024-02-14 10:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670342,0.006,0.01
2024-02-14 10:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670342,0.006,0.01
2024-02-16 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,0.529590060000012,0.006,0.01
2024-02-16 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,0.529590060000012,0.006,0.01
2024-02-17 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670525,0.006,0.01
2024-02-17 00:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670525,0.006,0.01
2024-02-17 16:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670525,0.006,0.01
2024-02-17 16:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.5389718496670525,0.006,0.01
2024-02-18 01:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,1.061984776316524,0.006,0.01
2024-02-18 01:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,1.061984776316524,0.006,0.01
2024-02-18 23:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,1.061984776316524,0.006,0.01
2024-02-18 23:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,1.061984776316524,0.006,0.01
2024-02-19 18:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999836,0.006,0.01
2024-02-19 18:00:00,2024-02-01,2024-03-01,54,31,23,0.5740740740740741,96944.10468907072,-0.2698500199999836,0.006,0.01
