Date,Day of Week,Start Date,End Date,Total Trades,Wins,Losses,WinRate,Final NAV,Daily Return,TP,SL,Entry Time Offset,Percentage Change
2024-03-28 12:00:00,Thursday,2024-03-01,2024-04-01,32,12,20,0.375,95265.7561417453,-2.127146386820401,0.013999999999999995,0.009999999999999998,70,0.0005
2024-03-28 20:00:00,Thursday,2024-03-01,2024-04-01,32,12,20,0.375,95265.7561417453,-2.127146386820401,0.013999999999999995,0.009999999999999998,70,0.0005
2024-03-30 00:00:00,Saturday,2024-03-01,2024-04-01,32,12,20,0.375,95265.7561417453,0.34678696223879857,0.013999999999999995,0.009,80,0.0005
2024-03-30 17:00:00,Saturday,2024-03-01,2024-04-01,32,12,20,0.375,95265.7561417453,0.34678696223879857,0.013999999999999995,0.009,80,0.0005
2024-03-31 08:00:00,Sunday,2024-03-01,2024-04-01,32,12,20,0.375,95265.7561417453,0.0,0.013999999999999995,0.009,80,0.0005
2024-04-01 06:00:00,Monday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.0,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-03 16:00:00,Wednesday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-1.1692201099999946,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-04 00:00:00,Thursday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-1.1692201099999953,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-05 02:00:00,Friday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.329030140000016,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-05 19:00:00,Friday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.329030140000016,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-06 08:00:00,Saturday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.0,0.009,0.012999999999999996,90,0.0002
2024-04-07 01:00:00,Sunday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.8293800900000056,0.009,0.012999999999999996,90,0.0002
2024-04-08 09:00:00,Monday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.3290301400000049,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-10 20:00:00,Wednesday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.3290301400000217,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-11 04:00:00,Thursday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.14427074233516599,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-11 21:00:00,Thursday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.14427074233516599,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-12 09:00:00,Friday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.14427074233518208,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-12 21:00:00,Friday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.14427074233518208,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-13 00:00:00,Saturday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-0.5510549180143601,0.009,0.012999999999999996,90,0.0002
2024-04-13 20:00:00,Saturday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-0.5510549180143601,0.009,0.012999999999999996,90,0.0002
2024-04-14 00:00:00,Sunday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.665638893336875,0.009,0.012999999999999996,90,0.0002
2024-04-14 05:00:00,Sunday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.665638893336875,0.009,0.012999999999999996,90,0.0002
2024-04-15 07:00:00,Monday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-1.1692201099999877,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-15 20:00:00,Monday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-1.1692201099999877,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-17 12:00:00,Wednesday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-2.3247694633437135,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-17 16:00:00,Wednesday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-2.3247694633437135,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-18 15:00:00,Thursday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-1.169220109999997,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-19 15:00:00,Friday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-1.1692201099999957,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-20 02:00:00,Saturday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-0.5510549180143629,0.009,0.012999999999999996,90,0.0002
2024-04-20 20:00:00,Saturday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-0.5510549180143629,0.009,0.012999999999999996,90,0.0002
2024-04-21 20:00:00,Sunday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-1.3690801299999822,0.009,0.012999999999999996,90,0.0002
2024-04-22 15:00:00,Monday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.3290301399999946,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-23 04:00:00,Tuesday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.0,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-24 21:00:00,Wednesday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.3290301400000086,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-25 08:00:00,Thursday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-2.324769463343709,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-25 21:00:00,Thursday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-2.324769463343709,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-26 20:00:00,Friday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.3290301400000182,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-27 04:00:00,Saturday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-0.5510549180143584,0.009,0.012999999999999996,90,0.0002
2024-04-27 12:00:00,Saturday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,-0.5510549180143584,0.009,0.012999999999999996,90,0.0002
2024-04-28 08:00:00,Sunday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,0.8293800899999987,0.009,0.012999999999999996,90,0.0002
2024-04-29 04:00:00,Monday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.3290301400000046,0.013999999999999995,0.010999999999999998,100,0.0001
2024-04-30 03:00:00,Tuesday,2024-04-01,2024-05-01,32,17,15,0.53125,100534.54569675516,1.329030139999995,0.013999999999999995,0.010999999999999998,100,0.0001
2024-05-02 09:00:00,Thursday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,0.0,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-03 00:00:00,Friday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.47653483154400605,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-03 05:00:00,Friday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.47653483154400605,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-03 12:00:00,Friday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.47653483154400605,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-04 11:00:00,Saturday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.3290301400000042,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-05 11:00:00,Sunday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756843447,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-05 18:00:00,Sunday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756843447,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-06 04:00:00,Monday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001300000006,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-07 05:00:00,Tuesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.229100130000016,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-08 08:00:00,Wednesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001299999915,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-08 20:00:00,Wednesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001299999915,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-09 15:00:00,Thursday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.2691501199999997,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-10 12:00:00,Friday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.2691501199999944,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-11 00:00:00,Saturday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.3690801299999904,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-12 01:00:00,Sunday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756841947,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-12 20:00:00,Sunday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756841947,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-13 10:00:00,Monday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.2691501200000006,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-14 04:00:00,Tuesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001299999877,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-15 11:00:00,Wednesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,0.0,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-15 18:00:00,Wednesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,0.0,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-16 03:00:00,Thursday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,0.0,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-17 00:00:00,Friday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05564911577481146,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-17 16:00:00,Friday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05564911577481146,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-18 12:00:00,Saturday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756844503,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-18 17:00:00,Saturday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756844503,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-19 10:00:00,Sunday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,0.0,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-20 01:00:00,Monday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.324092964955165,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-20 12:00:00,Monday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.324092964955165,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-20 21:00:00,Monday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.324092964955165,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-21 17:00:00,Tuesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001300000104,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-21 21:00:00,Tuesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001300000104,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-23 00:00:00,Thursday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001299999895,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-24 08:00:00,Friday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,0.0,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-25 09:00:00,Saturday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756845509,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-25 20:00:00,Saturday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-0.05824547756845509,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-26 23:00:00,Sunday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.3290301400000057,0.013999999999999995,0.012999999999999996,60,0.0002
2024-05-27 08:00:00,Monday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,-1.2691501199999968,0.012999999999999996,0.011999999999999997,70,0.0002
2024-05-29 14:00:00,Wednesday,2024-05-01,2024-06-01,27,15,12,0.5555555555555556,102639.07652379404,1.2291001300000075,0.012999999999999996,0.011999999999999997,70,0.0002
2024-06-01 00:00:00,Saturday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-0.058245477568445496,0.013999999999999995,0.012999999999999996,70,0.0007000000000000001
2024-06-01 23:00:00,Saturday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-0.058245477568445496,0.013999999999999995,0.012999999999999996,70,0.0007000000000000001
2024-06-03 02:00:00,Monday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-04 01:00:00,Tuesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.3290301399999986,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-05 00:00:00,Wednesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-1.155080008863116,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-05 23:00:00,Wednesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-1.155080008863116,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-06 08:00:00,Thursday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-07 17:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-1.3690801299999957,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-07 23:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-1.3690801299999957,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-10 06:00:00,Monday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.3290301400000046,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-11 12:00:00,Tuesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-2.7194164559763907,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-11 15:00:00,Tuesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-2.7194164559763907,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-13 04:00:00,Thursday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.329030139999996,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-13 16:00:00,Thursday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.329030139999996,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-14 16:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.3290301400000144,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-14 17:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.3290301400000144,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
