Date,Start Date,End Date,Total Trades,Wins,Losses,WinRate,Final NAV,Daily Return,TP,SL,Entry Time Offset,Percentage Change
2023-07-02 06:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.3708160471660667,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-02 07:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.3708160471660667,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-02 16:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.3708160471660667,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-02 17:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.3708160471660667,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-02 21:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.3708160471660667,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-03 08:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.0,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-03 09:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.0,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-03 10:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.0,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-03 11:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.0,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-03 12:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.0,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-03 13:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.0,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-03 14:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,0.0,0.009999999999999998,0.013999999999999995,90,0.0001
2023-07-04 08:00:00,2023-07-01,2023-08-01,31,17,14,0.5483870967741935,95129.23854311822,-1.46901014,0.009999999999999998,0.013999999999999995,90,0.0001
