Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0008, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-01,24,14,10,0.5833333333333334,-0.720418904713646,99279.58109528635,8987.73938139966
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0008, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-02,15,10,5,0.6666666666666666,2.53638304559677,101797.6915579267,4437.4441362382495
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0008, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-03,29,22,7,0.7586206896551724,11.795397994896216,113805.13442680101,461.5914526002598
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0008, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-04,31,22,9,0.7096774193548387,8.687038749046135,123691.43055286126,0.0
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0008, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-05,22,15,7,0.6818181818181818,4.563119917005176,129335.6188560475,20908.777054858787
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0008, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-06,23,16,7,0.6956521739130435,5.566925868208363,136535.63687895218,1172.9188602817303
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0008, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",Overall,144,99,45,0.6875,36.53563687895218,136535.63687895218,11674.703732848648
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0007, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-01,24,14,10,0.5833333333333334,-0.720418904713646,99279.58109528635,8987.73938139966
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0007, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-02,15,10,5,0.6666666666666666,2.53638304559677,101797.6915579267,4437.4441362382495
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0007, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-03,29,21,8,0.7241379310344828,9.182114127345173,111144.87177577835,5052.047695528134
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0007, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-04,31,22,9,0.7096774193548387,8.687038749046144,120800.06985451786,0.0
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0007, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-05,22,15,7,0.6818181818181818,4.563119917005183,126312.32190180554,20420.02196522447
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0007, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-06,23,16,7,0.6956521739130435,5.5669258682084015,133344.03522449182,1145.5011848630966
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0007, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",Overall,144,98,46,0.6805555555555556,33.34403522449182,133344.03522449182,11674.703732848648
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0006, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-01,24,14,10,0.5833333333333334,-0.720418904713646,99279.58109528635,8987.73938139966
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0006, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-02,15,10,5,0.6666666666666666,2.53638304559677,101797.6915579267,4437.4441362382495
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0006, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-03,31,22,9,0.7096774193548387,8.687038749046138,110640.89646919825,4684.699981757833
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0006, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-04,31,22,9,0.7096774193548387,8.687038749046156,120252.31401776955,0.0
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0006, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-05,23,16,7,0.6956521739130435,5.566925868208425,126946.67119394398,11978.011396150338
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0006, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-06,23,16,7,0.6956521739130435,5.566925868208386,134013.6982714691,1151.2539717236068
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0006, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",Overall,147,100,47,0.6802721088435374,34.013698271469096,134013.6982714691,11674.703732848648
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0005, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-01,25,15,10,0.6,0.23266507380113763,100232.66507380114,906.8799999999756
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0005, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-02,15,10,5,0.6666666666666666,2.5363830455967333,102774.94939688279,4480.04359994625
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0005, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-03,32,23,9,0.71875,9.73043432103699,112775.39834642547,882.5848147652578
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0005, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-04,31,22,9,0.7096774193548387,8.68703874904617,122572.24090017063,0.0
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0005, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-05,24,16,8,0.6666666666666666,4.0889889060535,127584.20623247977,12209.093108486733
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0005, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-06,23,15,8,0.6521739130434783,3.099236238167078,131538.3421862146,15456.747992965407
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0005, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",Overall,150,101,49,0.6733333333333333,31.538342186214606,131538.3421862146,3549.3833047416992
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0004, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-01,26,16,10,0.6153846153846154,1.1948986585096282,101194.89865850963,906.8799999999756
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0004, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-02,16,10,6,0.625,1.1008736829583767,102308.92666633756,8447.101871449282
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0004, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-03,32,23,9,0.71875,9.730434321037004,112264.02958016345,878.5828221811971
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0004, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-04,31,22,9,0.7096774193548387,8.68703874904614,122016.44933103287,0.0
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0004, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-05,25,17,8,0.68,5.0882431995516235,128224.9430164535,12153.732196695564
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0004, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-06,24,16,8,0.6666666666666666,4.088988906053474,133468.04671118967,8546.760959649313
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0004, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",Overall,154,104,50,0.6753246753246753,33.46804671118967,133468.04671118967,2551.961392987374
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0003, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-01,26,16,10,0.6153846153846154,1.1948986585096282,101194.89865850963,906.8799999999756
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0003, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-02,16,10,6,0.625,1.1008736829583767,102308.92666633756,8447.101871449282
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0003, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-03,32,23,9,0.71875,9.730434321037004,112264.02958016345,878.5828221811971
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0003, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-04,31,22,9,0.7096774193548387,8.68703874904614,122016.44933103287,0.0
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0003, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-05,25,17,8,0.68,5.0882431995516235,128224.9430164535,12153.732196695564
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0003, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-06,24,16,8,0.6666666666666666,4.088988906053474,133468.04671118967,8546.760959649313
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0003, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",Overall,154,104,50,0.6753246753246753,33.46804671118967,133468.04671118967,2551.961392987374
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0002, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-01,26,16,10,0.6153846153846154,1.1948986585096282,101194.89865850963,906.8799999999756
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0002, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-02,16,10,6,0.625,1.1008736829583767,102308.92666633756,8447.101871449282
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0002, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-03,33,24,9,0.7272727272727273,10.783846490518972,113341.76426413303,463.90959707583534
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0002, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-04,33,24,9,0.7272727272727273,10.783846490518975,125564.36613202303,0.0
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0002, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-05,25,17,8,0.68,5.088243199551645,131953.38645279582,12507.130700682595
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0002, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",2024-06,25,16,9,0.64,2.631743061368772,135426.0605450084,12780.635351747347
"TP=0.0096, SL=0.014, Offset=60, pctChange=0.0002, TimeLimit=120, IgnoreBefore=1080, IgnoreAfter=0",Overall,158,107,51,0.6772151898734177,35.4260605450084,135426.0605450084,2551.961392987374
