Datetime,Side,Entry Price,TP Price,SL Price,Result,Duration,Execution Duration,ROI,NAV
3/17/2024 9:00,Sell,66965,66328.8325,68036.44,-1,3:48:00,2:58:00,16.267866,116267.8659
3/17/2024 18:00,Buy,68286.6,68935.3227,67194.0144,1,1:41:00,2:58:00,17.372411,117372.4106
3/19/2024 0:00,Buy,65876.5,66502.32675,64822.476,-1,2:31:00,2:58:00,15.494452,115494.452
3/19/2024 9:00,Sell,63193.3,62592.96365,64204.3928,1,2:25:00,2:58:00,16.591649,116591.6493
3/21/2024 8:00,Sell,67002.4,66365.8772,68074.4384,1,4:15:00,2:58:00,17.69927,117699.27
3/21/2024 18:00,Sell,65359.8,64738.8819,66405.5568,-1,8:54:00,2:58:00,15.816082,115816.0817
3/22/2024 1:00,Buy,66033.7,66661.02015,64977.1608,1,2:11:00,2:58:00,16.916334,116916.3345
3/22/2024 16:00,Sell,63795.5,63189.44275,64816.228,1,2:11:00,2:58:00,18.02704,118027.0396
3/24/2024 8:00,Sell,65180.5,64561.28525,66223.388,-1,9:13:00,2:58:00,16.138607,116138.607
3/24/2024 16:00,Sell,65699.8,65075.6519,66750.9968,-1,2:59:00,2:58:00,14.280389,114280.3893
3/24/2024 18:00,Sell,66172,65543.366,67230.752,-1,2:05:00,2:58:00,12.451903,112451.9031
3/25/2024 7:00,Buy,66980,67616.31,65908.32,1,3:55:00,2:58:00,13.520196,113520.1961
3/25/2024 17:00,Sell,70996.9,70322.42945,72132.8504,1,1:17:00,2:58:00,14.598638,114598.638
3/26/2024 0:00,Sell,70521.5,69851.54575,71649.844,1,11:29:00,2:58:00,15.687325,115687.3251
3/27/2024 0:00,Sell,70574.7,69904.24035,71703.8952,1,4:28:00,2:58:00,16.786355,116786.3547
3/27/2024 23:00,Buy,69478.8,70138.8486,68367.1392,1,4:18:00,2:58:00,17.895825,117895.825
3/28/2024 12:00,Sell,71467.9,70788.95495,72611.3864,1,1:21:00,2:58:00,19.015835,119015.8354
3/28/2024 20:00,Buy,70893.9,71567.39205,69759.5976,-1,9:16:00,2:58:00,17.111582,117111.582
3/30/2024 0:00,Buy,69991.2,70656.1164,68871.3408,1,33:15:00,2:58:00,18.224142,118224.142
3/30/2024 17:00,Sell,69946.2,69281.7111,71065.3392,-1,22:41:00,2:58:00,16.332556,116332.5557
3/31/2024 8:00,Sell,70333.6,69665.4308,71458.9376,-1,12:41:00,2:58:00,14.471235,114471.2349
4/1/2024 6:00,Buy,69475.6,70135.6182,68363.9904,1,4:40:00,2:58:00,15.558712,115558.7116
4/3/2024 16:00,Sell,66022.5,65395.28625,67078.86,1,9:19:00,2:58:00,16.656519,116656.5193
4/4/2024 0:00,Buy,65806,66431.157,64753.104,1,5:21:00,2:58:00,17.764756,117764.7563
4/5/2024 2:00,Buy,67679.8,68322.7581,66596.9232,-1,0:23:00,2:58:00,15.88052,115880.5202
4/5/2024 19:00,Buy,67556.9,68198.69055,66475.9896,1,7:32:00,2:58:00,16.981385,116981.3851
4/6/2024 8:00,Sell,67850.7,67206.11835,68936.3112,-1,11:53:00,2:58:00,15.109683,115109.683
4/7/2024 1:00,Sell,69400,68740.7,70510.4,-1,27:37:00,2:58:00,13.267928,113267.928
4/8/2024 9:00,Sell,72396.5,71708.73325,73554.844,1,2:09:00,2:58:00,14.343973,114343.9734
4/10/2024 20:00,Buy,70601.8,71272.5171,69472.1712,1,8:24:00,2:58:00,15.430241,115430.2411
4/11/2024 4:00,Sell,70766.2,70093.9211,71898.4592,1,4:58:00,2:58:00,16.526828,116526.8284
4/11/2024 21:00,Buy,70080.7,70746.46665,68959.4088,1,2:23:00,2:58:00,17.633833,117633.8333
4/12/2024 9:00,Sell,70997.7,70323.22185,72133.6632,1,1:04:00,2:58:00,18.751355,118751.3547
4/12/2024 21:00,Buy,67204,67842.438,66128.736,-1,1:52:00,2:58:00,16.851333,116851.333
4/13/2024 0:00,Sell,66512,65880.136,67576.192,-1,1:42:00,2:58:00,14.981712,114981.7117
4/13/2024 20:00,Buy,64458.5,65070.85575,63427.164,1,0:07:00,2:58:00,16.074038,116074.0379
4/14/2024 0:00,Sell,63079.6,62480.3438,64088.8736,1,0:09:00,2:58:00,17.176741,117176.7413
4/14/2024 5:00,Sell,64402.5,63790.67625,65432.94,1,6:38:00,2:58:00,18.28992,118289.9203
4/15/2024 7:00,Buy,66576.9,67209.38055,65511.6696,-1,4:12:00,2:58:00,16.397282,116397.2816
4/15/2024 20:00,Sell,63385.2,62783.0406,64399.3632,1,3:29:00,2:58:00,17.503056,117503.0558
4/17/2024 12:00,Buy,61214.1,61795.63395,60234.6744,-1,0:33:00,2:58:00,15.623007,115623.0069
4/17/2024 16:00,Sell,61408.9,60825.51545,62391.4424,1,0:41:00,2:58:00,16.721425,116721.4255
4/18/2024 15:00,Buy,62727.1,63323.00745,61723.4664,1,1:04:00,2:58:00,17.830279,117830.279
4/19/2024 15:00,Sell,64628.5,64014.52925,65662.556,1,2:15:00,2:58:00,18.949667,118949.6666
4/20/2024 2:00,Buy,64088.3,64697.13885,63062.8872,1,10:48:00,2:58:00,20.079688,120079.6885
4/20/2024 20:00,Sell,64642.4,64028.2972,65676.6784,-1,4:10:00,2:58:00,18.158413,118158.4135
4/21/2024 20:00,Sell,65022.3,64404.58815,66062.6568,-1,4:52:00,2:58:00,16.267879,116267.8789
4/22/2024 15:00,Buy,66584.1,67216.64895,65518.7544,1,5:14:00,2:58:00,17.372424,117372.4237
4/23/2024 4:00,Sell,66328.5,65698.37925,67389.756,1,31:24:00,2:58:00,18.487462,118487.4617
4/24/2024 21:00,Sell,64260,63649.53,65288.16,1,10:12:00,2:58:00,19.613093,119613.0926
4/25/2024 8:00,Buy,63478.3,64081.34385,62462.6472,1,1:13:00,2:58:00,20.749417,120749.417
4/25/2024 21:00,Buy,64474.4,65086.9068,63442.8096,-1,15:26:00,2:58:00,18.817426,118817.4263
4/26/2024 20:00,Sell,63807,63200.8335,64827.912,1,1:44:00,2:58:00,19.946192,119946.1919
4/27/2024 4:00,Buy,63023.1,63621.81945,62014.7304,1,10:57:00,2:58:00,21.085681,121085.6807
4/27/2024 12:00,Sell,63071.5,62472.32075,64080.644,-1,12:09:00,2:58:00,19.14831,119148.3098
4/28/2024 8:00,Sell,63633.6,63029.0808,64651.7376,1,11:34:00,2:58:00,20.280219,120280.2187
4/29/2024 4:00,Buy,62182.7,62773.43565,61187.7768,1,7:30:00,2:58:00,21.422881,121422.8808
4/30/2024 3:00,Sell,63304.5,62703.10725,64317.372,1,2:32:00,2:58:00,22.576398,122576.3982
5/2/2024 9:00,Buy,58517.2,59073.1134,57580.9248,1,0:21:00,2:58:00,23.740874,123740.874
5/3/2024 0:00,Buy,59480.1,60045.16095,58528.4184,1,9:36:00,2:58:00,24.916412,124916.4123
5/3/2024 5:00,Buy,59150,59711.925,58203.6,1,4:32:00,2:58:00,26.103118,126103.1182
5/3/2024 12:00,Sell,61597.2,61012.0266,62582.7552,-1,5:25:00,2:58:00,24.085468,124085.4683
5/4/2024 11:00,Sell,63719,63113.6695,64738.504,1,11:18:00,2:58:00,25.26428,125264.2803
5/5/2024 11:00,Sell,64061.9,63453.31195,65086.8904,-1,18:23:00,2:58:00,23.260052,123260.0518
5/5/2024 18:00,Buy,63697.2,64302.3234,62678.0448,1,3:24:00,2:58:00,24.431022,124431.0223
5/6/2024 4:00,Buy,64194.3,64804.14585,63167.1912,1,1:20:00,2:58:00,25.613117,125613.117
5/7/2024 5:00,Buy,63645.9,64250.53605,62627.5656,1,0:24:00,2:58:00,26.806442,126806.4416
5/8/2024 8:00,Buy,62469.2,63062.6574,61469.6928,-1,9:47:00,2:58:00,24.777539,124777.5385
5/8/2024 20:00,Sell,61219.5,60637.91475,62199.012,1,12:05:00,2:58:00,25.962925,125962.9251
5/9/2024 15:00,Sell,61964.1,61375.44105,62955.5256,-1,4:45:00,2:58:00,23.947518,123947.5183
5/10/2024 12:00,Buy,61176.4,61757.5758,60197.5776,-1,2:53:00,2:58:00,21.964358,121964.358
5/11/2024 0:00,Sell,60847,60268.9535,61820.552,-1,37:23:00,2:58:00,20.012928,120012.9283
5/12/2024 1:00,Buy,60902.9,61481.47755,59928.4536,1,11:43:00,2:58:00,21.153051,121153.0511
5/12/2024 20:00,Sell,61306,60723.593,62286.896,-1,8:56:00,2:58:00,19.214602,119214.6023
5/13/2024 10:00,Sell,62820,62223.21,63825.12,1,17:11:00,2:58:00,20.347141,120347.141
5/14/2024 4:00,Sell,62031.9,61442.59695,63024.4104,1,5:32:00,2:58:00,21.490439,121490.4389
5/15/2024 11:00,Buy,64099.9,64708.84905,63074.3016,1,1:15:00,2:58:00,22.644598,122644.598
5/15/2024 18:00,Buy,65792.2,66417.2259,64739.5248,1,2:45:00,2:58:00,23.809722,123809.7217
5/16/2024 3:00,Sell,65780,65155.09,66832.48,1,10:39:00,2:58:00,24.985914,124985.9141
5/17/2024 0:00,Buy,65365.5,65986.47225,64319.652,1,3:53:00,2:58:00,26.17328,126173.2803
5/17/2024 16:00,Buy,66785.4,67419.8613,65716.8336,1,39:34:00,2:58:00,27.371926,127371.9264
5/18/2024 12:00,Sell,66761.2,66126.9686,67829.3792,1,28:12:00,2:58:00,28.58196,128581.9597
5/18/2024 17:00,Sell,66914.6,66278.9113,67985.2336,1,23:06:00,2:58:00,29.803488,129803.4883
5/19/2024 10:00,Sell,66844.8,66209.7744,67914.3168,1,6:12:00,2:58:00,31.036621,131036.6215
5/20/2024 1:00,Buy,66640,67273.08,65573.76,1,6:27:00,2:58:00,32.281469,132281.4694
5/20/2024 12:00,Sell,66927.9,66292.08495,67998.7464,-1,1:41:00,2:58:00,30.164966,130164.9659
5/20/2024 21:00,Sell,71444.1,70765.38105,72587.2056,1,1:26:00,2:58:00,31.401533,131401.5331
5/21/2024 17:00,Sell,69436.8,68777.1504,70547.7888,-1,19:45:00,2:58:00,29.299109,129299.1085
5/21/2024 21:00,Buy,70150.5,70816.92975,69028.092,-1,21:11:00,2:58:00,27.230323,127230.3228
5/23/2024 0:00,Sell,69523.9,68863.42295,70636.2824,1,10:39:00,2:58:00,28.439011,128439.0109
5/24/2024 8:00,Buy,67378.1,68018.19195,66300.0504,1,3:33:00,2:58:00,29.659181,129659.1815
5/25/2024 9:00,Buy,69126.3,69782.99985,68020.2792,1,51:02:00,2:58:00,30.890944,130890.9437
5/25/2024 20:00,Sell,69132.4,68475.6422,70238.5184,1,22:34:00,2:58:00,32.134408,132134.4076
5/26/2024 23:00,Buy,69153.9,69810.86205,68047.4376,1,13:08:00,2:58:00,33.389685,133389.6845
5/27/2024 8:00,Sell,68608.3,67956.52115,69706.0328,-1,4:02:00,2:58:00,31.25545,131255.4496
5/29/2024 14:00,Buy,67646.6,68289.2427,66564.2544,1,11:32:00,2:58:00,32.502376,132502.3763
6/1/2024 0:00,Sell,67769,67125.1945,68853.304,-1,51:15:00,2:58:00,30.382338,130382.3383
6/1/2024 23:00,Buy,67756.8,68400.4896,66672.6912,1,12:30:00,2:58:00,31.620971,131620.9705
6/3/2024 2:00,Sell,68589.9,67938.29595,69687.3384,-1,7:41:00,2:58:00,29.515035,129515.035
6/4/2024 1:00,Buy,69234.2,69891.9249,68126.4528,1,10:04:00,2:58:00,30.745428,130745.4278
6/5/2024 0:00,Sell,70903.8,70230.2139,72038.2608,1,41:03:00,2:58:00,31.987509,131987.5094
6/5/2024 23:00,Buy,71171.4,71847.5283,70032.6576,1,34:02:00,2:58:00,33.241391,133241.3907
6/6/2024 8:00,Sell,71059.9,70384.83095,72196.8584,1,9:03:00,2:58:00,34.507184,134507.1839
6/7/2024 17:00,Sell,69302.8,68644.4234,70411.6448,1,77:59:00,2:58:00,35.785002,135785.0022
6/7/2024 23:00,Buy,69480.1,70140.16095,68368.4184,1,61:51:00,2:58:00,37.07496,137074.9597
6/10/2024 6:00,Sell,69457.4,68797.5547,70568.7184,1,16:55:00,2:58:00,38.377172,138377.1718
6/11/2024 12:00,Buy,66906.4,67542.0108,65835.8976,1,4:54:00,2:58:00,39.691755,139691.755
6/11/2024 15:00,Sell,66776.4,66142.0242,67844.8224,-1,16:03:00,2:58:00,37.456687,137456.6869
6/13/2024 4:00,Buy,67516.5,68157.90675,66436.236,1,5:32:00,2:58:00,38.762525,138762.5254
6/13/2024 16:00,Sell,66890,66254.545,67960.24,1,21:10:00,2:58:00,40.080769,140080.7694
6/14/2024 16:00,Sell,65497.4,64875.1747,66545.3584,-1,2:38:00,2:58:00,37.839477,137839.4771
6/14/2024 17:00,Buy,65540.3,66162.93285,64491.6552,1,1:32:00,2:58:00,39.148952,139148.9521
6/16/2024 11:00,Buy,66697.1,67330.72245,65629.9464,-1,19:58:00,2:58:00,36.922569,136922.5689
6/16/2024 17:00,Sell,66545.4,65913.2187,67610.1264,1,11:14:00,2:58:00,38.223333,138223.3333
6/17/2024 4:00,Sell,66089.5,65461.64975,67146.932,1,6:08:00,2:58:00,39.536455,139536.455
6/17/2024 12:00,Buy,65391.1,66012.31545,64344.8424,1,1:49:00,2:58:00,40.862051,140862.0513
6/18/2024 2:00,Buy,65601.4,66224.6133,64551.7776,-1,9:07:00,2:58:00,38.608258,138608.2585
6/18/2024 16:00,Sell,64643.6,64029.4858,65677.8976,1,0:49:00,2:58:00,39.925037,139925.0369
6/20/2024 18:00,Sell,65051.8,64433.8079,66092.6288,1,7:00:00,2:58:00,41.254325,141254.3248
6/21/2024 8:00,Buy,63867.4,64474.1403,62845.5216,1,19:46:00,2:58:00,42.596241,142596.2409
6/21/2024 20:00,Sell,64154.1,63544.63605,65180.5656,1,46:12:00,2:58:00,43.950905,143950.9051
6/23/2024 12:00,Sell,64168.2,63558.6021,65194.8912,1,6:12:00,2:58:00,45.318439,145318.4387
6/24/2024 2:00,Buy,62838.5,63435.46575,61833.084,-1,4:32:00,2:58:00,42.993344,142993.3437
6/25/2024 4:00,Buy,61114.7,61695.28965,60136.8648,1,7:24:00,2:58:00,44.35178,144351.7805
6/25/2024 12:00,Sell,61789.7,61202.69785,62778.3352,1,3:03:00,2:58:00,45.723122,145723.1224
6/26/2024 13:00,Sell,61381.3,60798.17765,62363.4008,1,3:07:00,2:58:00,47.107492,147107.4921
6/27/2024 8:00,Sell,61125,60544.3125,62103,-1,3:03:00,2:58:00,44.753772,144753.7722
6/28/2024 8:00,Buy,61550.1,62134.82595,60565.2984,-1,8:19:00,2:58:00,42.437712,142437.7118
6/28/2024 16:00,Sell,60837.3,60259.34565,61810.6968,1,0:19:00,2:58:00,43.79087,143790.8701
6/29/2024 3:00,Buy,60775,61352.3625,59802.6,1,25:07:00,2:58:00,45.156883,145156.8834
6/30/2024 6:00,Sell,61555.6,60970.8218,62540.4896,-1,13:28:00,2:58:00,42.834373,142834.3732
