Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.0095, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,30,8,0.789473684,16.72139942,116721.3994,0
"TP=0.0095, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,18,8,0.692307692,4.201652532,121625.6271,0
"TP=0.0095, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-03,45,26,19,0.577777778,-5.882306523,114471.2349,226662.7077
"TP=0.0095, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-04,37,26,11,0.702702703,7.080524067,122576.3982,1330.56833
"TP=0.0095, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-05,38,27,11,0.710526316,8.097789045,132502.3763,11275.86946
"TP=0.0095, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-06,35,25,10,0.714285714,7.79759366,142834.3732,6140.562585
"TP=0.0095, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",Overall,219,152,67,0.694063927,42.83437323,142834.3732,0
"TP=0.0096, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,30,8,0.789473684,17.06876705,117068.767,0
"TP=0.0096, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,18,8,0.692307692,4.387606951,122205.2844,0
"TP=0.0096, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-03,45,26,19,0.577777778,-5.63960296,115313.3916,221095.6444
"TP=0.0096, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-04,37,26,11,0.702702703,7.356655193,123796.6002,1238.0776
"TP=0.0096, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-05,38,27,11,0.710526316,8.387279083,134179.7665,10723.64532
"TP=0.0096, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-06,35,25,10,0.714285714,8.06486912,145001.1891,6126.146289
"TP=0.0096, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",Overall,219,152,67,0.694063927,45.00118909,145001.1891,0
"TP=0.0097, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,28,10,0.736842105,11.51594258,111515.9426,0
"TP=0.0097, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,18,8,0.692307692,4.573874751,116616.5421,0
"TP=0.0097, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-03,45,26,19,0.577777778,-5.396297663,110323.5664,204630.43
"TP=0.0097, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-04,37,25,12,0.675675676,4.893864907,115722.6527,1086.615389
"TP=0.0097, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-05,38,27,11,0.710526316,8.677515599,125764.5039,9402.609841
"TP=0.0097, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-06,35,25,10,0.714285714,8.332780697,136244.1842,5655.55482
"TP=0.0097, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",Overall,219,149,70,0.680365297,36.24418423,136244.1842,0
"TP=0.0098, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,28,10,0.736842105,11.82560137,111825.6014,0
"TP=0.0098, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,17,9,0.653846154,2.083867226,114155.8984,0
"TP=0.0098, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-03,45,26,19,0.577777778,-5.152389199,108274.1422,194082.309
"TP=0.0098, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-04,37,24,13,0.648648649,2.467247971,110945.5338,14751.65555
"TP=0.0098, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-05,38,27,11,0.710526316,8.968500444,120895.6845,8417.990169
"TP=0.0098, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-06,35,25,10,0.714285714,8.601329843,131294.3211,5353.559603
"TP=0.0098, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",Overall,219,147,72,0.671232877,31.29432111,131294.3211,0
"TP=0.0099, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,27,11,0.710526316,9.260235472,109260.2355,1785.755158
"TP=0.0099, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,17,9,0.653846154,2.255861808,111724.9954,0
"TP=0.0099, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-03,45,26,19,0.577777778,-4.907876134,106241.671,183841.4732
"TP=0.0099, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-04,37,24,13,0.648648649,2.711060274,109121.9467,13289.66984
"TP=0.0099, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-05,38,27,11,0.710526316,9.260235472,119226.896,7692.474841
"TP=0.0099, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-06,35,24,11,0.685714286,6.07841343,126473.9996,5197.751257
"TP=0.0099, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",Overall,219,145,74,0.662100457,26.47399963,126473.9996,1785.755158
"TP=0.01, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,27,11,0.710526316,9.552722543,109552.7225,1706.852934
"TP=0.01, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,17,9,0.653846154,2.4281291,112212.8041,0
"TP=0.01, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-03,45,26,19,0.577777778,-4.662757028,106980.5937,178499.2418
"TP=0.01, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-04,37,24,13,0.648648649,2.955428481,110142.3286,12656.0863
"TP=0.01, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-05,38,27,11,0.710526316,9.552722543,120663.9197,7171.278049
"TP=0.01, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-06,35,24,11,0.685714286,6.330793179,128302.9029,5177.492031
"TP=0.01, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",Overall,219,145,74,0.662100457,28.30290285,128302.9029,1706.852934
"TP=0.012, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,25,13,0.657894737,9.256954919,109256.9549,12510.14119
"TP=0.012, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,17,9,0.653846154,5.931372302,115737.3917,0
"TP=0.012, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-03,45,22,23,0.488888889,-10.28634738,103832.2415,361929.9505
"TP=0.012, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-04,37,22,15,0.594594595,2.069914635,105981.4803,45216.09315
"TP=0.012, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-05,38,25,13,0.657894737,9.256954919,115792.1381,38324.56695
"TP=0.012, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-06,35,21,14,0.6,2.499592928,118686.4702,8118.523742
"TP=0.012, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",Overall,219,132,87,0.602739726,18.68647024,118686.4702,12510.14119
"TP=0.013, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-01,38,25,13,0.657894737,11.98823852,111988.2385,11764.72139
"TP=0.013, SL=0.016, Method=percentage_change, pctChange=8e-05, TimeLimit=100000000",2024-02,26,17,9,0.653846154,7.724988651,120639.3172,0
