"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-02-01 05:00:00,Buy,42211.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,0.000000
1,2024-02-03 01:00:00,Buy,43167.9,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,100000,"",0.000000
2,2024-02-04 05:00:00,Buy,42840.2,42780.22372,43379.146852,42224.080812,-1,15:53:00,00:06:00,-1.36908,98630.91987,"",-1.369080
3,2024-02-05 09:00:00,Sell,43175.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98630.91987,Signal around economic event,0.000000
4,2024-02-07 09:00:00,Buy,43049.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98630.91987,Signal around economic event,0.000000
5,2024-02-08 01:00:00,Sell,44582.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98630.91987,Signal around economic event,0.000000
6,2024-02-08 17:00:00,Buy,45187.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98630.91987,Signal around economic event,0.000000
7,2024-02-09 01:00:00,Buy,45842.1,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,98630.91987,"",0.000000
8,2024-02-10 23:00:00,Sell,47755.0,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,98630.91987,"",0.000000
9,2024-02-11 22:00:00,Buy,48168.7,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,98630.91987,"",0.000000
10,2024-02-13 01:00:00,Sell,50033.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98630.91987,Signal around economic event,0.000000
11,2024-02-14 01:00:00,Buy,49498.1,49428.80266,50120.805897,48786.228225,1,04:25:00,01:47:00,1.32903,99941.754522,"",-0.058245
12,2024-02-14 11:00:00,Sell,51653.2,51725.51448,51001.357277,52397.946168,-1,11:41:00,00:02:00,-1.36908,98573.47182,"",-0.058245
13,2024-02-16 01:00:00,Sell,52100.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98573.47182,Signal around economic event,0.000000
14,2024-02-16 05:00:00,Sell,52125.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98573.47182,Signal around economic event,0.000000
15,2024-02-17 01:00:00,Buy,51921.9,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,98573.47182,"",0.000000
16,2024-02-17 17:00:00,Buy,51278.7,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,98573.47182,"",0.000000
17,2024-02-18 02:00:00,Sell,51485.7,51557.77998,50835.971060,52228.031120,-1,18:12:00,00:21:00,-1.36908,97223.922004,"",-1.369080
18,2024-02-19 00:00:00,Sell,51990.1,52062.88614,51334.005734,52739.703660,1,23:36:00,00:08:00,1.32903,98516.05723,"",2.675723
19,2024-02-19 09:00:00,Sell,52417.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98516.05723,One open trade with the same side,2.675723
20,2024-02-19 13:00:00,Sell,52219.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98516.05723,One open trade with the same side,2.675723
21,2024-02-19 19:00:00,Buy,51931.8,51859.09548,52585.122817,51184.927239,1,16:40:00,00:14:00,1.32903,99825.365324,"",2.675723
22,2024-02-21 01:00:00,Sell,52174.0,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,99825.365324,"",0.000000
23,2024-02-22 09:00:00,Sell,51806.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,99825.365324,Signal around economic event,0.000000
24,2024-02-24 06:00:00,Sell,51066.8,51138.29352,50422.357411,51803.091336,-1,18:01:00,00:23:00,-1.36908,98458.676082,"",-1.369080
25,2024-02-25 09:00:00,Sell,51625.0,51697.27500,50973.513150,52369.339575,1,22:28:00,00:45:00,1.32903,99767.221563,"",1.329030
26,2024-02-26 18:00:00,Sell,54401.8,54477.96252,53715.271045,55186.176033,-1,06:01:00,00:03:00,-1.36908,98401.328356,"",-1.369080
27,2024-02-27 03:00:00,Sell,55998.5,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98401.328356,Signal around economic event,0.000000
28,2024-02-28 14:00:00,Sell,61030.4,61115.84256,60260.220764,61910.348513,-1,01:03:00,00:09:00,-1.36908,97054.135322,"",-1.369080
29,2024-02-29 17:00:00,Buy,60847.5,60762.31350,61612.985889,59972.403425,1,01:08:00,00:02:00,1.32903,98344.014033,"",2.675723
30,2024-02-29 23:00:00,Buy,61708.2,61621.80852,62484.513839,60820.725009,1,11:54:00,00:05:00,1.32903,99651.03562,"",2.675723
