"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
36,2024-03-25 08:00:00,Buy,66919.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,95845.528141,Signal around economic event,1.329030
37,2024-03-25 10:00:00,Buy,66945.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,95845.528141,Signal around economic event,1.329030
38,2024-03-25 18:00:00,Sell,70750.1,70785.47505,69794.478399,71493.329801,1,02:37:00,00:00:00,1.32903,97119.344098,"",1.329030
39,2024-03-26 01:00:00,Sell,70271.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,97119.344098,Signal around economic event,0.000000
40,2024-03-27 01:00:00,Sell,70422.0,70457.21100,69470.810046,71161.783110,1,07:10:00,00:06:00,1.32903,98410.089453,"",0.245529
41,2024-03-27 05:00:00,Sell,70500.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98410.089453,One open trade with the same side,0.245529
42,2024-03-27 11:00:00,Sell,70313.1,70348.25655,69363.380958,71051.739116,-1,01:04:00,00:11:00,-1.06929,97357.800109,"",0.245529
43,2024-03-28 00:00:00,Buy,69774.7,69739.81265,70716.170027,69042.414524,-1,01:53:00,00:01:00,-1.06929,96316.762791,"",-0.826387
44,2024-03-28 13:00:00,Sell,70927.1,70962.56355,69969.087660,71672.189186,1,17:49:00,00:00:00,1.32903,97596.841598,"",-0.826387
45,2024-03-28 21:00:00,Buy,70840.2,70804.77990,71796.046819,70096.732101,-1,08:14:00,00:03:00,-1.06929,96553.248233,"",-0.826387
46,2024-03-30 01:00:00,Buy,70053.7,70018.67315,70998.934574,69318.486419,1,40:45:00,00:04:00,1.32903,97836.470003,"",0.245529
47,2024-03-30 17:00:00,Sell,70070.4,70105.43520,69123.959107,70806.489552,-1,19:25:00,00:01:00,-1.06929,96790.314315,"",0.245529
48,2024-03-31 09:00:00,Sell,70342.8,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,96790.314315,"Two open trades, last one with different side",1.329030
49,2024-03-31 21:00:00,Sell,70786.2,70821.59310,69830.090797,71529.809031,1,07:55:00,00:03:00,1.32903,98076.686765,"",1.329030
