"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-03-01 09:00:00,Buy,62164.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,-1.069290
1,2024-03-01 12:00:00,Buy,62523.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,-1.069290
2,2024-03-01 20:00:00,Buy,62519.7,62488.44015,63363.278312,61863.555749,-1,08:25:00,00:00:00,-1.06929,98930.7099,"",-1.069290
3,2024-03-02 17:00:00,Sell,61961.2,61992.18060,61124.290072,62612.102406,-1,18:07:00,00:29:00,-1.06929,97872.853613,"",-1.069290
4,2024-03-03 20:00:00,Sell,62839.9,62871.31995,61991.121471,63500.033149,-1,03:27:00,00:01:00,-1.06929,96826.308879,"",-1.069290
5,2024-03-04 09:00:00,Sell,65488.2,65520.94410,64603.650883,66176.153541,1,04:13:00,00:00:00,1.32903,98113.159707,"",2.675723
6,2024-03-04 22:00:00,Buy,67843.9,67809.97805,68759.317743,67131.878269,1,02:57:00,00:03:00,1.32903,99417.113171,"",2.675723
7,2024-03-05 11:00:00,Sell,66749.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,99417.113171,Signal around economic event,-1.069290
8,2024-03-05 13:00:00,Sell,67832.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,99417.113171,Signal around economic event,-1.069290
9,2024-03-05 21:00:00,Buy,63286.9,63255.25655,64140.830142,62622.703985,-1,00:31:00,00:02:00,-1.06929,98354.055822,"",-1.069290
10,2024-03-07 15:00:00,Sell,67444.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98354.055822,Signal around economic event,0.000000
11,2024-03-08 09:00:00,Sell,67246.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98354.055822,Signal around economic event,-2.127146
12,2024-03-08 16:00:00,Sell,67936.2,67970.16810,67018.585747,68649.869781,-1,00:56:00,00:00:00,-1.06929,97302.36564,"",-2.127146
13,2024-03-08 21:00:00,Buy,68692.3,68657.95385,69619.165204,67971.374312,-1,00:05:00,00:00:00,-1.06929,96261.921078,"",-2.127146
14,2024-03-10 02:00:00,Sell,69048.5,69083.02425,68115.861910,69773.854493,-1,00:58:00,00:34:00,-1.06929,95232.601885,"",-1.069290
15,2024-03-11 09:00:00,Sell,71722.0,71757.86100,70753.250946,72475.439610,-1,03:33:00,00:01:00,-1.06929,94214.289102,"",-1.069290
16,2024-03-12 18:00:00,Sell,71226.8,71262.41340,70264.739612,71975.037534,-1,06:40:00,00:00:00,-1.06929,93206.865035,"",-1.069290
17,2024-03-13 01:00:00,Buy,71940.7,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,93206.865035,"",0.245529
18,2024-03-13 04:00:00,Buy,72213.8,72177.69310,73188.180803,71455.916169,1,02:06:00,00:16:00,1.32903,94445.612364,"",0.245529
19,2024-03-13 20:00:00,Buy,73167.9,73131.31605,74155.154475,72400.002889,-1,15:35:00,00:00:00,-1.06929,93435.714781,"",0.245529
20,2024-03-14 17:00:00,Sell,70987.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,93435.714781,Signal around economic event,0.000000
21,2024-03-15 05:00:00,Buy,67398.5,67364.80075,68307.907961,66691.152743,1,00:36:00,00:00:00,1.32903,94677.503592,"",2.675723
22,2024-03-15 21:00:00,Buy,68073.6,68039.56320,68992.117085,67359.167568,1,00:59:00,00:00:00,1.32903,95935.796151,"",2.675723
23,2024-03-16 20:00:00,Sell,67464.6,67498.33230,66553.355648,68173.315623,1,00:29:00,00:00:00,1.32903,97210.811797,"",1.329030
24,2024-03-17 03:00:00,Sell,66517.3,66550.55865,65618.850829,67216.064237,1,02:49:00,00:00:00,1.32903,98502.772785,"",-0.826387
25,2024-03-17 10:00:00,Sell,67099.9,67133.44995,66193.581651,67804.784449,-1,04:53:00,00:00:00,-1.06929,97449.492387,"",-0.826387
26,2024-03-17 19:00:00,Buy,68481.1,68446.85945,69405.115482,67762.390856,-1,04:44:00,00:01:00,-1.06929,96407.474613,"",-0.826387
27,2024-03-19 01:00:00,Buy,66054.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,96407.474613,Signal around economic event,0.000000
28,2024-03-19 10:00:00,Sell,63421.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,96407.474613,Signal around economic event,0.000000
29,2024-03-21 09:00:00,Sell,66905.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,96407.474613,Signal around economic event,-1.069290
30,2024-03-21 19:00:00,Sell,65390.0,65422.69500,64506.777270,66076.921950,-1,07:40:00,00:00:00,-1.06929,95376.599031,"",-1.069290
31,2024-03-22 02:00:00,Buy,65564.9,65532.11755,66449.567196,64876.796374,1,03:08:00,00:00:00,1.32903,96644.182779,"",2.675723
32,2024-03-22 17:00:00,Sell,63629.1,63660.91455,62769.661746,64297.523695,1,03:45:00,00:00:00,1.32903,97928.613096,"",2.675723
33,2024-03-24 09:00:00,Sell,65018.0,65050.50900,64139.801874,65701.014090,-1,02:16:00,00:01:00,-1.06929,96881.472131,"",-2.127146
34,2024-03-24 17:00:00,Sell,65443.8,65476.52190,64559.850593,66131.287119,-1,02:10:00,00:11:00,-1.06929,95845.528141,"",-2.127146
35,2024-03-24 19:00:00,Sell,66000.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,95845.528141,One open trade with the same side,-2.127146
