"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-07-02 09:00:00,Sell,62778.9,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,100000,"",0.000000
1,2024-07-04 09:00:00,Buy,57400.1,57382.87997,58071.474530,56694.285410,1,01:57:00,00:00:00,1.12917,101129.17012,"",1.129170
2,2024-07-05 09:00:00,Sell,53925.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101129.17012,Signal around economic event,0.000000
3,2024-07-06 11:00:00,Buy,56703.3,56686.28901,57366.524478,56006.053542,1,04:18:00,00:04:00,1.12917,102271.090492,"",1.129170
4,2024-07-07 01:00:00,Buy,57886.7,57869.33399,58563.765998,57174.901982,-1,06:15:00,00:00:00,-1.26915,100973.116824,"",-0.154311
5,2024-07-07 09:00:00,Sell,57590.0,57607.27700,56915.989676,58298.564324,1,04:08:00,00:00:00,1.12917,102113.275088,"",-0.154311
6,2024-07-07 13:00:00,Sell,57179.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,102113.275088,One open trade with the same side,-0.154311
7,2024-07-08 02:00:00,Buy,54865.1,54848.64047,55506.824156,54190.456784,1,02:31:00,00:05:00,1.12917,103266.307679,"",1.129170
8,2024-07-09 06:00:00,Buy,57404.8,57387.57856,58076.229503,56698.927617,1,08:04:00,00:00:00,1.12917,104432.359969,"",1.129170
9,2024-07-10 01:00:00,Buy,57480.9,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,104432.359969,"",0.000000
10,2024-07-11 09:00:00,Buy,58165.8,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,104432.359969,Signal around economic event,-1.269150
11,2024-07-11 12:00:00,Sell,58695.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,104432.359969,Signal around economic event,-1.269150
12,2024-07-11 17:00:00,Buy,57750.8,57733.47476,58426.276457,57040.673063,-1,08:04:00,00:00:00,-1.26915,103106.956548,"",-1.269150
13,2024-07-11 19:00:00,Buy,57720.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103106.956548,One open trade with the same side,-1.269150
