"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
14,2024-07-12 11:00:00,Sell,57109.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103106.956548,Signal around economic event,0.000000
15,2024-07-13 17:00:00,Buy,58629.1,58611.51127,59314.849405,57908.173135,1,05:47:00,00:01:00,1.12917,104271.209493,"",1.129170
16,2024-07-14 05:00:00,Sell,60038.2,60056.21146,59335.536922,60776.885998,-1,16:13:00,00:00:00,-1.26915,102947.851312,"",-1.269150
17,2024-07-15 01:00:00,Buy,61371.1,61352.68867,62088.920934,60616.456406,1,01:18:00,00:00:00,1.12917,104110.307688,"",2.271090
18,2024-07-15 19:00:00,Buy,63482.0,63462.95540,64224.510865,62701.399935,1,02:58:00,00:03:00,1.12917,105285.890175,"",2.271090
19,2024-07-16 21:00:00,Buy,64654.6,64635.20362,65410.826063,63859.581177,1,03:22:00,00:00:00,1.12917,106474.746987,"",1.129170
20,2024-07-17 01:00:00,Buy,65709.2,65689.48724,66477.761087,64901.213393,-1,06:29:00,00:40:00,-1.26915,105123.422608,"",-1.269150
21,2024-07-18 21:00:00,Sell,63786.5,63805.63595,63039.968319,64571.303581,-1,16:22:00,00:04:00,-1.26915,103789.248564,"",-1.269150
22,2024-07-19 04:00:00,Sell,64184.5,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103789.248564,One open trade with the same side,1.129170
23,2024-07-19 09:00:00,Sell,64059.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103789.248564,One open trade with the same side,1.129170
24,2024-07-19 18:00:00,Buy,66607.8,66587.81766,67386.871472,65788.763848,1,23:06:00,00:00:00,1.12917,104961.205746,"",1.129170
25,2024-07-20 02:00:00,Buy,66306.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,104961.205746,One open trade with the same side,0.000000
26,2024-07-21 14:00:00,Buy,66785.2,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,104961.205746,"",1.129170
27,2024-07-21 23:00:00,Sell,68060.0,68080.41800,67263.452984,68897.383016,1,07:27:00,00:00:00,1.12917,106146.396319,"",1.129170
28,2024-07-22 21:00:00,Buy,67826.1,67805.75217,68619.421196,66992.083144,-1,07:32:00,00:00:00,-1.26915,104799.239203,"",-1.269150
29,2024-07-23 00:00:00,Buy,67570.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,104799.239203,One open trade with the same side,-1.269150
30,2024-07-23 05:00:00,Buy,66718.0,66697.98460,67498.360415,65897.608785,-1,11:36:00,00:08:00,-1.26915,103469.179533,"",-1.269150
31,2024-07-24 10:00:00,Buy,66468.0,66448.05960,67245.436315,65650.682885,ended before data with loss,09:42:00,00:01:00,-0.457938,102995.354709,"",-0.457938
32,2024-07-25 23:00:00,Sell,65742.1,65761.82263,64972.680758,66550.964502,-1,03:02:00,00:09:00,-1.26915,101688.189041,"",-1.269150
33,2024-07-26 01:00:00,Sell,66470.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101688.189041,One open trade with the same side,0.000000
34,2024-07-26 13:00:00,Sell,67240.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101688.189041,Signal around economic event,0.000000
35,2024-07-26 17:00:00,Buy,67277.0,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,101688.189041,"",0.000000
36,2024-07-27 11:00:00,Sell,68073.5,68093.92205,67276.794985,68911.049115,-1,02:04:00,00:20:00,-1.26915,100397.613268,"",-0.154311
37,2024-07-27 13:00:00,Sell,68505.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100397.613268,One open trade with the same side,-0.154311
38,2024-07-27 15:00:00,Sell,68788.9,68809.53667,67983.822230,69635.251110,1,03:51:00,00:00:00,1.12917,101531.273118,"",-0.154311
39,2024-07-27 17:00:00,Sell,68716.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101531.273118,One open trade with the same side,-0.154311
40,2024-07-28 05:00:00,Buy,67083.0,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,101531.273118,"",0.000000
41,2024-07-29 00:00:00,Sell,68694.4,68715.00832,67890.428220,69539.588420,-1,02:24:00,00:00:00,-1.26915,100242.688844,"",-2.522193
42,2024-07-29 20:00:00,Buy,67284.0,67263.81480,68070.980578,66456.649022,-1,04:09:00,00:01:00,-1.26915,98970.458638,"",-2.522193
43,2024-07-30 16:00:00,Sell,66168.1,66187.95043,65393.695025,66982.205835,1,03:59:00,00:00:00,1.12917,100088.003485,"",1.129170
44,2024-07-31 17:00:00,Sell,66375.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100088.003485,Signal around economic event,1.129170
45,2024-07-31 21:00:00,Sell,64739.6,64759.02188,63981.913617,65536.130143,1,04:53:00,00:00:00,1.12917,101218.167314,"",1.129170
