"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
19,2024-03-13 20:00:00,Buy,73058.0,72955.71880,73831.187426,72299.117331,1,08:31:00,01:14:00,1.12917,99918.465962,"",2.271090
20,2024-03-14 17:00:00,Sell,70387.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,99918.465962,Signal around economic event,0.000000
21,2024-03-15 05:00:00,Buy,67868.6,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,99918.465962,"",0.000000
22,2024-03-15 21:00:00,Buy,68423.5,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,99918.465962,"",0.000000
23,2024-03-16 20:00:00,Sell,66624.4,66717.67416,65917.062070,67318.133227,1,00:47:00,00:00:00,1.12917,101046.715424,"",1.129170
24,2024-03-17 03:00:00,Sell,66489.1,66582.18474,65783.198523,67181.424403,1,01:24:00,00:50:00,1.12917,102187.704742,"",1.279715
25,2024-03-17 10:00:00,Sell,67283.9,67378.09746,66569.560290,67984.500337,1,00:46:00,00:47:00,1.12917,103341.57777,"",1.279715
26,2024-03-17 19:00:00,Buy,68550.9,68454.92874,69276.387885,67838.834381,-1,03:45:00,00:10:00,-0.96936,102339.825759,"",1.279715
27,2024-03-19 01:00:00,Buy,66374.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,102339.825759,Signal around economic event,0.000000
28,2024-03-19 10:00:00,Sell,62895.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,102339.825759,Signal around economic event,0.000000
29,2024-03-21 09:00:00,Sell,66844.6,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,102339.825759,Signal around economic event,1.129170
30,2024-03-21 19:00:00,Sell,65793.8,65885.91132,65095.280384,66478.884522,1,00:29:00,00:00:00,1.12917,103495.416492,"",1.129170
31,2024-03-22 02:00:00,Buy,65934.9,65842.59114,66632.702234,65250.007820,1,02:04:00,00:45:00,1.12917,104664.055811,"",2.271090
32,2024-03-22 17:00:00,Sell,63558.1,63647.08134,62883.316364,64219.905072,1,02:55:00,00:05:00,1.12917,105845.891055,"",2.271090
33,2024-03-24 09:00:00,Sell,65074.0,65165.10360,64383.122357,65751.589532,-1,02:34:00,00:00:00,-0.96936,104819.863231,"",-1.929324
34,2024-03-24 17:00:00,Sell,65674.2,65766.14388,64976.950153,66358.039175,-1,01:46:00,00:06:00,-0.96936,103803.78131,"",-1.929324
35,2024-03-24 19:00:00,Sell,66179.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103803.78131,One open trade with the same side,-1.929324
36,2024-03-25 08:00:00,Buy,66870.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103803.78131,Signal around economic event,1.129170
37,2024-03-25 10:00:00,Buy,66844.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103803.78131,Signal around economic event,1.129170
38,2024-03-25 18:00:00,Sell,70762.1,70861.16694,70010.832937,71498.917442,1,01:32:00,00:26:00,1.12917,104975.902592,"",1.129170
39,2024-03-26 01:00:00,Sell,70243.7,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,104975.902592,Signal around economic event,0.000000
40,2024-03-27 01:00:00,Sell,70253.8,70352.15532,69507.929456,70985.324718,1,06:44:00,00:02:00,1.12917,106161.259117,"",0.148864
41,2024-03-27 05:00:00,Sell,70433.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,106161.259117,One open trade with the same side,0.148864
42,2024-03-27 11:00:00,Sell,70233.6,70331.92704,69487.943916,70964.914383,-1,00:33:00,00:11:00,-0.96936,105132.17424,"",0.148864
43,2024-03-28 00:00:00,Buy,69569.9,69472.50214,70306.172166,68847.249621,1,05:15:00,00:08:00,1.12917,106319.295338,"",2.271090
44,2024-03-28 13:00:00,Sell,71017.1,71116.52394,70263.125653,71756.572655,1,14:56:00,00:07:00,1.12917,107519.821053,"",2.271090
45,2024-03-28 21:00:00,Buy,70644.0,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,107519.821053,"",2.271090
46,2024-03-30 01:00:00,Buy,69947.0,69849.07420,70687.263090,69220.432532,1,32:31:00,01:25:00,1.12917,108733.902746,"",0.148864
47,2024-03-30 17:00:00,Sell,69946.1,70044.02454,69203.496246,70674.420761,-1,17:48:00,00:05:00,-0.96936,107679.879688,"",0.148864
48,2024-03-31 09:00:00,Sell,70356.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,107679.879688,"Two open trades, last one with different side",1.129170
49,2024-03-31 21:00:00,Sell,70947.2,71046.52608,70193.967767,71685.944815,1,07:20:00,00:02:00,1.12917,108895.768715,"",1.129170
