"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-03-01 09:00:00,Buy,62063.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,-0.969360
1,2024-03-01 12:00:00,Buy,62556.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,-0.969360
2,2024-03-01 20:00:00,Buy,62633.8,62546.11268,63296.666032,61983.197666,-1,07:16:00,00:39:00,-0.96936,99030.63991,"",-0.969360
3,2024-03-02 17:00:00,Sell,62001.2,62088.00168,61342.945660,62646.793695,1,12:35:00,00:38:00,1.12917,100148.864306,"",1.129170
4,2024-03-03 20:00:00,Sell,62695.8,62783.57412,62030.171231,63348.626287,-1,02:41:00,00:11:00,-0.96936,99178.061184,"",-0.969360
5,2024-03-04 09:00:00,Sell,65141.2,65232.39768,64449.608908,65819.489259,-1,04:08:00,00:07:00,-0.96936,98216.668641,"",-1.929324
6,2024-03-04 22:00:00,Buy,68387.7,68291.95722,69111.460707,67677.329605,-1,00:10:00,00:00:00,-0.96936,97264.595454,"",-1.929324
7,2024-03-05 11:00:00,Sell,67082.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,97264.595454,Signal around economic event,1.129170
8,2024-03-05 13:00:00,Sell,67692.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,97264.595454,Signal around economic event,1.129170
9,2024-03-05 21:00:00,Buy,63119.3,63030.93298,63787.304176,62463.654583,1,00:58:00,00:00:00,1.12917,98362.878203,"",1.129170
10,2024-03-07 15:00:00,Sell,67259.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98362.878203,Signal around economic event,0.000000
11,2024-03-08 09:00:00,Sell,67310.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98362.878203,Signal around economic event,0.148864
12,2024-03-08 16:00:00,Sell,67967.1,68062.25394,67245.506893,68674.814225,-1,00:25:00,00:01:00,-0.96936,97409.387718,"",0.148864
13,2024-03-08 21:00:00,Buy,68394.4,68298.64784,69118.231614,67683.960009,1,26:56:00,00:00:00,1.12917,98509.305418,"",0.148864
14,2024-03-10 02:00:00,Sell,69050.0,69146.67000,68316.909960,69768.990030,-1,00:27:00,00:35:00,-0.96936,97554.395527,"",-0.969360
15,2024-03-11 09:00:00,Sell,71893.8,71994.45132,71130.517904,72642.401382,-1,03:54:00,01:21:00,-0.96936,96608.74215,"",-0.969360
16,2024-03-12 18:00:00,Sell,71502.6,71602.70364,70743.471196,72247.127973,1,01:08:00,00:05:00,1.12917,97699.6192,"",1.129170
17,2024-03-13 01:00:00,Buy,72043.9,71943.03854,72806.355002,71295.551193,1,04:12:00,00:05:00,1.12917,98802.814107,"",2.271090
18,2024-03-13 04:00:00,Buy,72144.8,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,98802.814107,One open trade with the same side,2.271090
