Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.009, SL=0.014, Method=time_offset, pctChange=None",2024-03,44,25,19,0.568181818,-4.293697124,113138.3451,140795.247
"TP=0.009, SL=0.014, Method=time_offset, pctChange=None",2024-04,37,25,12,0.675675676,5.63361323,119512.1219,728.2716208
"TP=0.009, SL=0.014, Method=time_offset, pctChange=None",2024-05,38,27,11,0.710526316,9.070562465,130352.5435,0
"TP=0.009, SL=0.014, Method=time_offset, pctChange=None",2024-06,35,23,12,0.657142857,3.75757256,135250.6349,7490.060235
"TP=0.009, SL=0.014, Method=time_offset, pctChange=None ",Overall,219,147,72,0.671232877,35.25063494,135250.6349,0
"TP=0.009, SL=0.0145, Method=time_offset, pctChange=None",2024-01,38,28,10,0.736842105,11.05009663,111050.0966,0
"TP=0.009, SL=0.0145, Method=time_offset, pctChange=None",2024-02,27,19,8,0.703703704,5.483659317,117139.7056,0
"TP=0.009, SL=0.0145, Method=time_offset, pctChange=None",2024-03,44,25,19,0.568181818,-5.211620287,111034.8289,164718.8702
"TP=0.009, SL=0.0145, Method=time_offset, pctChange=None",2024-04,37,25,12,0.675675676,4.992602112,116578.3562,882.4759567
"TP=0.009, SL=0.0145, Method=time_offset, pctChange=None",2024-05,38,27,11,0.710526316,8.463696957,126445.1949,0
"TP=0.009, SL=0.0145, Method=time_offset, pctChange=None",2024-06,35,24,11,0.685714286,5.587110337,133509.8275,8090.384296
"TP=0.009, SL=0.0145, Method=time_offset, pctChange=None ",Overall,219,148,71,0.675799087,33.50982749,133509.8275,0
"TP=0.009, SL=0.015, Method=time_offset, pctChange=None",2024-01,38,28,10,0.736842105,10.48796116,110487.9612,0
"TP=0.009, SL=0.015, Method=time_offset, pctChange=None",2024-02,27,19,8,0.703703704,5.056276113,116074.5376,0
"TP=0.009, SL=0.015, Method=time_offset, pctChange=None",2024-03,44,25,19,0.568181818,-6.121198755,108969.3844,188052.833
"TP=0.009, SL=0.015, Method=time_offset, pctChange=None",2024-04,37,25,12,0.675675676,4.355158464,113715.1738,1089.585603
"TP=0.009, SL=0.015, Method=time_offset, pctChange=None",2024-05,38,29,9,0.763157895,13.18005362,128702.8947,0
"TP=0.009, SL=0.015, Method=time_offset, pctChange=None",2024-06,35,24,11,0.685714286,4.99932935,135137.1762,9143.582956
"TP=0.009, SL=0.015, Method=time_offset, pctChange=None ",Overall,219,150,69,0.684931507,35.13717624,135137.1762,0
"TP=0.009, SL=0.0155, Method=time_offset, pctChange=None",2024-01,38,29,9,0.763157895,12.66403602,112664.036,0
"TP=0.009, SL=0.0155, Method=time_offset, pctChange=None",2024-02,27,19,8,0.703703704,4.630408835,117880.8415,0
"TP=0.009, SL=0.0155, Method=time_offset, pctChange=None",2024-03,44,25,19,0.568181818,-7.02250421,109602.6544,216053.7803
"TP=0.009, SL=0.0155, Method=time_offset, pctChange=None",2024-04,37,25,12,0.675675676,3.721264227,113681.2588,1427.895382
"TP=0.009, SL=0.0155, Method=time_offset, pctChange=None",2024-05,38,29,9,0.763157895,12.66403602,128077.8944,0
"TP=0.009, SL=0.0155, Method=time_offset, pctChange=None",2024-06,35,25,10,0.714285714,7.012956,137059.9408,5925.528405
"TP=0.009, SL=0.0155, Method=time_offset, pctChange=None ",Overall,219,152,67,0.694063927,37.05994076,137059.9408,0
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-01,38,30,8,0.789473684,14.99945298,114999.453,0
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-02,27,19,8,0.703703704,4.206052871,119836.3908,0
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-03,44,25,19,0.568181818,-7.915607754,110350.6121,244983.2909
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-04,37,25,12,0.675675676,3.090901424,113761.4408,1771.543599
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-05,38,30,8,0.789473684,14.99945298,130825.0346,0
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-06,35,25,10,0.714285714,6.470707565,139290.34,6511.914896
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None ",Overall,219,154,65,0.703196347,39.29034001,139290.34,0
