"",Datetime,Order ID,Position ID,Symbol,Order Side,Order Type,Order Price,Creation Time,Execution Time,Quantity,Order Status,Cumulative Filled Value,Position Entry Price,Position Entry Time,Position Status,Position Exit Reason,Position Exit Time,TP/SL Hit Price,Realized PnL,Duration,Average Price,Total Margin Used,NAV
82,2024-07-23 05:00:00,28,None,BTCUSDT,Buy,Limit,66915.1,2024-07-23 05:00:00,2024-07-23 05:00:00,"[0.7678368566316014, 0.7678322333130535]",Filled,"[51379.880045189275, 51379.57067536631]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
83,2024-07-23 05:00:00,None,25,BTCUSDT,Buy,Market,66915.1,2024-07-23 05:00:00,2024-07-23 07:30:00,"[0.7678368566316014, 0.7678322333130535]",Closed,"[51379.880045189275, 51379.57067536631]",66915.1,2024-07-23 05:00:00,Closed,Stop Loss,2024-07-23 07:30:00,[66245.94900000001],"[-513.7988004518912, -513.7957067536615]",150.0,66915.1,None,"[102744.34708970564, 102743.72844286486]"
84,2024-07-23 05:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7678368566316014, 0.7678322333130535]",None,"[51379.880045189275, 51379.57067536631]",NaN,NaT,None,None,NaT,None,"[-513.7988004518912, -513.7957067536615]",NaN,66915.1,None,"[102744.34708970564, 102743.72844286486]"
85,2024-07-24 10:00:00,None,None,None,Buy,None,NaN,NaT,NaT,None,Ignored,None,NaN,NaT,Ignored,Signal around event,NaT,None,0,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
86,2024-07-25 23:00:00,29,None,BTCUSDT,Sell,Limit,65614.6,2024-07-25 23:00:00,2024-07-25 23:00:00,"[0.7791403231135041, 0.7791356317342402]",Filled,"[51122.98064496333, 51122.67282198948]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
87,2024-07-25 23:00:00,None,26,BTCUSDT,Sell,Market,65614.6,2024-07-25 23:00:00,2024-07-26 00:21:00,"[0.7791403231135041, 0.7791356317342402]",Closed,"[51122.98064496333, 51122.67282198948]",65614.6,2024-07-25 23:00:00,Closed,Stop Loss,2024-07-26 00:21:00,[66270.74600000001],"[-511.22980644963945, -511.2267282199009]",81.0,65614.6,None,"[102744.34708970564, 102743.72844286486]"
88,2024-07-25 23:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7791403231135041, 0.7791356317342402]",None,"[51122.98064496333, 51122.67282198948]",NaN,NaT,None,None,NaT,None,"[-511.22980644963945, -511.2267282199009]",NaN,65614.6,None,"[102744.34708970564, 102743.72844286486]"
89,2024-07-26 01:00:00,None,None,None,Sell,None,NaN,NaT,NaT,None,Ignored,None,NaN,NaT,Ignored,Signal around event,NaT,None,0,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
90,2024-07-26 13:00:00,None,None,None,Sell,None,NaN,NaT,NaT,None,Ignored,None,NaN,NaT,Ignored,Signal around event,NaT,None,0,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
91,2024-07-26 17:00:00,30,None,BTCUSDT,Buy,Limit,67367.6,2024-07-26 17:00:00,2024-07-26 17:00:00,"[0.7550716626648197, 0.755067116208378]",Filled,"[50867.36574173851, 50867.05945787953]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
92,2024-07-26 17:00:00,None,27,BTCUSDT,Buy,Market,67367.6,2024-07-26 17:00:00,2024-07-26 19:47:00,"[0.7550716626648197, 0.755067116208378]",Closed,"[50867.36574173851, 50867.05945787953]",67367.6,2024-07-26 17:00:00,Closed,Take Profit,2024-07-26 19:47:00,[68041.27600000001],"[508.6736574173902, 508.6705945788003]",167.0,67367.6,None,"[102744.34708970564, 102743.72844286486]"
93,2024-07-26 17:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7550716626648197, 0.755067116208378]",None,"[50867.36574173851, 50867.05945787953]",NaN,NaT,None,None,NaT,None,"[508.6736574173902, 508.6705945788003]",NaN,67367.6,None,"[102744.34708970564, 102743.72844286486]"
94,2024-07-27 11:00:00,31,None,BTCUSDT,Sell,Limit,68125.3,2024-07-27 11:00:00,2024-07-27 11:00:00,"[0.7504070084160687, 0.7504024900465601]",Filled,"[51121.7025704472, 51121.39475516893]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
95,2024-07-27 11:00:00,None,28,BTCUSDT,Sell,Market,68125.3,2024-07-27 11:00:00,2024-07-27 13:14:00,"[0.7504070084160687, 0.7504024900465601]",Closed,"[51121.7025704472, 51121.39475516893]",68125.3,2024-07-27 11:00:00,Closed,Stop Loss,2024-07-27 13:14:00,[68806.553],"[-511.21702570446973, -511.21394755168694]",134.0,68125.3,None,"[102744.34708970564, 102743.72844286486]"
96,2024-07-27 11:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7504070084160687, 0.7504024900465601]",None,"[51121.7025704472, 51121.39475516893]",NaN,NaT,None,None,NaT,None,"[-511.21702570446973, -511.21394755168694]",NaN,68125.3,None,"[102744.34708970564, 102743.72844286486]"
97,2024-07-27 13:00:00,32,None,BTCUSDT,Sell,Limit,68371.0,2024-07-27 13:00:00,2024-07-27 13:00:00,"[0.743971772499963, 0.7439672928784584]",Filled,"[50866.09405759497, 50865.78778139308]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
98,2024-07-27 13:00:00,None,29,BTCUSDT,Sell,Market,68371.0,2024-07-27 13:00:00,2024-07-27 13:44:00,"[0.743971772499963, 0.7439672928784584]",Closed,"[50866.09405759497, 50865.78778139308]",68371.0,2024-07-27 13:00:00,Closed,Stop Loss,2024-07-27 13:44:00,[69054.71],"[-508.6609405759545, -508.65787781393556]",44.0,68371.0,None,"[102744.34708970564, 102743.72844286486]"
99,2024-07-27 13:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.743971772499963, 0.7439672928784584]",None,"[50866.09405759497, 50865.78778139308]",NaN,NaT,None,None,NaT,None,"[-508.6609405759545, -508.65787781393556]",NaN,68371.0,None,"[102744.34708970564, 102743.72844286486]"
100,2024-07-27 15:00:00,33,None,BTCUSDT,Sell,Limit,68952.4,2024-07-27 15:00:00,2024-07-27 15:00:00,"[0.7340101807523306, 0.7340057611118121]",Filled,"[50611.763587306996, 50611.458842486114]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
101,2024-07-27 15:00:00,None,30,BTCUSDT,Sell,Market,68952.4,2024-07-27 15:00:00,2024-07-27 19:01:00,"[0.7340101807523306, 0.7340057611118121]",Closed,"[50611.763587306996, 50611.458842486114]",68952.4,2024-07-27 15:00:00,Closed,Take Profit,2024-07-27 19:01:00,[68262.87599999999],"[506.1176358730736, 506.11458842486473]",241.0,68952.4,None,"[102744.34708970564, 102743.72844286486]"
102,2024-07-27 15:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7340101807523306, 0.7340057611118121]",None,"[50611.763587306996, 50611.458842486114]",NaN,NaT,None,None,NaT,None,"[506.1176358730736, 506.11458842486473]",NaN,68952.4,None,"[102744.34708970564, 102743.72844286486]"
103,2024-07-27 17:00:00,34,None,BTCUSDT,Sell,Limit,68662.2,2024-07-27 17:00:00,2024-07-27 17:00:00,"[0.7407980286859951, 0.7407935681743164]",Filled,"[50864.82240524353, 50864.51613669855]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
104,2024-07-27 17:00:00,None,31,BTCUSDT,Sell,Market,68662.2,2024-07-27 17:00:00,2024-07-27 19:01:00,"[0.7407980286859951, 0.7407935681743164]",Closed,"[50864.82240524353, 50864.51613669855]",68662.2,2024-07-27 17:00:00,Closed,Take Profit,2024-07-27 19:01:00,[67975.578],"[508.64822405243757, 508.64516136698774]",121.0,68662.2,None,"[102744.34708970564, 102743.72844286486]"
105,2024-07-27 17:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7407980286859951, 0.7407935681743164]",None,"[50864.82240524353, 50864.51613669855]",NaN,NaT,None,None,NaT,None,"[508.64822405243757, 508.64516136698774]",NaN,68662.2,None,"[102744.34708970564, 102743.72844286486]"
106,2024-07-28 05:00:00,35,None,BTCUSDT,Buy,Limit,67315.2,2024-07-28 05:00:00,2024-07-28 05:00:00,"[0.7593997569236925, 0.7593951844068212]",Filled,"[51119.14651726975, 51118.838717382045]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
107,2024-07-28 05:00:00,None,32,BTCUSDT,Buy,Market,67315.2,2024-07-28 05:00:00,2024-07-28 12:34:00,"[0.7593997569236925, 0.7593951844068212]",Closed,"[51119.14651726975, 51118.838717382045]",67315.2,2024-07-28 05:00:00,Closed,Take Profit,2024-07-28 12:34:00,[67988.352],"[511.1914651726989, 511.1883871738219]",454.0,67315.2,None,"[102744.34708970564, 102743.72844286486]"
108,2024-07-28 05:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7593997569236925, 0.7593951844068212]",None,"[51119.14651726975, 51118.838717382045]",NaN,NaT,None,None,NaT,None,"[511.1914651726989, 511.1883871738219]",NaN,67315.2,None,"[102744.34708970564, 102743.72844286486]"
109,2024-07-29 00:00:00,36,None,BTCUSDT,Sell,Limit,68215.5,2024-07-29 00:00:00,2024-07-29 00:00:00,"[0.7531241763214533, 0.7531196415912653]",Filled,"[51374.7422498561, 51374.43291096896]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
110,2024-07-29 00:00:00,None,33,BTCUSDT,Sell,Market,68215.5,2024-07-29 00:00:00,2024-07-29 00:09:00,"[0.7531241763214533, 0.7531196415912653]",Closed,"[51374.7422498561, 51374.43291096896]",68215.5,2024-07-29 00:00:00,Closed,Stop Loss,2024-07-29 00:09:00,[68897.655],"[-513.7474224985601, -513.7443291096887]",9.0,68215.5,None,"[102744.34708970564, 102743.72844286486]"
111,2024-07-29 00:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7531241763214533, 0.7531196415912653]",None,"[51374.7422498561, 51374.43291096896]",NaN,NaT,None,None,NaT,None,"[-513.7474224985601, -513.7443291096887]",NaN,68215.5,None,"[102744.34708970564, 102743.72844286486]"
112,2024-07-29 20:00:00,37,None,BTCUSDT,Buy,Limit,67276.7,2024-07-29 20:00:00,2024-07-29 20:00:00,"[0.7598153378302862, 0.7598107628111087]",Filled,"[51117.86853860682, 51117.560746414114]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
113,2024-07-29 20:00:00,None,34,BTCUSDT,Buy,Market,67276.7,2024-07-29 20:00:00,2024-07-29 23:17:00,"[0.7598153378302862, 0.7598107628111087]",Closed,"[51117.86853860682, 51117.560746414114]",67276.7,2024-07-29 20:00:00,Closed,Stop Loss,2024-07-29 23:17:00,[66603.93299999999],"[-511.17868538607354, -511.1756074641466]",197.0,67276.7,None,"[102744.34708970564, 102743.72844286486]"
114,2024-07-29 20:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7598153378302862, 0.7598107628111087]",None,"[51117.86853860682, 51117.560746414114]",NaN,NaT,None,None,NaT,None,"[-511.17868538607354, -511.1756074641466]",NaN,67276.7,None,"[102744.34708970564, 102743.72844286486]"
115,2024-07-30 16:00:00,38,None,BTCUSDT,Sell,Limit,66198.0,2024-07-30 16:00:00,2024-07-30 16:00:00,"[0.7683355871161331, 0.7683309607946168]",Filled,"[50862.27919591378, 50861.97294268204]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
116,2024-07-30 16:00:00,None,35,BTCUSDT,Sell,Market,66198.0,2024-07-30 16:00:00,2024-07-30 19:13:00,"[0.7683355871161331, 0.7683309607946168]",Closed,"[50862.27919591378, 50861.97294268204]",66198.0,2024-07-30 16:00:00,Closed,Take Profit,2024-07-30 19:13:00,[65536.02],"[508.6227919591347, 508.6197294268173]",193.0,66198.0,None,"[102744.34708970564, 102743.72844286486]"
117,2024-07-30 16:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7683355871161331, 0.7683309607946168]",None,"[50862.27919591378, 50861.97294268204]",NaN,NaT,None,None,NaT,None,"[508.6227919591347, 508.6197294268173]",NaN,66198.0,None,"[102744.34708970564, 102743.72844286486]"
118,2024-07-31 17:00:00,None,None,None,Sell,None,NaN,NaT,NaT,None,Ignored,None,NaN,NaT,Ignored,Signal around event,NaT,None,0,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
119,2024-07-31 22:00:00,39,None,BTCUSDT,Sell,Limit,64950.1,2024-07-31 22:00:00,2024-07-31 22:00:00,"[0.7870132700626074, 0.7870085312785577]",Filled,"[51116.59059189335, 51116.28280739545]",NaN,NaT,None,None,NaT,None,None,NaN,NaN,None,"[102744.34708970564, 102743.72844286486]"
120,2024-07-31 22:00:00,None,36,BTCUSDT,Sell,Market,64950.1,2024-07-31 22:00:00,2024-08-01 01:35:00,"[0.7870132700626074, 0.7870085312785577]",Closed,"[51116.59059189335, 51116.28280739545]",64950.1,2024-07-31 22:00:00,Closed,Take Profit,2024-08-01 01:35:00,[64300.598999999995],"[511.1659059189366, 511.16282807395754]",215.0,64950.1,None,"[102744.34708970564, 102743.72844286486]"
121,2024-07-31 22:00:00,None,None,None,None,Account,NaN,NaT,NaT,"[0.7870132700626074, 0.7870085312785577]",None,"[51116.59059189335, 51116.28280739545]",NaN,NaT,None,None,NaT,None,"[511.1659059189366, 511.16282807395754]",NaN,64950.1,None,"[102744.34708970564, 102743.72844286486]"
