Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.0095, SL=0.0155, Method=percentage_change, pctChange=0.0005",2024-01,38,25,13,0.6578947368421053,3.3861702902723625,103386.17029027236,13989.810480557353
"TP=0.0095, SL=0.0155, Method=percentage_change, pctChange=0.0005",2024-02,27,18,9,0.6666666666666666,3.0042877223031255,106492.18831086242,0.0
"TP=0.0095, SL=0.0155, Method=percentage_change, pctChange=0.0005",2024-03,44,23,21,0.5227272727272727,-10.468560873606757,95343.98875190385,213479.19358217146
"TP=0.0095, SL=0.0155, Method=percentage_change, pctChange=0.0005",2024-04,37,25,12,0.6756756756756757,5.01388551576672,100124.4271940898,858.3569604435033
"TP=0.0095, SL=0.0155, Method=percentage_change, pctChange=0.0005",2024-05,38,29,9,0.7631578947368421,14.294375596847656,114436.58888140527,0.0
"TP=0.0095, SL=0.0155, Method=percentage_change, pctChange=0.0005",2024-06,35,24,10,0.6857142857142857,7.32699340287407,122821.35019921996,11885.01262452887
"TP=0.0095, SL=0.0155, Method=percentage_change, pctChange=0.0005 ",Overall,219,144,74,0.6575342465753424,22.821350199219957,122821.35019921996,106464.8816752549
"TP=0.0096, SL=0.0154, Method=percentage_change, pctChange=0.0006",2024-01,38,25,13,0.6578947368421053,3.779447955621566,103779.44795562157,13456.952376825197
"TP=0.0096, SL=0.0154, Method=percentage_change, pctChange=0.0006",2024-02,27,18,9,0.6666666666666666,3.282475136302464,107185.9825313568,0.0
"TP=0.0096, SL=0.0154, Method=percentage_change, pctChange=0.0006",2024-03,44,23,21,0.5227272727272727,-10.072747701404818,96389.40893970139,204945.0156116303
"TP=0.0096, SL=0.0154, Method=percentage_change, pctChange=0.0006",2024-04,37,25,12,0.6756756756756757,5.402648746314803,101596.99013336241,800.7917365946923
"TP=0.0096, SL=0.0154, Method=percentage_change, pctChange=0.0006",2024-05,38,29,9,0.7631578947368421,14.727993458024798,116560.18819375413,0.0
"TP=0.0096, SL=0.0154, Method=percentage_change, pctChange=0.0006",2024-06,35,24,10,0.6857142857142857,7.691771233178292,125525.7312185798,11713.763080962366
"TP=0.0096, SL=0.0154, Method=percentage_change, pctChange=0.0006 ",Overall,219,144,74,0.6575342465753424,25.525731218579793,125525.7312185798,53705.594345424266
"TP=0.0097, SL=0.0153, Method=percentage_change, pctChange=0.0007",2024-01,38,25,13,0.6578947368421053,4.174182116335433,104174.18211633543,12923.767851928278
"TP=0.0097, SL=0.0153, Method=percentage_change, pctChange=0.0007",2024-02,27,18,9,0.6666666666666666,3.5613859585347636,107884.22681064504,0.0
"TP=0.0097, SL=0.0153, Method=percentage_change, pctChange=0.0007",2024-03,44,23,21,0.5227272727272727,-9.675224610394624,97446.18554752755,196261.61379616312
"TP=0.0097, SL=0.0153, Method=percentage_change, pctChange=0.0007",2024-04,37,25,12,0.6756756756756757,5.792812142109695,103091.06001594747,741.8194446387643
"TP=0.0097, SL=0.0153, Method=percentage_change, pctChange=0.0007",2024-05,38,29,9,0.7631578947368421,15.163212951781208,118722.97698041415,0.0
"TP=0.0097, SL=0.0153, Method=percentage_change, pctChange=0.0007",2024-06,35,24,10,0.6857142857142857,8.057752263393564,128289.3803452217,11531.862528847298
"TP=0.0097, SL=0.0153, Method=percentage_change, pctChange=0.0007 ",Overall,219,144,74,0.6575342465753424,28.289380345221698,128289.3803452217,16350.199133497139
"TP=0.0098, SL=0.0152, Method=percentage_change, pctChange=0.0008",2024-01,38,25,13,0.6578947368421053,4.570378020181161,104570.37802018116,12390.256709511348
"TP=0.0098, SL=0.0152, Method=percentage_change, pctChange=0.0008",2024-02,27,17,10,0.6296296296296297,1.2701905954330386,105898.62112740228,0.0
"TP=0.0098, SL=0.0152, Method=percentage_change, pctChange=0.0008",2024-03,44,23,21,0.5227272727272727,-9.275984386240031,96075.48156638096,182786.94096581568
"TP=0.0098, SL=0.0152, Method=percentage_change, pctChange=0.0008",2024-04,37,25,12,0.6756756756756757,6.184380605382948,102017.15501490049,664.545827248483
"TP=0.0098, SL=0.0152, Method=percentage_change, pctChange=0.0008",2024-05,38,29,9,0.7631578947368421,15.60003983350632,117931.87183423486,0.0
"TP=0.0098, SL=0.0152, Method=percentage_change, pctChange=0.0008",2024-06,35,24,10,0.6857142857142857,8.424940341546366,127867.56167993807,11058.24981333832
"TP=0.0098, SL=0.0152, Method=percentage_change, pctChange=0.0008 ",Overall,219,143,75,0.6529680365296804,27.867561679938063,127867.56167993807,56304.00245169451
"TP=0.0099, SL=0.0151, Method=percentage_change, pctChange=0.0009",2024-01,38,25,13,0.6578947368421053,4.9680409333068525,104968.04093330685,11856.418753108184
"TP=0.0099, SL=0.0151, Method=percentage_change, pctChange=0.0009",2024-02,27,17,10,0.6296296296296297,1.5438678602464413,106588.6087808065,0.0
"TP=0.0099, SL=0.0151, Method=percentage_change, pctChange=0.0009",2024-03,44,22,22,0.5,-11.130811947859188,94724.43117957561,257113.87867914594
"TP=0.0099, SL=0.0151, Method=percentage_change, pctChange=0.0009",2024-04,37,25,12,0.6756756756756757,6.5773590550379835,100954.79713109865,589.2620634671766
"TP=0.0099, SL=0.0151, Method=percentage_change, pctChange=0.0009",2024-05,38,29,9,0.7631578947368421,16.03847987869468,117146.41195554694,0.0
"TP=0.0099, SL=0.0151, Method=percentage_change, pctChange=0.0009",2024-06,35,24,10,0.6857142857142857,8.793339327583936,127447.49346888754,10590.291592687849
"TP=0.0099, SL=0.0151, Method=percentage_change, pctChange=0.0009 ",Overall,219,142,76,0.6484018264840182,27.447493468887536,127447.49346888754,113434.08164429807
"TP=0.01, SL=0.015, Method=percentage_change, pctChange=0.001",2024-01,38,25,13,0.6578947368421053,5.367176140303738,105367.17614030374,11322.253786142523
"TP=0.01, SL=0.015, Method=percentage_change, pctChange=0.001",2024-02,27,17,10,0.6296296296296297,1.8182572553716656,107283.02246525505,0.0
"TP=0.01, SL=0.015, Method=percentage_change, pctChange=0.001",2024-03,44,22,22,0.5,-10.737860078708993,95763.12162472603,248965.5851827655
"TP=0.01, SL=0.015, Method=percentage_change, pctChange=0.001",2024-04,37,25,12,0.6756756756756757,6.971752426704311,102439.48938048567,529.0217978163564
"TP=0.01, SL=0.015, Method=percentage_change, pctChange=0.001",2024-05,38,29,9,0.7631578947368421,16.478538883014085,119320.02046961008,0.0
"TP=0.01, SL=0.015, Method=percentage_change, pctChange=0.001",2024-06,35,23,10,0.6571428571428571,8.082131775653496,128963.6217587007,10384.984749985408
"TP=0.01, SL=0.015, Method=percentage_change, pctChange=0.001 ",Overall,219,141,76,0.6438356164383562,28.963621758700697,128963.6217587007,60609.90572142933
