Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-04,21,12,5,0.5714285714285714,4.514531353133702,104514.5313531337,0.0
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-05,39,15,19,0.38461538461538464,-11.71203383064315,92273.75408311654,359096.6551398697
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-06,46,22,13,0.4782608695652174,2.7271917630523994,94790.23630393052,622.1687579267018
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-07,45,20,11,0.4444444444444444,3.665179102003187,98264.46823568162,4198.547840921849
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-08,43,16,14,0.37209302325581395,-4.354117293248936,93985.9180311127,52151.13016352977
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-09,39,18,15,0.46153846153846156,-3.873776998038894,90345.11315702776,94026.07987837086
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-10,48,19,14,0.3958333333333333,-1.5729870762880884,88923.99620300987,39248.03880482841
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-11,35,12,18,0.34285714285714286,-12.988516794288515,77374.08802202945,268185.4867991887
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",2023-12,38,25,10,0.6578947368421053,10.281508216992355,85329.3112398373,9192.712604854503
"TP=0.0096, SL=0.014, Method=percentage_change, pctChange=8e-05, TimeLimit=120",Overall,354,159,119,0.4491525423728814,-14.670688760162696,85329.3112398373,2941627.507610368
