Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-01,38,28,10,0.7368421052631579,9.371366667986832,109371.36666798683,536.5095933376433
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-02,27,19,8,0.7037037037037037,4.206052871176138,113971.58417597027,0.0
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-03,44,25,19,0.5681818181818182,-7.915607753512817,104950.04062213578,152998.50753150802
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-04,37,24,13,0.6486486486486487,0.5366174439495301,105513.22084754628,71341.59144155416
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-05,38,27,11,0.7105263157894737,6.661471557283553,112541.95404347936,6001.291651706284
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-06,35,25,10,0.7142857142857143,6.470707564657159,119824.21477718376,5601.860753902671
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None ",Overall,219,148,71,0.6757990867579908,19.824214777183762,119824.21477718376,536.5095933376433
