Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-01,38,27,11,0.7105263157894737,6.661471557283527,106661.47155728353,13617.711539946788
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-02,27,18,9,0.6666666666666666,1.624138776251089,108393.8018761654,762.9677742258791
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-03,44,28,16,0.6363636363636364,-0.7171513563341454,107616.45425582833,53567.53220655033
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-04,37,20,17,0.5405405405405406,-9.063130809088708,97863.0342345195,276108.8945067154
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-05,38,26,12,0.6842105263157895,4.018719536538133,101795.87511035113,7481.025198656367
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-06,35,21,14,0.6,-3.69565783463027,98033.847876505,19085.24548082298
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None ",Overall,219,140,79,0.639269406392694,-1.966152123495005,98033.847876505,96141.57951671258
