Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-01,38,30,8,0.7894736842105263,14.999452984242511,114999.45298424251,536.5095933376433
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-02,27,18,9,0.6666666666666666,1.6241387762510768,116867.20369263622,207.79721948876977
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-03,44,25,19,0.5681818181818182,-7.915607753512834,107616.45425582827,324317.15384537296
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-04,37,23,14,0.6216216216216216,-1.954379023938202,105513.22084754631,69856.9920785246
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-05,38,26,12,0.6842105263157895,4.018719536538179,109753.50126737733,13097.989118428479
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-06,35,22,13,0.6285714285714286,-1.2489011739246916,108382.7885016256,5463.063411139898
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None ",Overall,219,144,75,0.6575342465753424,8.382788501625605,108382.7885016256,536.5095933376433
