Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-01,38,27,11,0.7105263157894737,6.661471557283541,106661.47155728354,8693.145779946732
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-02,27,18,9,0.6666666666666666,1.6241387762510888,108393.80187616541,192.7309795049223
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-03,44,27,17,0.6136363636363636,-3.177083185959148,104950.04062213589,138307.3003609925
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-04,37,25,12,0.6756756756756757,3.0909014237246693,108193.9429219251,939.9857308735081
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-05,38,27,11,0.7105263157894737,6.661471557283521,115401.25165637271,6153.763492450933
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-06,35,24,11,0.6857142857142857,3.8326821046805155,119824.21477718384,5744.184451918496
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None ",Overall,219,148,71,0.6757990867579908,19.824214777183833,119824.21477718384,8693.145779946732
