Scenario,Period,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV,Max Drawdown
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-01,38,27,11,0.7105263157894737,6.661471557283556,106661.47155728356,2495.4355197376426
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-02,27,18,9,0.6666666666666666,1.6241387762511024,108393.80187616544,192.73097950490774
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-03,44,28,16,0.6363636363636364,-0.7171513563341317,107616.45425582839,85185.3724623194
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-04,37,24,13,0.6486486486486487,0.53661744394948,108193.94292192507,39070.83218277902
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-05,38,28,10,0.7368421052631579,9.371366667986887,118333.19402569112,23456.629217277077
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None",2024-06,35,20,15,0.5714285714285714,-6.08179118857893,111136.41625827263,80020.1758475689
"TP=0.009, SL=0.016, Method=time_offset, pctChange=None ",Overall,219,145,74,0.6621004566210046,11.136416258272627,111136.41625827263,2495.4355197376426
