Date,TP,SL,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV
2024-01,0.01,0.01,31,15,16,0.4838709677419355,-3.2708041556789538,96729.19584432105
2024-02,0.01,0.01,22,11,11,0.5,-1.6367813464276115,98363.21865357239
2024-03,0.01,0.01,38,21,17,0.5526315789473685,1.1562056514210708,101156.20565142107
2024-04,0.01,0.01,34,20,14,0.5882352941176471,3.509890610575792,103509.89061057579
2024-05,0.01,0.01,31,18,13,0.5806451612903226,2.7108006991657603,102710.80069916576
2024-06,0.01,0.01,28,16,12,0.5714285714285714,2.0678523840105774,102067.85238401058
2024-07,0.01,0.01,31,18,13,0.5806451612903226,2.710800699165775,102710.80069916577
