Date,TP,SL,Total Trades,Total Wins,Total Losses,Win Rate,ROI,NAV
2024-01,0.014,0.014,31,14,17,0.45161290322580644,-6.45667971727073,93543.32028272927
2024-02,0.014,0.014,20,9,11,0.45,-4.7209557265896,95279.0442734104
2024-03,0.014,0.014,35,19,16,0.5428571428571428,1.4166742095468798,101416.67420954688
2024-04,0.014,0.014,33,21,12,0.6363636363636364,10.480531014373074,110480.53101437307
2024-05,0.014,0.014,27,14,13,0.5185185185185185,-0.7520836667971307,99247.91633320287
2024-06,0.014,0.014,26,15,11,0.5769230769230769,3.7404646205586034,103740.4646205586
2024-07,0.014,0.014,30,18,12,0.6,6.1901160370286235,106190.11603702862
