"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-04-01 07:00:00,Buy,69781.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,0.000000
1,2024-04-03 17:00:00,Sell,66342.3,66382.10538,65585.520115,67178.690645,1,01:19:00,00:01:00,1.12917,101129.17012,"",1.129170
2,2024-04-04 01:00:00,Buy,66232.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101129.17012,Signal around economic event,0.000000
3,2024-04-05 03:00:00,Buy,67813.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101129.17012,Signal around economic event,1.129170
4,2024-04-05 20:00:00,Buy,67512.0,67471.49280,68281.150714,66661.834886,1,19:01:00,00:02:00,1.12917,102271.090492,"",1.129170
5,2024-04-06 09:00:00,Sell,68088.5,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,102271.090492,"",0.000000
6,2024-04-07 02:00:00,Sell,69683.8,69725.61028,68888.902957,70562.317603,1,17:43:00,00:00:00,1.12917,103425.905087,"",1.129170
7,2024-04-07 09:00:00,Sell,69446.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,103425.905087,One open trade with the same side,1.129170
8,2024-04-08 10:00:00,Sell,72043.2,72086.42592,71221.388809,72951.463031,1,14:54:00,00:02:00,1.12917,104593.759503,"",1.129170
9,2024-04-10 21:00:00,Buy,69872.4,69830.47656,70668.442279,68992.510841,1,00:58:00,00:10:00,1.12917,105774.800983,"",1.129170
10,2024-04-11 05:00:00,Sell,70665.6,70707.99936,69859.503368,71556.495352,1,08:28:00,00:04:00,1.12917,106969.17843,"",2.271090
11,2024-04-11 22:00:00,Buy,70173.0,70130.89620,70972.466954,69289.325446,1,04:46:00,00:29:00,1.12917,108177.042431,"",2.271090
12,2024-04-12 10:00:00,Sell,70728.2,70770.63692,69921.389277,71619.884563,1,03:28:00,00:03:00,1.12917,109398.545271,"",-0.154311
13,2024-04-12 22:00:00,Buy,67061.2,67020.96328,67825.214839,66216.711721,-1,03:22:00,00:00:00,-1.26915,108010.113502,"",-0.154311
14,2024-04-13 01:00:00,Sell,66796.5,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,108010.113502,"",1.129170
15,2024-04-13 21:00:00,Buy,62065.5,62028.26070,62772.599828,61283.921572,1,00:45:00,00:00:00,1.12917,109229.73143,"",1.129170
16,2024-04-14 01:00:00,Sell,63349.9,63387.90994,62627.255021,64148.564859,1,01:53:00,00:00:00,1.12917,110463.12092,"",2.271090
17,2024-04-14 06:00:00,Sell,64146.0,64184.48760,63414.273749,64954.701451,1,11:05:00,00:02:00,1.12917,111710.437475,"",2.271090
18,2024-04-15 08:00:00,Buy,66087.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,111710.437475,Signal around economic event,1.129170
19,2024-04-15 21:00:00,Sell,63364.8,63402.81888,62641.985053,64163.652707,1,00:15:00,00:00:00,1.12917,112971.838356,"",1.129170
20,2024-04-17 13:00:00,Buy,62160.8,62123.50352,62868.985562,61378.021478,1,00:28:00,00:01:00,1.12917,114247.482598,"",-0.154311
21,2024-04-17 17:00:00,Sell,60464.1,60500.37846,59774.373918,61226.383002,-1,00:46:00,00:00:00,-1.26915,112797.510536,"",-0.154311
22,2024-04-18 16:00:00,Buy,63273.3,63235.33602,63994.160052,62476.511988,-1,00:47:00,01:14:00,-1.26915,111365.940796,"",-1.269150
23,2024-04-19 16:00:00,Sell,64246.1,64284.64766,63513.231888,65056.063432,1,06:11:00,00:41:00,1.12917,112623.451723,"",1.129170
24,2024-04-20 03:00:00,Buy,63904.8,63866.45712,64632.854605,63100.059635,1,12:33:00,00:01:00,1.12917,113895.162088,"",1.129170
25,2024-04-20 21:00:00,Sell,64764.1,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,113895.162088,"",1.129170
26,2024-04-21 21:00:00,Sell,65092.1,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,113895.162088,"",0.000000
27,2024-04-22 16:00:00,Buy,66049.9,66010.27006,66802.393301,65218.146819,1,00:52:00,00:28:00,1.12917,115181.232226,"",1.129170
28,2024-04-24 05:00:00,Sell,66870.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,115181.232226,Signal around economic event,1.129170
29,2024-04-24 22:00:00,Sell,64327.6,64366.19656,63593.802201,65138.590919,1,10:04:00,01:56:00,1.12917,116481.824284,"",1.129170
30,2024-04-25 09:00:00,Buy,64099.1,64060.64054,64829.368226,63291.912854,-1,03:43:00,00:00:00,-1.26915,115003.495072,"",-2.522193
