"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-01-01 01:00:00,Sell,42610.3,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,100000,"",0.000000
1,2024-01-01 17:00:00,Buy,43128.3,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,100000,"",0.000000
2,2024-01-02 01:00:00,Sell,45236.8,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,0.000000
3,2024-01-02 23:00:00,Buy,45058.8,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,100000,"",0.000000
4,2024-01-03 17:00:00,Buy,42659.8,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,0.000000
5,2024-01-05 01:00:00,Buy,43481.4,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,100000,Signal around economic event,0.000000
6,2024-01-06 01:00:00,Buy,43927.0,43865.50220,44479.619231,43295.250671,1,35:03:00,00:22:00,1.32903,101329.03014,"",1.329030
7,2024-01-06 05:00:00,Buy,43608.8,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101329.03014,One open trade with the same side,1.329030
8,2024-01-06 21:00:00,Buy,43815.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,101329.03014,One open trade with the same side,1.329030
9,2024-01-07 05:00:00,Sell,43967.7,44029.25478,43412.845213,44601.635092,1,19:42:00,00:16:00,1.32903,102675.723491,"",1.329030
10,2024-01-08 00:00:00,Buy,43676.9,43615.75234,44226.372873,43048.747560,1,04:04:00,00:37:00,1.32903,104040.314803,"",2.675723
11,2024-01-08 21:00:00,Sell,46863.0,46928.60820,46271.607685,47538.680107,1,01:58:00,00:01:00,1.32903,105423.041944,"",2.675723
12,2024-01-10 17:00:00,Buy,46490.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,105423.041944,Signal around economic event,0.000000
13,2024-01-11 17:00:00,Sell,46625.8,46691.07612,46037.401054,47298.060110,1,04:48:00,01:05:00,1.32903,106824.145946,"",1.329030
14,2024-01-12 17:00:00,Sell,43390.6,43451.34684,42843.027984,44016.214349,1,03:23:00,00:00:00,1.32903,108243.871043,"",1.329030
15,2024-01-14 02:00:00,Sell,42675.6,42735.34584,42137.050998,43290.905336,1,16:21:00,00:02:00,1.32903,109682.464713,"",1.329030
16,2024-01-14 09:00:00,Sell,42956.5,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,109682.464713,One open trade with the same side,1.329030
17,2024-01-15 01:00:00,Sell,42351.5,42410.79210,41817.041011,42962.132397,-1,10:54:00,00:19:00,-1.36908,108180.823883,"",1.270011
18,2024-01-15 17:00:00,Sell,43283.5,43344.09690,42737.279543,43907.570160,1,03:15:00,00:04:00,1.32903,109618.579638,"",1.270011
19,2024-01-15 23:00:00,Buy,42652.2,42592.48692,43188.781737,42038.784590,1,14:40:00,00:13:00,1.32903,111075.443601,"",1.270011
20,2024-01-16 17:00:00,Buy,42872.4,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,111075.443601,"",0.000000
21,2024-01-17 01:00:00,Buy,43006.5,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,111075.443601,Signal around economic event,1.329030
22,2024-01-17 21:00:00,Sell,42512.1,42571.61694,41975.614303,43125.047960,1,17:59:00,00:01:00,1.32903,112551.669724,"",1.329030
23,2024-01-18 18:00:00,Sell,41359.3,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,112551.669724,"",0.000000
24,2024-01-19 05:00:00,Buy,41340.2,41282.32372,41860.276252,40745.653512,-1,07:40:00,01:16:00,-1.36908,111010.747178,"",-1.369080
25,2024-01-20 01:00:00,Sell,41604.1,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,111010.747178,"",-1.369080
26,2024-01-20 09:00:00,Buy,41564.2,41506.01012,42087.094262,40966.431988,-1,41:49:00,00:21:00,-1.36908,109490.921096,"",-1.369080
27,2024-01-21 16:00:00,Sell,41653.9,41712.21546,41128.244444,42254.474261,1,09:03:00,00:37:00,1.32903,110946.088438,"",1.329030
