"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
0,2024-06-01 01:00:00,Sell,67676.0,67696.30280,66883.947166,68508.658434,-1,37:23:00,00:00:00,-1.269150,98730.849880,"",-1.269150
1,2024-06-02 00:00:00,Buy,67793.7,67773.36189,68586.642233,66960.081547,1,23:59:00,01:43:00,1.129170,99845.689136,"",-0.154311
2,2024-06-02 17:00:00,Sell,68070.0,68090.42100,67273.335948,68907.506052,-1,12:30:00,00:33:00,-1.269150,98578.497453,"",-0.154311
3,2024-06-03 03:00:00,Sell,68291.6,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.000000,98578.497453,One open trade with the same side,0.000000
4,2024-06-04 02:00:00,Buy,69294.5,69273.71165,70104.996190,68442.427110,1,12:07:00,00:00:00,1.129170,99691.616391,"",1.129170
5,2024-06-05 01:00:00,Sell,70771.8,70793.03154,69943.515162,71642.547918,ended before data with profit,14:11:00,00:08:00,0.108845,99800.125748,"",0.108845
6,2024-06-06 00:00:00,Buy,71134.5,71113.15965,71966.517566,70259.801734,-1,19:25:00,00:26:00,-1.269150,98533.512332,"",-1.360389
7,2024-06-06 04:00:00,Buy,71019.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.000000,98533.512332,One open trade with the same side,-1.360389
8,2024-06-06 09:00:00,Sell,71157.9,71179.24737,70325.096402,72033.398338,ended before data with loss,10:50:00,00:01:00,-0.092412,98442.455539,"",-1.360389
9,2024-06-07 05:00:00,Buy,71211.3,71189.93661,72044.215849,70335.657371,1,05:45:00,01:35:00,1.129170,99554.038332,"",2.271090
10,2024-06-07 18:00:00,Sell,69417.7,69438.52531,68605.263006,70271.787614,1,00:04:00,00:00:00,1.129170,100678.172786,"",2.271090
11,2024-06-08 00:00:00,Buy,69376.9,69356.08693,70188.359973,68523.813887,1,63:44:00,00:00:00,1.129170,101815.000630,"",1.129170
12,2024-06-10 07:00:00,Sell,69406.1,69426.92183,68593.798768,70260.044892,1,18:45:00,00:02:00,1.129170,102964.665195,"",2.271090
13,2024-06-10 09:00:00,Sell,69412.6,69433.42378,68600.222695,70266.624865,1,16:46:00,00:01:00,1.129170,104127.311429,"",2.271090
14,2024-06-11 13:00:00,Buy,67163.1,67142.95107,67948.666483,66337.235657,-1,02:29:00,00:01:00,-1.269150,102805.779531,"",-2.522193
15,2024-06-11 16:00:00,Sell,66593.4,66613.37802,65814.017484,67412.738556,-1,03:37:00,00:00:00,-1.269150,101501.019857,"",-2.522193
16,2024-06-13 05:00:00,Buy,67540.8,67520.53776,68330.784213,66710.291307,1,07:20:00,00:00:00,1.129170,102647.139044,"",2.271090
17,2024-06-13 17:00:00,Sell,66850.0,66870.05500,66067.614340,67672.495660,1,22:58:00,00:00:00,1.129170,103806.199867,"",2.271090
18,2024-06-14 17:00:00,Sell,65302.2,65321.79066,64537.929172,66105.652148,-1,04:19:00,00:00:00,-1.269150,102488.743357,"",-1.269150
19,2024-06-16 12:00:00,Buy,66508.7,66488.74739,67286.612359,65690.882421,-1,21:46:00,00:00:00,-1.269150,101188.007348,"",-0.154311
20,2024-06-16 18:00:00,Sell,66590.7,66610.67721,65811.349083,67410.005337,1,15:31:00,00:15:00,1.129170,102330.592092,"",-0.154311
21,2024-06-17 05:00:00,Sell,66406.0,66425.92180,65628.810738,67223.032862,1,04:46:00,00:00:00,1.129170,103486.078561,"",2.271090
22,2024-06-17 13:00:00,Buy,65548.8,65529.13536,66315.484984,64742.785736,1,04:04:00,00:21:00,1.129170,104654.612439,"",2.271090
23,2024-06-17 17:00:00,Buy,66015.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.000000,104654.612439,One open trade with the same side,2.271090
24,2024-06-18 03:00:00,Buy,65289.6,65270.01312,66053.253277,64486.772963,ended before data with loss,10:57:00,00:01:00,-0.133373,104515.031851,"",0.994292
25,2024-06-18 17:00:00,Sell,64852.0,64871.45560,64092.998133,65649.913067,1,02:37:00,00:00:00,1.12917,105695.184361,"",0.994292
26,2024-06-20 19:00:00,Sell,65012.0,65031.50360,64251.125557,65811.881643,1,12:38:00,00:04:00,1.12917,106888.662802,"",1.129170
27,2024-06-21 09:00:00,Buy,63728.9,63709.78133,64474.298706,62945.263954,ended before data with loss,21:34:00,00:00:00,-0.19228,106683.137008,"",0.934719
28,2024-06-21 21:00:00,Sell,64140.0,64159.24200,63389.331096,64929.152904,1,49:19:00,01:06:00,1.12917,107887.771114,"",0.934719
29,2024-06-22 05:00:00,Buy,64270.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.00000,107887.771114,"Two open trades, last one with different side",0.000000
30,2024-06-23 13:00:00,Sell,64357.2,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.00000,107887.771114,One open trade with the same side,0.000000
31,2024-06-24 03:00:00,Buy,62906.8,62887.92796,63642.583096,62133.272824,-1,02:58:00,00:01:00,-1.26915,106518.513338,"",-1.269150
32,2024-06-25 05:00:00,Buy,61335.8,61317.39926,62053.208051,60581.590469,1,09:19:00,00:00:00,1.12917,107721.288563,"",-0.154311
33,2024-06-25 13:00:00,Sell,61137.9,61156.24137,60422.366474,61890.116266,-1,01:16:00,00:02:00,-1.26915,106354.143700,"",-0.154311
34,2024-06-26 14:00:00,Sell,61863.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.00000,106354.143700,Signal around economic event,0.000000
35,2024-06-27 09:00:00,Sell,60849.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.00000,106354.143700,Signal around economic event,0.000000
36,2024-06-28 09:00:00,Buy,61424.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0.00000,106354.143700,Signal around economic event,1.129170
37,2024-06-28 17:00:00,Sell,60909.8,60928.07294,60196.936065,61659.209815,1,02:04:00,00:03:00,1.12917,107555.062912,"",1.129170
38,2024-06-29 04:00:00,Buy,60767.0,60748.76990,61477.755139,60019.784661,1,26:55:00,00:02:00,1.12917,108769.542545,"",1.129170
39,2024-06-30 07:00:00,Sell,61516.1,61534.55483,60796.140172,62272.969488,-1,13:17:00,00:00:00,-1.26915,107389.093765,"",-0.154311
40,2024-06-30 19:00:00,Buy,61924.5,61905.92265,62648.793722,61163.051578,1,03:16:00,00:00:00,1.12917,108601.699324,"",-0.154311
